混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
gs,net/minecraft/src/C_4637_,net/minecraft/commands/arguments/coordinates/VectorPosition,net/minecraft/commands/arguments/coordinates/WorldCoordinates,net/minecraft/command/argument/DefaultPosArgument,net/minecraft/class_2280
gl,net/minecraft/src/C_4546_,net/minecraft/commands/arguments/coordinates/IVectorPosition,net/minecraft/commands/arguments/coordinates/Coordinates,net/minecraft/command/argument/PosArgument,net/minecraft/class_2267
gr,net/minecraft/src/C_4636_,net/minecraft/commands/arguments/coordinates/ArgumentParserPosition,net/minecraft/commands/arguments/coordinates/WorldCoordinate,net/minecraft/command/argument/CoordinateArgument,net/minecraft/class_2278
gm,net/minecraft/src/C_4576_,net/minecraft/commands/arguments/coordinates/ArgumentVectorPosition,net/minecraft/commands/arguments/coordinates/LocalCoordinates,net/minecraft/command/argument/LookingPosArgument,net/minecraft/class_2268
gk,net/minecraft/src/C_4516_,net/minecraft/commands/arguments/coordinates/ArgumentVec2I,net/minecraft/commands/arguments/coordinates/ColumnPosArgument,net/minecraft/command/argument/ColumnPosArgumentType,net/minecraft/class_2264
gj,net/minecraft/src/C_4482_,net/minecraft/commands/arguments/coordinates/ArgumentPosition,net/minecraft/commands/arguments/coordinates/BlockPosArgument,net/minecraft/command/argument/BlockPosArgumentType,net/minecraft/class_2262
gp,net/minecraft/src/C_4634_,net/minecraft/commands/arguments/coordinates/ArgumentVec2,net/minecraft/commands/arguments/coordinates/Vec2Argument,net/minecraft/command/argument/Vec2ArgumentType,net/minecraft/class_2274
gq,net/minecraft/src/C_4635_,net/minecraft/commands/arguments/coordinates/ArgumentVec3,net/minecraft/commands/arguments/coordinates/Vec3Argument,net/minecraft/command/argument/Vec3ArgumentType,net/minecraft/class_2277
fd$a,net/minecraft/src/C_3685_$C_3686_,net/minecraft/commands/arguments/ArgumentNBTKey$a,net/minecraft/commands/arguments/NbtPathArgument$AllElementsNode,net/minecraft/command/argument/NbtPathArgumentType$AllListElementNode,net/minecraft/class_2203$class_2204
ft,net/minecraft/src/C_213408_,net/minecraft/commands/arguments/SignedArgument,net/minecraft/commands/arguments/SignedArgument,net/minecraft/command/argument/SignedArgumentType,net/minecraft/class_7451
fk$a,net/minecraft/src/C_243654_$C_243511_,net/minecraft/commands/arguments/ResourceArgument$a,net/minecraft/commands/arguments/ResourceArgument$Info,net/minecraft/command/argument/RegistryEntryReferenceArgumentType$Serializer,net/minecraft/class_7733$class_7734
ex$a,net/minecraft/src/C_3395_$C_213331_,net/minecraft/commands/arguments/ArgumentEntity$Info,net/minecraft/commands/arguments/EntityArgument$Info,net/minecraft/command/argument/EntityArgumentType$Serializer,net/minecraft/class_2186$class_2187
gb$a$a,net/minecraft/src/C_4274_$C_263596_$C_263608_,net/minecraft/commands/arguments/ArgumentTime$a$a,net/minecraft/commands/arguments/TimeArgument$Info$Template,net/minecraft/command/argument/TimeArgumentType$Serializer$Properties,net/minecraft/class_2245$class_8033$class_8034
fg,net/minecraft/src/C_3816_,net/minecraft/commands/arguments/ArgumentScoreboardCriteria,net/minecraft/commands/arguments/ObjectiveCriteriaArgument,net/minecraft/command/argument/ScoreboardCriterionArgumentType,net/minecraft/class_2216
fe,net/minecraft/src/C_3730_,net/minecraft/commands/arguments/ArgumentNBTBase,net/minecraft/commands/arguments/NbtTagArgument,net/minecraft/command/argument/NbtElementArgumentType,net/minecraft/class_2212
fp$a,net/minecraft/src/C_243418_$C_243481_,net/minecraft/commands/arguments/ResourceOrTagKeyArgument$a,net/minecraft/commands/arguments/ResourceOrTagKeyArgument$Info,net/minecraft/command/argument/RegistryPredicateArgumentType$Serializer,net/minecraft/class_7066$class_7069
ez,net/minecraft/src/C_3483_,net/minecraft/commands/arguments/ArgumentProfile,net/minecraft/commands/arguments/GameProfileArgument,net/minecraft/command/argument/GameProfileArgumentType,net/minecraft/class_2191
fo$b,net/minecraft/src/C_243640_$C_243479_,net/minecraft/commands/arguments/ResourceOrTagArgument$b,net/minecraft/commands/arguments/ResourceOrTagArgument$ResourceResult,net/minecraft/command/argument/RegistryEntryPredicateArgumentType$EntryBased,net/minecraft/class_7737$class_7740
ex$a$a,net/minecraft/src/C_3395_$C_213331_$C_213332_,net/minecraft/commands/arguments/ArgumentEntity$Info$Template,net/minecraft/commands/arguments/EntityArgument$Info$Template,net/minecraft/command/argument/EntityArgumentType$Serializer$Properties,net/minecraft/class_2186$class_2187$class_7171
fx,net/minecraft/src/C_301940_,net/minecraft/commands/arguments/StyleArgument,net/minecraft/commands/arguments/StyleArgument,net/minecraft/command/argument/StyleArgumentType,net/minecraft/class_9019
fr$a,net/minecraft/src/C_4081_$C_213399_,net/minecraft/commands/arguments/ArgumentScoreholder$a,net/minecraft/commands/arguments/ScoreHolderArgument$Info,net/minecraft/command/argument/ScoreHolderArgumentType$Serializer,net/minecraft/class_2233$class_2236
fd$d,net/minecraft/src/C_3685_$C_3689_,net/minecraft/commands/arguments/ArgumentNBTKey$d,net/minecraft/commands/arguments/NbtPathArgument$MatchElementNode,net/minecraft/command/argument/NbtPathArgumentType$FilteredListElementNode,net/minecraft/class_2203$class_2207
es,net/minecraft/src/C_3164_,net/minecraft/commands/arguments/ArgumentChatFormat,net/minecraft/commands/arguments/ColorArgument,net/minecraft/command/argument/ColorArgumentType,net/minecraft/class_2177
fn$c,net/minecraft/src/C_313558_$C_313456_,net/minecraft/commands/arguments/ResourceOrIdArgument$c,net/minecraft/commands/arguments/ResourceOrIdArgument$LootModifierArgument,net/minecraft/command/argument/RegistryEntryArgumentType$LootFunctionArgumentType,net/minecraft/class_9433$class_9434
fl$a,net/minecraft/src/C_211818_$C_213392_,net/minecraft/commands/arguments/ResourceKeyArgument$a,net/minecraft/commands/arguments/ResourceKeyArgument$Info,net/minecraft/command/argument/RegistryKeyArgumentType$Serializer,net/minecraft/class_7079$class_7080
ev,net/minecraft/src/C_3303_,net/minecraft/commands/arguments/ArgumentDimension,net/minecraft/commands/arguments/DimensionArgument,net/minecraft/command/argument/DimensionArgumentType,net/minecraft/class_2181
ey,net/minecraft/src/C_256680_,net/minecraft/commands/arguments/GameModeArgument,net/minecraft/commands/arguments/GameModeArgument,net/minecraft/command/argument/GameModeArgumentType,net/minecraft/class_7918
fp$a$a,net/minecraft/src/C_243418_$C_243481_$C_243420_,net/minecraft/commands/arguments/ResourceOrTagKeyArgument$a$a,net/minecraft/commands/arguments/ResourceOrTagKeyArgument$Info$Template,net/minecraft/command/argument/RegistryPredicateArgumentType$Serializer$Properties,net/minecraft/class_7066$class_7069$class_7199
fj$a,net/minecraft/src/C_3910_$C_3911_,net/minecraft/commands/arguments/ArgumentCriterionValue$a,net/minecraft/commands/arguments/RangeArgument$Floats,net/minecraft/command/argument/NumberRangeArgumentType$FloatRangeArgumentType,net/minecraft/class_2224$class_2225
ff,net/minecraft/src/C_3792_,net/minecraft/commands/arguments/ArgumentScoreboardObjective,net/minecraft/commands/arguments/ObjectiveArgument,net/minecraft/command/argument/ScoreboardObjectiveArgumentType,net/minecraft/class_2214
fl,net/minecraft/src/C_211818_,net/minecraft/commands/arguments/ResourceKeyArgument,net/minecraft/commands/arguments/ResourceKeyArgument,net/minecraft/command/argument/RegistryKeyArgumentType,net/minecraft/class_7079
fw,net/minecraft/src/C_213417_,net/minecraft/commands/arguments/StringRepresentableArgument,net/minecraft/commands/arguments/StringRepresentableArgument,net/minecraft/command/argument/EnumArgumentType,net/minecraft/class_7485
fa,net/minecraft/src/C_273803_,net/minecraft/commands/arguments/HeightmapTypeArgument,net/minecraft/commands/arguments/HeightmapTypeArgument,net/minecraft/command/argument/HeightmapArgumentType,net/minecraft/class_8199
fn,net/minecraft/src/C_313558_,net/minecraft/commands/arguments/ResourceOrIdArgument,net/minecraft/commands/arguments/ResourceOrIdArgument,net/minecraft/command/argument/RegistryEntryArgumentType,net/minecraft/class_9433
fd$g,net/minecraft/src/C_3685_$C_3692_,net/minecraft/commands/arguments/ArgumentNBTKey$g,net/minecraft/commands/arguments/NbtPathArgument$NbtPath,net/minecraft/command/argument/NbtPathArgumentType$NbtPath,net/minecraft/class_2203$class_2209
eq$a,net/minecraft/src/C_3095_$C_3097_,net/minecraft/commands/arguments/ArgumentAngle$a,net/minecraft/commands/arguments/AngleArgument$SingleAngle,net/minecraft/command/argument/AngleArgumentType$Angle,net/minecraft/class_5473$class_5474
fh$a,net/minecraft/src/C_3847_$C_3848_,net/minecraft/commands/arguments/ArgumentMathOperation$a,net/minecraft/commands/arguments/OperationArgument$Operation,net/minecraft/command/argument/OperationArgumentType$Operation,net/minecraft/class_2218$class_2219
fl$a$a,net/minecraft/src/C_211818_$C_213392_$C_213393_,net/minecraft/commands/arguments/ResourceKeyArgument$a$a,net/minecraft/commands/arguments/ResourceKeyArgument$Info$Template,net/minecraft/command/argument/RegistryKeyArgumentType$Serializer$Properties,net/minecraft/class_7079$class_7080$class_7197
fq$a,net/minecraft/src/C_379161_$C_378874_,net/minecraft/commands/arguments/ResourceSelectorArgument$a,net/minecraft/commands/arguments/ResourceSelectorArgument$Info,net/minecraft/command/argument/RegistrySelectorArgumentType$Serializer,net/minecraft/class_10644$class_10645
fh,net/minecraft/src/C_3847_,net/minecraft/commands/arguments/ArgumentMathOperation,net/minecraft/commands/arguments/OperationArgument,net/minecraft/command/argument/OperationArgumentType,net/minecraft/class_2218
et,net/minecraft/src/C_3220_,net/minecraft/commands/arguments/ArgumentChatComponent,net/minecraft/commands/arguments/ComponentArgument,net/minecraft/command/argument/TextArgumentType,net/minecraft/class_2178
fq,net/minecraft/src/C_379161_,net/minecraft/commands/arguments/ResourceSelectorArgument,net/minecraft/commands/arguments/ResourceSelectorArgument,net/minecraft/command/argument/RegistrySelectorArgumentType,net/minecraft/class_10644
fn$d,net/minecraft/src/C_313558_$C_313373_,net/minecraft/commands/arguments/ResourceOrIdArgument$d,net/minecraft/commands/arguments/ResourceOrIdArgument$LootPredicateArgument,net/minecraft/command/argument/RegistryEntryArgumentType$LootConditionArgumentType,net/minecraft/class_9433$class_9435
fc$b,net/minecraft/src/C_3590_$C_3592_,net/minecraft/commands/arguments/ArgumentChat$b,net/minecraft/commands/arguments/MessageArgument$Part,net/minecraft/command/argument/MessageArgumentType$MessageSelector,net/minecraft/class_2196$class_2198
fo$c,net/minecraft/src/C_243640_$C_243443_,net/minecraft/commands/arguments/ResourceOrTagArgument$c,net/minecraft/commands/arguments/ResourceOrTagArgument$Result,net/minecraft/command/argument/RegistryEntryPredicateArgumentType$EntryPredicate,net/minecraft/class_7737$class_7741
er$a,net/minecraft/src/C_213322_$C_240842_,net/minecraft/commands/arguments/ArgumentSignatures$a,net/minecraft/commands/arguments/ArgumentSignatures$Entry,net/minecraft/network/message/ArgumentSignatureDataMap$Entry,net/minecraft/class_7450$class_7599
fd$c,net/minecraft/src/C_3685_$C_3688_,net/minecraft/commands/arguments/ArgumentNBTKey$c,net/minecraft/commands/arguments/NbtPathArgument$IndexedElementNode,net/minecraft/command/argument/NbtPathArgumentType$IndexedListElementNode,net/minecraft/class_2203$class_2206
fj$b,net/minecraft/src/C_3910_$C_3912_,net/minecraft/commands/arguments/ArgumentCriterionValue$b,net/minecraft/commands/arguments/RangeArgument$Ints,net/minecraft/command/argument/NumberRangeArgumentType$IntRangeArgumentType,net/minecraft/class_2224$class_2227
fp$d,net/minecraft/src/C_243418_$C_243546_,net/minecraft/commands/arguments/ResourceOrTagKeyArgument$d,net/minecraft/commands/arguments/ResourceOrTagKeyArgument$TagResult,net/minecraft/command/argument/RegistryPredicateArgumentType$TagBased,net/minecraft/class_7066$class_7070
ex,net/minecraft/src/C_3395_,net/minecraft/commands/arguments/ArgumentEntity,net/minecraft/commands/arguments/EntityArgument,net/minecraft/command/argument/EntityArgumentType,net/minecraft/class_2186
fv,net/minecraft/src/C_313542_,net/minecraft/commands/arguments/SlotsArgument,net/minecraft/commands/arguments/SlotsArgument,net/minecraft/command/argument/SlotRangeArgumentType,net/minecraft/class_9351
fn$a,net/minecraft/src/C_313558_$C_398555_,net/minecraft/commands/arguments/ResourceOrIdArgument$a,net/minecraft/commands/arguments/ResourceOrIdArgument$DialogArgument,net/minecraft/command/argument/RegistryEntryArgumentType$DialogArgumentType,net/minecraft/class_9433$class_11458
