混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
aal,net/minecraft/entity/monster/EntityWitch,net/minecraft/server/v1_11_R1/EntityWitch,,,
aam,net/minecraft/entity/monster/EntityWitherSkeleton,net/minecraft/server/v1_11_R1/EntitySkeletonWither,,,
aan$a,net/minecraft/entity/monster/EntityZombie$GroupData,net/minecraft/server/v1_11_R1/EntityZombie$GroupDataZombie,,,
aan,net/minecraft/entity/monster/EntityZombie,net/minecraft/server/v1_11_R1/EntityZombie,,,
aao,net/minecraft/entity/monster/EntityZombieVillager,net/minecraft/server/v1_11_R1/EntityZombieVillager,,,
aar,net/minecraft/entity/INpc,net/minecraft/server/v1_11_R1/NPC,,,
aas$1,net/minecraft/entity/passive/EntityVillager$1,net/minecraft/server/v1_11_R1/EntityVillager$1,,,
aas$a,net/minecraft/entity/passive/EntityVillager$EmeraldForItems,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionBuy,,,
aas$b,net/minecraft/entity/passive/EntityVillager$ListEnchantedBookForEmeralds,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionBook,,,
aas$c,net/minecraft/entity/passive/EntityVillager$ListEnchantedItemForEmeralds,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionEnchant,,,
aas$d,net/minecraft/entity/passive/EntityVillager$ItemAndEmeraldToItem,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionProcess,,,
aas$e,net/minecraft/entity/passive/EntityVillager$ListItemForEmeralds,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionSell,,,
aas$f,net/minecraft/entity/passive/EntityVillager$ITradeList,net/minecraft/server/v1_11_R1/EntityVillager$IMerchantRecipeOption,,,
aas$g,net/minecraft/entity/passive/EntityVillager$PriceInfo,net/minecraft/server/v1_11_R1/EntityVillager$MerchantOptionRandomRange,,,
aas$h,net/minecraft/entity/passive/EntityVillager$TreasureMapForEmeralds,net/minecraft/server/v1_11_R1/EntityVillager$h,,,
aas,net/minecraft/entity/passive/EntityVillager,net/minecraft/server/v1_11_R1/EntityVillager,,,
aav,net/minecraft/entity/player/PlayerCapabilities,net/minecraft/server/v1_11_R1/PlayerAbilities,,,
aaw$1,net/minecraft/entity/player/InventoryPlayer$1,net/minecraft/server/v1_11_R1/PlayerInventory$1,,,
aaw,net/minecraft/entity/player/InventoryPlayer,net/minecraft/server/v1_11_R1/PlayerInventory,,,
aax$1,net/minecraft/entity/player/EntityPlayer$1,net/minecraft/server/v1_11_R1/EntityHuman$1,,,
aax$a,net/minecraft/entity/player/EntityPlayer$SleepResult,net/minecraft/server/v1_11_R1/EntityHuman$EnumBedResult,,,
aax$b,net/minecraft/entity/player/EntityPlayer$EnumChatVisibility,net/minecraft/server/v1_11_R1/EntityHuman$EnumChatVisibility,,,
aax,net/minecraft/entity/player/EntityPlayer,net/minecraft/server/v1_11_R1/EntityHuman,,,
ab,net/minecraft/command/server/CommandEmote,net/minecraft/server/v1_11_R1/CommandMe,,,
aba$1,net/minecraft/entity/projectile/EntityArrow$1,net/minecraft/server/v1_11_R1/EntityArrow$1,,,
aba$a,net/minecraft/entity/projectile/EntityArrow$PickupStatus,net/minecraft/server/v1_11_R1/EntityArrow$PickupStatus,,,
aba,net/minecraft/entity/projectile/EntityArrow,net/minecraft/server/v1_11_R1/EntityArrow,,,
abb,net/minecraft/entity/projectile/EntityDragonFireball,net/minecraft/server/v1_11_R1/EntityDragonFireball,,,
abc,net/minecraft/entity/projectile/EntityEvokerFangs,net/minecraft/server/v1_11_R1/EntityEvokerFangs,,,
abd,net/minecraft/entity/item/EntityEnderEye,net/minecraft/server/v1_11_R1/EntityEnderSignal,,,
abe,net/minecraft/entity/projectile/EntityFireball,net/minecraft/server/v1_11_R1/EntityFireball,,,
abf,net/minecraft/entity/item/EntityFireworkRocket,net/minecraft/server/v1_11_R1/EntityFireworks,,,
abg,net/minecraft/entity/projectile/EntityLargeFireball,net/minecraft/server/v1_11_R1/EntityLargeFireball,,,
abh,net/minecraft/entity/projectile/EntityLlamaSpit,net/minecraft/server/v1_11_R1/EntityLlamaSpit,,,
abi,net/minecraft/entity/IProjectile,net/minecraft/server/v1_11_R1/IProjectile,,,
abj,net/minecraft/entity/projectile/ProjectileHelper,net/minecraft/server/v1_11_R1/ProjectileHelper,,,
abk,net/minecraft/entity/projectile/EntityShulkerBullet,net/minecraft/server/v1_11_R1/EntityShulkerBullet,,,
abl,net/minecraft/entity/projectile/EntitySmallFireball,net/minecraft/server/v1_11_R1/EntitySmallFireball,,,
abm,net/minecraft/entity/projectile/EntitySnowball,net/minecraft/server/v1_11_R1/EntitySnowball,,,
abn,net/minecraft/entity/projectile/EntitySpectralArrow,net/minecraft/server/v1_11_R1/EntitySpectralArrow,,,
abo,net/minecraft/entity/projectile/EntityThrowable,net/minecraft/server/v1_11_R1/EntityProjectile,,,
abp,net/minecraft/entity/projectile/EntityEgg,net/minecraft/server/v1_11_R1/EntityEgg,,,
abq,net/minecraft/entity/item/EntityEnderPearl,net/minecraft/server/v1_11_R1/EntityEnderPearl,,,
abr,net/minecraft/entity/item/EntityExpBottle,net/minecraft/server/v1_11_R1/EntityThrownExpBottle,,,
abs$1,net/minecraft/entity/projectile/EntityPotion$1,net/minecraft/server/v1_11_R1/EntityPotion$1,,,
abs,net/minecraft/entity/projectile/EntityPotion,net/minecraft/server/v1_11_R1/EntityPotion,,,
abt,net/minecraft/entity/projectile/EntityTippedArrow,net/minecraft/server/v1_11_R1/EntityTippedArrow,,,
abu,net/minecraft/entity/projectile/EntityWitherSkull,net/minecraft/server/v1_11_R1/EntityWitherSkull,,,
abw$a,net/minecraft/entity/item/EntityBoat$Status,net/minecraft/server/v1_11_R1/EntityBoat$EnumStatus,,,
abw$b,net/minecraft/entity/item/EntityBoat$Type,net/minecraft/server/v1_11_R1/EntityBoat$EnumBoatType,,,
abw,net/minecraft/entity/item/EntityBoat,net/minecraft/server/v1_11_R1/EntityBoat,,,
abx$a,net/minecraft/entity/item/EntityMinecart$Type,net/minecraft/server/v1_11_R1/EntityMinecartAbstract$EnumMinecartType,,,
abx,net/minecraft/entity/item/EntityMinecart,net/minecraft/server/v1_11_R1/EntityMinecartAbstract,,,
aby,net/minecraft/entity/item/EntityMinecartChest,net/minecraft/server/v1_11_R1/EntityMinecartChest,,,
abz$1,net/minecraft/entity/item/EntityMinecartCommandBlock$1,net/minecraft/server/v1_11_R1/EntityMinecartCommandBlock$1,,,
abz$2,net/minecraft/entity/item/EntityMinecartCommandBlock$2,net/minecraft/server/v1_11_R1/EntityMinecartCommandBlock$2,,,
abz,net/minecraft/entity/item/EntityMinecartCommandBlock,net/minecraft/server/v1_11_R1/EntityMinecartCommandBlock,,,
ac,net/minecraft/command/CommandEnchant,net/minecraft/server/v1_11_R1/CommandEnchant,,,
aca,net/minecraft/entity/item/EntityMinecartContainer,net/minecraft/server/v1_11_R1/EntityMinecartContainer,,,
acb,net/minecraft/entity/item/EntityMinecartFurnace,net/minecraft/server/v1_11_R1/EntityMinecartFurnace,,,
acc,net/minecraft/entity/item/EntityMinecartHopper,net/minecraft/server/v1_11_R1/EntityMinecartHopper,,,
acd,net/minecraft/entity/item/EntityMinecartEmpty,net/minecraft/server/v1_11_R1/EntityMinecartRideable,,,
ace$1,net/minecraft/entity/item/EntityMinecartMobSpawner$1,net/minecraft/server/v1_11_R1/EntityMinecartMobSpawner$1,,,
ace$2,net/minecraft/entity/item/EntityMinecartMobSpawner$2,net/minecraft/server/v1_11_R1/EntityMinecartMobSpawner$2,,,
ace,net/minecraft/entity/item/EntityMinecartMobSpawner,net/minecraft/server/v1_11_R1/EntityMinecartMobSpawner,,,
acf,net/minecraft/entity/item/EntityMinecartTNT,net/minecraft/server/v1_11_R1/EntityMinecartTNT,,,
aci,net/minecraft/util/FoodStats,net/minecraft/server/v1_11_R1/FoodMetaData,,,
ack,net/minecraft/inventory/Container,net/minecraft/server/v1_11_R1/Container,,,
acl$1,net/minecraft/inventory/ContainerRepair$1,net/minecraft/server/v1_11_R1/ContainerAnvil$1,,,
acl$2,net/minecraft/inventory/ContainerRepair$2,net/minecraft/server/v1_11_R1/ContainerAnvil$2,,,
acl,net/minecraft/inventory/ContainerRepair,net/minecraft/server/v1_11_R1/ContainerAnvil,,,
acm$a,net/minecraft/inventory/ContainerBeacon$BeaconSlot,net/minecraft/server/v1_11_R1/ContainerBeacon$SlotBeacon,,,
acm,net/minecraft/inventory/ContainerBeacon,net/minecraft/server/v1_11_R1/ContainerBeacon,,,
acn$a,net/minecraft/inventory/ContainerBrewingStand$Fuel,net/minecraft/server/v1_11_R1/ContainerBrewingStand$a,,,
acn$b,net/minecraft/inventory/ContainerBrewingStand$Ingredient,net/minecraft/server/v1_11_R1/ContainerBrewingStand$SlotBrewing,,,
acn$c,net/minecraft/inventory/ContainerBrewingStand$Potion,net/minecraft/server/v1_11_R1/ContainerBrewingStand$SlotPotionBottle,,,
acn,net/minecraft/inventory/ContainerBrewingStand,net/minecraft/server/v1_11_R1/ContainerBrewingStand,,,
aco,net/minecraft/inventory/ContainerChest,net/minecraft/server/v1_11_R1/ContainerChest,,,
acp,net/minecraft/inventory/ClickType,net/minecraft/server/v1_11_R1/InventoryClickType,,,
acq,net/minecraft/inventory/IContainerListener,net/minecraft/server/v1_11_R1/ICrafting,,,
acr,net/minecraft/inventory/InventoryCrafting,net/minecraft/server/v1_11_R1/InventoryCrafting,,,
acs,net/minecraft/inventory/ContainerWorkbench,net/minecraft/server/v1_11_R1/ContainerWorkbench,,,
act,net/minecraft/inventory/ContainerDispenser,net/minecraft/server/v1_11_R1/ContainerDispenser,,,
acu$1,net/minecraft/inventory/ContainerEnchantment$1,net/minecraft/server/v1_11_R1/ContainerEnchantTable$1,,,
acu$2,net/minecraft/inventory/ContainerEnchantment$2,net/minecraft/server/v1_11_R1/ContainerEnchantTable$2,,,
acu$3,net/minecraft/inventory/ContainerEnchantment$3,net/minecraft/server/v1_11_R1/ContainerEnchantTable$3,,,
acu,net/minecraft/inventory/ContainerEnchantment,net/minecraft/server/v1_11_R1/ContainerEnchantTable,,,
acv,net/minecraft/inventory/SlotFurnaceFuel,net/minecraft/server/v1_11_R1/SlotFurnaceFuel,,,
acw,net/minecraft/inventory/ContainerFurnace,net/minecraft/server/v1_11_R1/ContainerFurnace,,,
acx,net/minecraft/inventory/SlotFurnaceOutput,net/minecraft/server/v1_11_R1/SlotFurnaceResult,,,
acy,net/minecraft/inventory/ContainerHopper,net/minecraft/server/v1_11_R1/ContainerHopper,,,
acz,net/minecraft/inventory/ContainerHorseChest,net/minecraft/server/v1_11_R1/InventoryHorseChest,,,
ad,net/minecraft/command/CommandEntityData,net/minecraft/server/v1_11_R1/CommandEntityData,,,
ada$1,net/minecraft/inventory/ContainerHorseInventory$1,net/minecraft/server/v1_11_R1/ContainerHorse$1,,,
ada$2,net/minecraft/inventory/ContainerHorseInventory$2,net/minecraft/server/v1_11_R1/ContainerHorse$2,,,
ada,net/minecraft/inventory/ContainerHorseInventory,net/minecraft/server/v1_11_R1/ContainerHorse,,,
adb$1,net/minecraft/inventory/ContainerPlayer$1,net/minecraft/server/v1_11_R1/ContainerPlayer$1,,,
adb$2,net/minecraft/inventory/ContainerPlayer$2,net/minecraft/server/v1_11_R1/ContainerPlayer$2,,,
adb,net/minecraft/inventory/ContainerPlayer,net/minecraft/server/v1_11_R1/ContainerPlayer,,,
adc,net/minecraft/inventory/InventoryMerchant,net/minecraft/server/v1_11_R1/InventoryMerchant,,,
add,net/minecraft/inventory/ContainerMerchant,net/minecraft/server/v1_11_R1/ContainerMerchant,,,
ade,net/minecraft/inventory/SlotMerchantResult,net/minecraft/server/v1_11_R1/SlotMerchantResult,,,
adf,net/minecraft/inventory/InventoryEnderChest,net/minecraft/server/v1_11_R1/InventoryEnderChest,,,
adg,net/minecraft/inventory/InventoryCraftResult,net/minecraft/server/v1_11_R1/InventoryCraftResult,,,
adh,net/minecraft/inventory/SlotCrafting,net/minecraft/server/v1_11_R1/SlotResult,,,
adi,net/minecraft/inventory/ContainerShulkerBox,net/minecraft/server/v1_11_R1/ContainerShulkerBox,,,
adj,net/minecraft/inventory/SlotShulkerBox,net/minecraft/server/v1_11_R1/SlotShulkerBox,,,
adk,net/minecraft/inventory/Slot,net/minecraft/server/v1_11_R1/Slot,,,
adm,net/minecraft/item/ItemAir,net/minecraft/server/v1_11_R1/ItemAir,,,
adn,net/minecraft/item/ItemAnvilBlock,net/minecraft/server/v1_11_R1/ItemAnvil,,,
ado$1,net/minecraft/item/ItemArmor$1,net/minecraft/server/v1_11_R1/ItemArmor$1,,,
ado$a,net/minecraft/item/ItemArmor$ArmorMaterial,net/minecraft/server/v1_11_R1/ItemArmor$EnumArmorMaterial,,,
ado,net/minecraft/item/ItemArmor,net/minecraft/server/v1_11_R1/ItemArmor,,,
adp,net/minecraft/item/ItemArmorStand,net/minecraft/server/v1_11_R1/ItemArmorStand,,,
adq,net/minecraft/item/ItemArrow,net/minecraft/server/v1_11_R1/ItemArrow,,,
adr,net/minecraft/item/ItemAxe,net/minecraft/server/v1_11_R1/ItemAxe,,,
ads,net/minecraft/item/ItemBanner,net/minecraft/server/v1_11_R1/ItemBanner,,,
adt,net/minecraft/item/ItemBed,net/minecraft/server/v1_11_R1/ItemBed,,,
adu,net/minecraft/item/ItemBlock,net/minecraft/server/v1_11_R1/ItemBlock,,,
adv,net/minecraft/item/ItemBlockSpecial,net/minecraft/server/v1_11_R1/ItemReed,,,
adw,net/minecraft/item/ItemBoat,net/minecraft/server/v1_11_R1/ItemBoat,,,
adx,net/minecraft/item/ItemBook,net/minecraft/server/v1_11_R1/ItemBook,,,
ady$1,net/minecraft/item/ItemGlassBottle$1,net/minecraft/server/v1_11_R1/ItemGlassBottle$1,,,
ady,net/minecraft/item/ItemGlassBottle,net/minecraft/server/v1_11_R1/ItemGlassBottle,,,
adz$1,net/minecraft/item/ItemBow$1,net/minecraft/server/v1_11_R1/ItemBow$1,,,
adz$2,net/minecraft/item/ItemBow$2,net/minecraft/server/v1_11_R1/ItemBow$2,,,
adz,net/minecraft/item/ItemBow,net/minecraft/server/v1_11_R1/ItemBow,,,
ae$1,net/minecraft/command/CommandExecuteAt$1,net/minecraft/server/v1_11_R1/CommandExecute$1,,,
ae,net/minecraft/command/CommandExecuteAt,net/minecraft/server/v1_11_R1/CommandExecute,,,
aea,net/minecraft/item/ItemSoup,net/minecraft/server/v1_11_R1/ItemSoup,,,
aeb,net/minecraft/item/ItemBucket,net/minecraft/server/v1_11_R1/ItemBucket,,,
aec,net/minecraft/item/ItemCarrotOnAStick,net/minecraft/server/v1_11_R1/ItemCarrotStick,,,
aed,net/minecraft/item/ItemChorusFruit,net/minecraft/server/v1_11_R1/ItemChorusFruit,,,
aee$1,net/minecraft/item/ItemClock$1,net/minecraft/server/v1_11_R1/ItemClock$1,,,
aee,net/minecraft/item/ItemClock,net/minecraft/server/v1_11_R1/ItemClock,,,
aef,net/minecraft/item/ItemCoal,net/minecraft/server/v1_11_R1/ItemCoal,,,
aeg$1,net/minecraft/item/ItemCompass$1,net/minecraft/server/v1_11_R1/ItemCompass$1,,,
aeg,net/minecraft/item/ItemCompass,net/minecraft/server/v1_11_R1/ItemCompass,,,
aeh,net/minecraft/item/ItemMapBase,net/minecraft/server/v1_11_R1/ItemWorldMapBase,,,
aei$1,net/minecraft/creativetab/CreativeTabs$1,net/minecraft/server/v1_11_R1/CreativeModeTab$1,,,
aei$10,net/minecraft/creativetab/CreativeTabs$7,net/minecraft/server/v1_11_R1/CreativeModeTab$10,,,
aei$11,net/minecraft/creativetab/CreativeTabs$8,net/minecraft/server/v1_11_R1/CreativeModeTab$11,,,
aei$12,net/minecraft/creativetab/CreativeTabs$9,net/minecraft/server/v1_11_R1/CreativeModeTab$12,,,
aei$2,net/minecraft/creativetab/CreativeTabs$10,net/minecraft/server/v1_11_R1/CreativeModeTab$2,,,
aei$3,net/minecraft/creativetab/CreativeTabs$11,net/minecraft/server/v1_11_R1/CreativeModeTab$3,,,
aei$4,net/minecraft/creativetab/CreativeTabs$12,net/minecraft/server/v1_11_R1/CreativeModeTab$4,,,
aei$5,net/minecraft/creativetab/CreativeTabs$2,net/minecraft/server/v1_11_R1/CreativeModeTab$5,,,
aei$6,net/minecraft/creativetab/CreativeTabs$3,net/minecraft/server/v1_11_R1/CreativeModeTab$6,,,
aei$7,net/minecraft/creativetab/CreativeTabs$4,net/minecraft/server/v1_11_R1/CreativeModeTab$7,,,
aei$8,net/minecraft/creativetab/CreativeTabs$5,net/minecraft/server/v1_11_R1/CreativeModeTab$8,,,
aei$9,net/minecraft/creativetab/CreativeTabs$6,net/minecraft/server/v1_11_R1/CreativeModeTab$9,,,
aei,net/minecraft/creativetab/CreativeTabs,net/minecraft/server/v1_11_R1/CreativeModeTab,,,
aej,net/minecraft/item/ItemTool,net/minecraft/server/v1_11_R1/ItemTool,,,
aek,net/minecraft/item/ItemDoor,net/minecraft/server/v1_11_R1/ItemDoor,,,
ael,net/minecraft/item/EnumDyeColor,net/minecraft/server/v1_11_R1/EnumColor,,,
aem,net/minecraft/item/ItemDye,net/minecraft/server/v1_11_R1/ItemDye,,,
aen,net/minecraft/item/ItemCloth,net/minecraft/server/v1_11_R1/ItemCloth,,,
aeo,net/minecraft/item/ItemEgg,net/minecraft/server/v1_11_R1/ItemEgg,,,
aep$1,net/minecraft/item/ItemElytra$1,net/minecraft/server/v1_11_R1/ItemElytra$1,,,
aep,net/minecraft/item/ItemElytra,net/minecraft/server/v1_11_R1/ItemElytra,,,
aeq,net/minecraft/item/ItemEmptyMap,net/minecraft/server/v1_11_R1/ItemMapEmpty,,,
aer,net/minecraft/item/ItemEnchantedBook,net/minecraft/server/v1_11_R1/ItemEnchantedBook,,,
aes,net/minecraft/item/ItemEndCrystal,net/minecraft/server/v1_11_R1/ItemEndCrystal,,,
aet,net/minecraft/item/ItemEnderEye,net/minecraft/server/v1_11_R1/ItemEnderEye,,,
aeu,net/minecraft/item/ItemEnderPearl,net/minecraft/server/v1_11_R1/ItemEnderPearl,,,
aev,net/minecraft/item/ItemExpBottle,net/minecraft/server/v1_11_R1/ItemExpBottle,,,
aew,net/minecraft/item/ItemFireball,net/minecraft/server/v1_11_R1/ItemFireball,,,
aex,net/minecraft/item/ItemFireworkCharge,net/minecraft/server/v1_11_R1/ItemFireworksCharge,,,
aey,net/minecraft/item/ItemFirework,net/minecraft/server/v1_11_R1/ItemFireworks,,,
aez$a,net/minecraft/item/ItemFishFood$FishType,net/minecraft/server/v1_11_R1/ItemFish$EnumFish,,,
aez,net/minecraft/item/ItemFishFood,net/minecraft/server/v1_11_R1/ItemFish,,,
af,net/minecraft/command/CommandXP,net/minecraft/server/v1_11_R1/CommandXp,,,
afa$1,net/minecraft/item/ItemFishingRod$1,net/minecraft/server/v1_11_R1/ItemFishingRod$1,,,
afa,net/minecraft/item/ItemFishingRod,net/minecraft/server/v1_11_R1/ItemFishingRod,,,
afb,net/minecraft/item/ItemFlintAndSteel,net/minecraft/server/v1_11_R1/ItemFlintAndSteel,,,
afc,net/minecraft/item/ItemFood,net/minecraft/server/v1_11_R1/ItemFood,,,
afd,net/minecraft/item/ItemAppleGold,net/minecraft/server/v1_11_R1/ItemGoldenApple,,,
afe,net/minecraft/item/ItemHangingEntity,net/minecraft/server/v1_11_R1/ItemHanging,,,
aff,net/minecraft/item/ItemHoe,net/minecraft/server/v1_11_R1/ItemHoe,,,
afg$1,net/minecraft/item/Item$1,net/minecraft/server/v1_11_R1/Item$1,,,
afg$10,net/minecraft/item/Item$18,net/minecraft/server/v1_11_R1/Item$10,,,
afg$11,net/minecraft/item/Item$19,net/minecraft/server/v1_11_R1/Item$11,,,
afg$12,net/minecraft/item/Item$2,net/minecraft/server/v1_11_R1/Item$12,,,
afg$13,net/minecraft/item/Item$20,net/minecraft/server/v1_11_R1/Item$13,,,
afg$14,net/minecraft/item/Item$21,net/minecraft/server/v1_11_R1/Item$14,,,
afg$15,net/minecraft/item/Item$3,net/minecraft/server/v1_11_R1/Item$15,,,
afg$16,net/minecraft/item/Item$4,net/minecraft/server/v1_11_R1/Item$16,,,
afg$17,net/minecraft/item/Item$5,net/minecraft/server/v1_11_R1/Item$17,,,
afg$18,net/minecraft/item/Item$6,net/minecraft/server/v1_11_R1/Item$18,,,
afg$19,net/minecraft/item/Item$7,net/minecraft/server/v1_11_R1/Item$19,,,
afg$2,net/minecraft/item/Item$10,net/minecraft/server/v1_11_R1/Item$2,,,
afg$20,net/minecraft/item/Item$8,net/minecraft/server/v1_11_R1/Item$20,,,
afg$21,net/minecraft/item/Item$9,net/minecraft/server/v1_11_R1/Item$21,,,
afg$3,net/minecraft/item/Item$11,net/minecraft/server/v1_11_R1/Item$3,,,
afg$4,net/minecraft/item/Item$12,net/minecraft/server/v1_11_R1/Item$4,,,
afg$5,net/minecraft/item/Item$13,net/minecraft/server/v1_11_R1/Item$5,,,
afg$6,net/minecraft/item/Item$14,net/minecraft/server/v1_11_R1/Item$6,,,
afg$7,net/minecraft/item/Item$15,net/minecraft/server/v1_11_R1/Item$7,,,
afg$8,net/minecraft/item/Item$16,net/minecraft/server/v1_11_R1/Item$8,,,
afg$9,net/minecraft/item/Item$17,net/minecraft/server/v1_11_R1/Item$9,,,
afg$a,net/minecraft/item/Item$ToolMaterial,net/minecraft/server/v1_11_R1/Item$EnumToolMaterial,,,
afg,net/minecraft/item/Item,net/minecraft/server/v1_11_R1/Item,,,
afh$a,net/minecraft/util/CooldownTracker$Cooldown,net/minecraft/server/v1_11_R1/ItemCooldown$Info,,,
afh,net/minecraft/util/CooldownTracker,net/minecraft/server/v1_11_R1/ItemCooldown,,,
afi,net/minecraft/item/ItemStack,net/minecraft/server/v1_11_R1/ItemStack,,,
afj,net/minecraft/item/IItemPropertyGetter,net/minecraft/server/v1_11_R1/IDynamicTexture,,,
afk,net/minecraft/init/Items,net/minecraft/server/v1_11_R1/Items,,,
afl,net/minecraft/item/ItemLead,net/minecraft/server/v1_11_R1/ItemLeash,,,
afm,net/minecraft/item/ItemLeaves,net/minecraft/server/v1_11_R1/ItemLeaves,,,
afn,net/minecraft/item/ItemLingeringPotion,net/minecraft/server/v1_11_R1/ItemLingeringPotion,,,
afo,net/minecraft/item/ItemMap,net/minecraft/server/v1_11_R1/ItemWorldMap,,,
afp,net/minecraft/item/ItemBucketMilk,net/minecraft/server/v1_11_R1/ItemMilkBucket,,,
afq$1,net/minecraft/item/ItemMinecart$1,net/minecraft/server/v1_11_R1/ItemMinecart$1,,,
afq,net/minecraft/item/ItemMinecart,net/minecraft/server/v1_11_R1/ItemMinecart,,,
afr$1,net/minecraft/item/ItemMultiTexture$1,net/minecraft/server/v1_11_R1/ItemMultiTexture$1,,,
afr$a,net/minecraft/item/ItemMultiTexture$Mapper,net/minecraft/server/v1_11_R1/ItemMultiTexture$a,,,
