混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
aaz$b$a,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$Direction$Axis,net/minecraft/server/v1_14_R1/ChunkConverterPalette$Direction$Axis,,,net/minecraft/class_3582$class_3584$class_3585
aaz$b$b,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$Direction$Offset,net/minecraft/server/v1_14_R1/ChunkConverterPalette$Direction$AxisDirection,,,net/minecraft/class_3582$class_3584$class_3586
aaz$b,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$Direction,net/minecraft/server/v1_14_R1/ChunkConverterPalette$Direction,,,net/minecraft/class_3582$class_3584
aaz$c,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$Section,net/minecraft/server/v1_14_R1/ChunkConverterPalette$c,,,net/minecraft/class_3582$class_3587
aaz$d,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$UpgradeChunk,net/minecraft/server/v1_14_R1/ChunkConverterPalette$d,,,net/minecraft/class_3582$class_3588
aaz,net/minecraft/util/datafix/fixes/ChunkPaletteFormat,net/minecraft/server/v1_14_R1/ChunkConverterPalette,,,net/minecraft/class_3582
ab,net/minecraft/advancements/IRequirementsStrategy,net/minecraft/server/v1_14_R1/AdvancementRequirements,,,net/minecraft/class_193
aba,net/minecraft/util/datafix/fixes/ChunkStatusFix,net/minecraft/server/v1_14_R1/DataConverterChunkStatus,,,net/minecraft/class_3589
abb,net/minecraft/util/datafix/fixes/ChunkStatusFix2,net/minecraft/server/v1_14_R1/DataConverterChunkStatus2,,,net/minecraft/class_3788
abc,net/minecraft/util/datafix/fixes/ChunkStructuresTemplateRenameFix,net/minecraft/server/v1_14_R1/DataConverterChunkStructuresTemplateRename,,,net/minecraft/class_3590
abd,net/minecraft/util/datafix/fixes/ChunkGenStatus,net/minecraft/server/v1_14_R1/DataConverterProtoChunk,,,net/minecraft/class_3591
abe,net/minecraft/util/datafix/fixes/ColorlessShulkerEntityFix,net/minecraft/server/v1_14_R1/DataConverterColorlessShulkerEntity,,,net/minecraft/class_3592
abf,net/minecraft/util/datafix/fixes/DyeRenameMap,net/minecraft/server/v1_14_R1/DataConverterDye,,,net/minecraft/class_3593
abg,net/minecraft/util/datafix/fixes/ArmorStandSilent,net/minecraft/server/v1_14_R1/DataConverterArmorStand,,,net/minecraft/class_3594
abh,net/minecraft/util/datafix/fixes/BlockStateFlatternEntities,net/minecraft/server/v1_14_R1/DataConverterEntityBlockState,,,net/minecraft/class_3595
abi,net/minecraft/util/datafix/fixes/EntityCatSplitFix,net/minecraft/server/v1_14_R1/DataConverterEntityCatSplit,,,net/minecraft/class_3725
abj,net/minecraft/util/datafix/fixes/EntityCodSalmonFix,net/minecraft/server/v1_14_R1/DataConverterEntityCodSalmon,,,net/minecraft/class_3596
abk,net/minecraft/util/datafix/fixes/CustomNameStringToComponentEntity,net/minecraft/server/v1_14_R1/DataConverterCustomNameEntity,,,net/minecraft/class_3597
abl,net/minecraft/util/datafix/fixes/ElderGuardianSplit,net/minecraft/server/v1_14_R1/DataConverterGuardian,,,net/minecraft/class_3598
abm,net/minecraft/util/datafix/fixes/EntityArmorAndHeld,net/minecraft/server/v1_14_R1/DataConverterEquipment,,,net/minecraft/class_3599
abn,net/minecraft/util/datafix/fixes/EntityHealth,net/minecraft/server/v1_14_R1/DataConverterHealth,,,net/minecraft/class_3600
abo,net/minecraft/util/datafix/fixes/HorseSaddle,net/minecraft/server/v1_14_R1/DataConverterSaddle,,,net/minecraft/class_3601
abp,net/minecraft/util/datafix/fixes/HorseSplit,net/minecraft/server/v1_14_R1/DataConverterHorse,,,net/minecraft/class_3602
abq,net/minecraft/util/datafix/fixes/EntityId,net/minecraft/server/v1_14_R1/DataConverterEntity,,,net/minecraft/class_3603
abr,net/minecraft/util/datafix/fixes/EntityItemFrameFacing,net/minecraft/server/v1_14_R1/DataConverterItemFrame,,,net/minecraft/class_3604
abs,net/minecraft/util/datafix/fixes/MinecartEntityTypes,net/minecraft/server/v1_14_R1/DataConverterMinecart,,,net/minecraft/class_3605
abt,net/minecraft/util/datafix/fixes/PaintingDirection,net/minecraft/server/v1_14_R1/DataConverterHanging,,,net/minecraft/class_3606
abu,net/minecraft/util/datafix/fixes/PaintingMotive,net/minecraft/server/v1_14_R1/DataConverterPainting,,,net/minecraft/class_3607
abv,net/minecraft/util/datafix/fixes/PufferfishRename,net/minecraft/server/v1_14_R1/DataConverterEntityPufferfish,,,net/minecraft/class_3608
abw,net/minecraft/util/datafix/fixes/EntityRavagerRenameFix,net/minecraft/server/v1_14_R1/DataConverterEntityRavagerRename,,,net/minecraft/class_3983
abx,net/minecraft/util/datafix/fixes/RedundantChanceTags,net/minecraft/server/v1_14_R1/DataConverterDropChances,,,net/minecraft/class_1165
aby,net/minecraft/util/datafix/fixes/EntityRename,net/minecraft/server/v1_14_R1/DataConverterEntityName,,,net/minecraft/class_1167
abz,net/minecraft/util/datafix/fixes/RidingToPassengers,net/minecraft/server/v1_14_R1/DataConverterRiding,,,net/minecraft/class_1166
ac,net/minecraft/advancements/AdvancementTreeNode,net/minecraft/server/v1_14_R1/AdvancementTree,,,net/minecraft/class_194
aca,net/minecraft/util/datafix/fixes/ShulkerBoxEntityColor,net/minecraft/server/v1_14_R1/DataConverterShulker,,,net/minecraft/class_1169
acb,net/minecraft/util/datafix/fixes/SkeletonSplit,net/minecraft/server/v1_14_R1/DataConverterSkeleton,,,net/minecraft/class_1168
acc,net/minecraft/util/datafix/fixes/StringToUUID,net/minecraft/server/v1_14_R1/DataConverterUUID,,,net/minecraft/class_1171
acd,net/minecraft/util/datafix/fixes/EntityRenameing1510,net/minecraft/server/v1_14_R1/DataConverterEntityRename,,,net/minecraft/class_1170
ace,net/minecraft/util/datafix/fixes/TippedArrow,net/minecraft/server/v1_14_R1/DataConverterEntityTippedArrow,,,net/minecraft/class_1173
acf,net/minecraft/util/datafix/fixes/WolfCollarColor,net/minecraft/server/v1_14_R1/DataConverterWolf,,,net/minecraft/class_1172
acg,net/minecraft/util/datafix/fixes/ZombieSplit,net/minecraft/server/v1_14_R1/DataConverterZombieType,,,net/minecraft/class_1175
ach,net/minecraft/util/datafix/fixes/ZombieProfToType,net/minecraft/server/v1_14_R1/DataConverterZombie,,,net/minecraft/class_1174
acj,net/minecraft/util/datafix/fixes/HeightmapRenamingFix,net/minecraft/server/v1_14_R1/DataConverterHeightmapRenaming,,,net/minecraft/class_1177
ack,net/minecraft/util/datafix/fixes/IglooMetadataRemoval,net/minecraft/server/v1_14_R1/DataConverterIglooMetadataRemoval,,,net/minecraft/class_1176
acl,net/minecraft/util/datafix/fixes/BannerItemColor,net/minecraft/server/v1_14_R1/DataConverterBanner,,,net/minecraft/class_1179
acm,net/minecraft/util/datafix/fixes/CustomNameStringToComponentItem,net/minecraft/server/v1_14_R1/DataConverterCustomNameItem,,,net/minecraft/class_1178
acn,net/minecraft/util/datafix/fixes/ItemIntIDToString,net/minecraft/server/v1_14_R1/DataConverterMaterialId,,,net/minecraft/class_1181
aco,net/minecraft/util/datafix/fixes/ItemLoreComponentizeFix,net/minecraft/server/v1_14_R1/DataConverterItemLoreComponentize,,,net/minecraft/class_1180
acp,net/minecraft/util/datafix/fixes/PotionItems,net/minecraft/server/v1_14_R1/DataConverterPotionId,,,net/minecraft/class_1183
acq$1,net/minecraft/util/datafix/fixes/ItemRename$1,net/minecraft/server/v1_14_R1/DataConverterItemName$1,,,net/minecraft/class_1182$1
acq,net/minecraft/util/datafix/fixes/ItemRename,net/minecraft/server/v1_14_R1/DataConverterItemName,,,net/minecraft/class_1182
acr,net/minecraft/util/datafix/fixes/ShulkerBoxItemColor,net/minecraft/server/v1_14_R1/DataConverterShulkerBoxItem,,,net/minecraft/class_1185
acs,net/minecraft/util/datafix/fixes/SpawnEggNames,net/minecraft/server/v1_14_R1/DataConverterSpawnEgg,,,net/minecraft/class_1184
act,net/minecraft/util/datafix/fixes/ItemStackEnchantmentFix,net/minecraft/server/v1_14_R1/DataConverterItemStackEnchantment,,,net/minecraft/class_1187
acu,net/minecraft/util/datafix/fixes/ItemFilledMapMetadata,net/minecraft/server/v1_14_R1/DataConverterMap,,,net/minecraft/class_1186
acv,net/minecraft/util/datafix/fixes/ItemSpawnEggSplit,net/minecraft/server/v1_14_R1/DataConverterFlattenSpawnEgg,,,net/minecraft/class_1189
acw,net/minecraft/util/datafix/fixes/ItemStackDataFlattening,net/minecraft/server/v1_14_R1/DataConverterFlatten,,,net/minecraft/class_1188
acx,net/minecraft/util/datafix/fixes/PotionWater,net/minecraft/server/v1_14_R1/DataConverterPotionWater,,,net/minecraft/class_1190
acy,net/minecraft/util/datafix/fixes/BookPagesStrictJSON,net/minecraft/server/v1_14_R1/DataConverterBook,,,net/minecraft/class_1194
acz$a,net/minecraft/util/datafix/fixes/LeavesFix$LeavesSection,net/minecraft/server/v1_14_R1/DataConverterLeaves$a,,,net/minecraft/class_1191$class_1192
acz$b,net/minecraft/util/datafix/fixes/LeavesFix$Section,net/minecraft/server/v1_14_R1/DataConverterLeaves$b,,,net/minecraft/class_1191$class_1193
acz,net/minecraft/util/datafix/fixes/LeavesFix,net/minecraft/server/v1_14_R1/DataConverterLeaves,,,net/minecraft/class_1191
ad,net/minecraft/advancements/criterion/CriterionInstance,net/minecraft/server/v1_14_R1/CriterionInstanceAbstract,,,net/minecraft/class_195
ada,net/minecraft/util/datafix/fixes/LevelDataGeneratorOptionsFix,net/minecraft/server/v1_14_R1/DataConverterLevelDataGeneratorOptions,,,net/minecraft/class_1196
adb,net/minecraft/util/datafix/fixes/BlockStateFlattenGenOptions,net/minecraft/server/v1_14_R1/DataConverterWorldGenSettings,,,net/minecraft/class_1195
adc,net/minecraft/util/datafix/fixes/MapIdFix,net/minecraft/server/v1_14_R1/DataConverterMapId,,,net/minecraft/class_3970
add,net/minecraft/util/datafix/fixes/SpawnerEntityTypes,net/minecraft/server/v1_14_R1/DataConverterMobSpawner,,,net/minecraft/class_1198
ade,net/minecraft/util/datafix/fixes/NamedEntityFix,net/minecraft/server/v1_14_R1/DataConverterNamedEntity,,,net/minecraft/class_1197
adf,net/minecraft/util/datafix/fixes/NewVillageFix,net/minecraft/server/v1_14_R1/DataConverterNewVillage,,,net/minecraft/class_3904
adg,net/minecraft/util/datafix/fixes/ObjectiveDisplayName,net/minecraft/server/v1_14_R1/DataConverterObjectiveDisplayName,,,net/minecraft/class_1200
adh,net/minecraft/util/datafix/fixes/ObjectiveRenderType,net/minecraft/server/v1_14_R1/DataConverterObjectiveRenderType,,,net/minecraft/class_1199
adi,net/minecraft/util/datafix/fixes/OptionsAddTextBackgroundFix,net/minecraft/server/v1_14_R1/DataConverterOptionsAddTextBackground,,,net/minecraft/class_4092
adj,net/minecraft/util/datafix/fixes/ForceVBOOn,net/minecraft/server/v1_14_R1/DataConverterVBO,,,net/minecraft/class_1202
adk,net/minecraft/util/datafix/fixes/LWJGL3KeyOptions,net/minecraft/server/v1_14_R1/DataConverterKeybind,,,net/minecraft/class_1201
adl,net/minecraft/util/datafix/fixes/KeyOptionsTranslation,net/minecraft/server/v1_14_R1/DataConverterKeybind2,,,net/minecraft/class_1204
adm,net/minecraft/util/datafix/fixes/OptionsLowerCaseLanguage,net/minecraft/server/v1_14_R1/DataConverterLang,,,net/minecraft/class_1203
adn,net/minecraft/util/datafix/fixes/RenamedRecipes,net/minecraft/server/v1_14_R1/DataConverterRecipes,,,net/minecraft/class_1206
ado,net/minecraft/util/datafix/fixes/RecipesRenaming,net/minecraft/server/v1_14_R1/DataConverterRecipeRename,,,net/minecraft/class_1205
adp,net/minecraft/util/datafix/TypeReferences,net/minecraft/server/v1_14_R1/DataConverterTypes,,,net/minecraft/class_1208
adq,net/minecraft/util/datafix/fixes/CoralFansRenameList,net/minecraft/server/v1_14_R1/DataConverterCoralFan,,,net/minecraft/class_1207
adr,net/minecraft/util/datafix/fixes/RenamedCoral,net/minecraft/server/v1_14_R1/DataConverterCoral,,,net/minecraft/class_1210
ads,net/minecraft/util/datafix/fixes/PointOfInterestReorganizationFix,net/minecraft/server/v1_14_R1/DataConverterPOI,,,net/minecraft/class_4285
adt,net/minecraft/util/datafix/fixes/BlockStateFlattenVillageCrops,net/minecraft/server/v1_14_R1/DataConverterVillage,,,net/minecraft/class_1209
adu,net/minecraft/util/datafix/fixes/EntityRenameHelper,net/minecraft/server/v1_14_R1/DataConverterEntityNameAbstract,,,net/minecraft/class_1212
adv,net/minecraft/util/datafix/fixes/TypedEntityRenameHelper,net/minecraft/server/v1_14_R1/DataConverterEntityRenameAbstract,,,net/minecraft/class_1211
adw,net/minecraft/util/datafix/fixes/StatsRenaming,net/minecraft/server/v1_14_R1/DataConverterStatistic,,,net/minecraft/class_1214
adx,net/minecraft/util/datafix/fixes/SwimStatsRename,net/minecraft/server/v1_14_R1/DataConverterSwimStats,,,net/minecraft/class_1213
ady,net/minecraft/util/datafix/fixes/TeamDisplayName,net/minecraft/server/v1_14_R1/DataConverterTeamDisplayName,,,net/minecraft/class_1217
adz$a,net/minecraft/util/datafix/fixes/TrappedChestTileEntitySplit$Section,net/minecraft/server/v1_14_R1/DataConverterTrappedChest$a,,,net/minecraft/class_1215$class_1216
adz,net/minecraft/util/datafix/fixes/TrappedChestTileEntitySplit,net/minecraft/server/v1_14_R1/DataConverterTrappedChest,,,net/minecraft/class_1215
ae$a,net/minecraft/advancements/criterion/BredAnimalsTrigger$Listeners,net/minecraft/server/v1_14_R1/CriterionTriggerBredAnimals$a,,,net/minecraft/class_196$class_197
ae$b,net/minecraft/advancements/criterion/BredAnimalsTrigger$Instance,net/minecraft/server/v1_14_R1/CriterionTriggerBredAnimals$b,,,net/minecraft/class_196$class_198
ae,net/minecraft/advancements/criterion/BredAnimalsTrigger,net/minecraft/server/v1_14_R1/CriterionTriggerBredAnimals,,,net/minecraft/class_196
aea,net/minecraft/util/datafix/fixes/VillagerProfessionFix,net/minecraft/server/v1_14_R1/DataConverterVillagerProfession,,,net/minecraft/class_3845
aeb,net/minecraft/util/datafix/fixes/VillagerTrades,net/minecraft/server/v1_14_R1/DataConverterVillagerTrade,,,net/minecraft/class_1219
aec,net/minecraft/util/datafix/WriteAndReadDataFix,net/minecraft/server/v1_14_R1/DataConverterShoulderEntity,,,net/minecraft/class_1218
aef,net/minecraft/util/datafix/NamespacedSchema,net/minecraft/server/v1_14_R1/DataConverterSchemaNamed,,,net/minecraft/class_1220
aeg,net/minecraft/util/datafix/versions/V0100,net/minecraft/server/v1_14_R1/DataConverterSchemaV100,,,net/minecraft/class_1222
aeh,net/minecraft/util/datafix/versions/V0102,net/minecraft/server/v1_14_R1/DataConverterSchemaV102,,,net/minecraft/class_1221
aei,net/minecraft/util/datafix/versions/V1022,net/minecraft/server/v1_14_R1/DataConverterSchemaV1022,,,net/minecraft/class_1224
aej,net/minecraft/util/datafix/versions/V0106,net/minecraft/server/v1_14_R1/DataConverterSchemaV106,,,net/minecraft/class_1223
aek,net/minecraft/util/datafix/versions/V0107,net/minecraft/server/v1_14_R1/DataConverterSchemaV107,,,net/minecraft/class_1226
ael,net/minecraft/util/datafix/versions/V1125,net/minecraft/server/v1_14_R1/DataConverterSchemaV1125,,,net/minecraft/class_1225
aem,net/minecraft/util/datafix/versions/V0135,net/minecraft/server/v1_14_R1/DataConverterSchemaV135,,,net/minecraft/class_1228
aen,net/minecraft/util/datafix/versions/V0143,net/minecraft/server/v1_14_R1/DataConverterSchemaV143,,,net/minecraft/class_1227
aeo,net/minecraft/util/datafix/versions/V1451,net/minecraft/server/v1_14_R1/DataConverterSchemaV1451,,,net/minecraft/class_1230
aep,net/minecraft/util/datafix/versions/V1451_1,net/minecraft/server/v1_14_R1/DataConverterSchemaV1451_1,,,net/minecraft/class_1229
aeq,net/minecraft/util/datafix/versions/V1451_2,net/minecraft/server/v1_14_R1/DataConverterSchemaV1451_2,,,net/minecraft/class_1232
aer,net/minecraft/util/datafix/versions/V1451_3,net/minecraft/server/v1_14_R1/DataConverterSchemaV1451_3,,,net/minecraft/class_1231
aes,net/minecraft/util/datafix/versions/V1451_4,net/minecraft/server/v1_14_R1/DataConverterSchemaV1451_4,,,net/minecraft/class_1234
aet,net/minecraft/util/datafix/versions/V1451_5,net/minecraft/server/v1_14_R1/DataConverterSchemaV1451_5,,,net/minecraft/class_1233
aeu,net/minecraft/util/datafix/versions/V1451_6,net/minecraft/server/v1_14_R1/DataConverterSchemaV1451_6,,,net/minecraft/class_1236
aev,net/minecraft/util/datafix/versions/V1451_7,net/minecraft/server/v1_14_R1/DataConverterSchemaV1451_7,,,net/minecraft/class_1235
aew,net/minecraft/util/datafix/versions/V1460,net/minecraft/server/v1_14_R1/DataConverterSchemaV1460,,,net/minecraft/class_1238
aex,net/minecraft/util/datafix/versions/V1466,net/minecraft/server/v1_14_R1/DataConverterSchemaV1466,,,net/minecraft/class_1237
aey,net/minecraft/util/datafix/versions/V1470,net/minecraft/server/v1_14_R1/DataConverterSchemaV1470,,,net/minecraft/class_1240
aez,net/minecraft/util/datafix/versions/V1481,net/minecraft/server/v1_14_R1/DataConverterSchemaV1481,,,net/minecraft/class_1239
af$a,net/minecraft/advancements/criterion/BrewedPotionTrigger$Listeners,net/minecraft/server/v1_14_R1/CriterionTriggerBrewedPotion$a,,,net/minecraft/class_1996$class_1997
af$b,net/minecraft/advancements/criterion/BrewedPotionTrigger$Instance,net/minecraft/server/v1_14_R1/CriterionTriggerBrewedPotion$b,,,net/minecraft/class_1996$class_1998
af,net/minecraft/advancements/criterion/BrewedPotionTrigger,net/minecraft/server/v1_14_R1/CriterionTriggerBrewedPotion,,,net/minecraft/class_1996
afa,net/minecraft/util/datafix/versions/V1483,net/minecraft/server/v1_14_R1/DataConverterSchemaV1483,,,net/minecraft/class_1242
afb,net/minecraft/util/datafix/versions/V1486,net/minecraft/server/v1_14_R1/DataConverterSchemaV1486,,,net/minecraft/class_1241
afc,net/minecraft/util/datafix/versions/V1510,net/minecraft/server/v1_14_R1/DataConverterSchemaV1510,,,net/minecraft/class_1243
afd,net/minecraft/util/datafix/versions/V1800,net/minecraft/server/v1_14_R1/DataConverterSchemaV1800,,,net/minecraft/class_1245
afe,net/minecraft/util/datafix/versions/V1801,net/minecraft/server/v1_14_R1/DataConverterSchemaV1801,,,net/minecraft/class_1244
aff,net/minecraft/util/datafix/versions/V1904,net/minecraft/server/v1_14_R1/DataConverterSchemaV1904,,,net/minecraft/class_3686
afg,net/minecraft/util/datafix/versions/V1906,net/minecraft/server/v1_14_R1/DataConverterSchemaV1906,,,net/minecraft/class_3687
afh,net/minecraft/util/datafix/versions/V1909,net/minecraft/server/v1_14_R1/DataConverterSchemaV1909,,,net/minecraft/class_3743
afi,net/minecraft/util/datafix/versions/V1920,net/minecraft/server/v1_14_R1/DataConverterSchemaV1920,,,net/minecraft/class_3905
afj,net/minecraft/util/datafix/versions/V1928,net/minecraft/server/v1_14_R1/DataConverterSchemaV1928,,,net/minecraft/class_3984
afk,net/minecraft/util/datafix/versions/V1929,net/minecraft/server/v1_14_R1/DataConverterSchemaV1929,,,net/minecraft/class_3985
afl,net/minecraft/util/datafix/versions/V1931,net/minecraft/server/v1_14_R1/DataConverterSchemaV1931,,,net/minecraft/class_4016
afm,net/minecraft/util/datafix/versions/V0501,net/minecraft/server/v1_14_R1/DataConverterSchemaV501,,,net/minecraft/class_1247
afn,net/minecraft/util/datafix/versions/V0700,net/minecraft/server/v1_14_R1/DataConverterSchemaV700,,,net/minecraft/class_1246
afo,net/minecraft/util/datafix/versions/V0701,net/minecraft/server/v1_14_R1/DataConverterSchemaV701,,,net/minecraft/class_1249
afp,net/minecraft/util/datafix/versions/V0702,net/minecraft/server/v1_14_R1/DataConverterSchemaV702,,,net/minecraft/class_1248
afq,net/minecraft/util/datafix/versions/V0703,net/minecraft/server/v1_14_R1/DataConverterSchemaV703,,,net/minecraft/class_1251
afr$1,net/minecraft/util/datafix/versions/V0704$1,net/minecraft/server/v1_14_R1/DataConverterSchemaV704$1,,,net/minecraft/class_1250$1
afr,net/minecraft/util/datafix/versions/V0704,net/minecraft/server/v1_14_R1/DataConverterSchemaV704,,,net/minecraft/class_1250
afs$1,net/minecraft/util/datafix/versions/V0705$1,net/minecraft/server/v1_14_R1/DataConverterSchemaV705$1,,,net/minecraft/class_1253$1
afs,net/minecraft/util/datafix/versions/V0705,net/minecraft/server/v1_14_R1/DataConverterSchemaV705,,,net/minecraft/class_1253
aft,net/minecraft/util/datafix/versions/V0808,net/minecraft/server/v1_14_R1/DataConverterSchemaV808,,,net/minecraft/class_1252
afu$1,net/minecraft/util/datafix/versions/V0099$1,net/minecraft/server/v1_14_R1/DataConverterSchemaV99$1,,,net/minecraft/class_1254$1
afu,net/minecraft/util/datafix/versions/V0099,net/minecraft/server/v1_14_R1/DataConverterSchemaV99,,,net/minecraft/class_1254
afx,net/minecraft/profiler/Profiler,net/minecraft/server/v1_14_R1/MethodProfiler,,,net/minecraft/class_3533
afy,net/minecraft/profiler/EmptyProfileResult,net/minecraft/server/v1_14_R1/MethodProfilerResultsEmpty,,,net/minecraft/class_3688
afz,net/minecraft/profiler/FilledProfileResult,net/minecraft/server/v1_14_R1/MethodProfilerResultsFilled,,,net/minecraft/class_3692
ag$a,net/minecraft/advancements/criterion/ChangeDimensionTrigger$Listeners,net/minecraft/server/v1_14_R1/CriterionTriggerChangedDimension$a,,,net/minecraft/class_1999$class_2000
ag$b,net/minecraft/advancements/criterion/ChangeDimensionTrigger$Instance,net/minecraft/server/v1_14_R1/CriterionTriggerChangedDimension$b,,,net/minecraft/class_1999$class_2001
ag,net/minecraft/advancements/criterion/ChangeDimensionTrigger,net/minecraft/server/v1_14_R1/CriterionTriggerChangedDimension,,,net/minecraft/class_1999
aga$a,net/minecraft/profiler/DebugProfiler$IDebugResultEntry,net/minecraft/server/v1_14_R1/GameProfiler$a,,,net/minecraft/class_3689$class_3690
aga$b,net/minecraft/profiler/DebugProfiler$DebugResultEntryImpl,net/minecraft/server/v1_14_R1/GameProfiler$b,,,net/minecraft/class_3689$class_3691
aga,net/minecraft/profiler/DebugProfiler,net/minecraft/server/v1_14_R1/GameProfiler,,,net/minecraft/class_3689
agb,net/minecraft/profiler/EmptyProfiler,net/minecraft/server/v1_14_R1/GameProfilerDisabled,,,net/minecraft/class_3694
agc,net/minecraft/profiler/IResultableProfiler,net/minecraft/server/v1_14_R1/GameProfilerFillerActive,,,net/minecraft/class_3693
agd,net/minecraft/profiler/IProfileResult,net/minecraft/server/v1_14_R1/MethodProfilerResults,,,net/minecraft/class_3696
age,net/minecraft/profiler/IProfiler,net/minecraft/server/v1_14_R1/GameProfilerFiller,,,net/minecraft/class_3695
agf,net/minecraft/profiler/DataPoint,net/minecraft/server/v1_14_R1/MethodProfilerResultsField,,,net/minecraft/class_3534
agh,net/minecraft/util/concurrent/ThreadTaskExecutor,net/minecraft/server/v1_14_R1/IAsyncTaskHandler,,,net/minecraft/class_1255
agj$1,net/minecraft/util/concurrent/ITaskExecutor$1,net/minecraft/server/v1_14_R1/Mailbox$1,,,net/minecraft/class_3906$1
