混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
a,net/minecraft/util/EnumChatFormatting,net/minecraft/server/v1_8_R3/EnumChatFormat,,,
aa,net/minecraft/command/server/CommandEmote,net/minecraft/server/v1_8_R3/CommandMe,,,
aaa,net/minecraft/item/ItemLeaves,net/minecraft/server/v1_8_R3/ItemLeaves,,,
aab,net/minecraft/item/ItemMap,net/minecraft/server/v1_8_R3/ItemWorldMap,,,
aac,net/minecraft/item/ItemBucketMilk,net/minecraft/server/v1_8_R3/ItemMilkBucket,,,
aad$1,net/minecraft/item/ItemMinecart$1,net/minecraft/server/v1_8_R3/ItemMinecart$1,,,
aad,net/minecraft/item/ItemMinecart,net/minecraft/server/v1_8_R3/ItemMinecart,,,
aae$1,net/minecraft/item/ItemMultiTexture$1,net/minecraft/server/v1_8_R3/ItemMultiTexture$1,,,
aae,net/minecraft/item/ItemMultiTexture,net/minecraft/server/v1_8_R3/ItemMultiTexture,,,
aaf,net/minecraft/item/ItemNameTag,net/minecraft/server/v1_8_R3/ItemNameTag,,,
aag,net/minecraft/item/ItemPickaxe,net/minecraft/server/v1_8_R3/ItemPickaxe,,,
aah,net/minecraft/item/ItemPiston,net/minecraft/server/v1_8_R3/ItemPiston,,,
aai,net/minecraft/item/ItemPotion,net/minecraft/server/v1_8_R3/ItemPotion,,,
aaj,net/minecraft/item/EnumRarity,net/minecraft/server/v1_8_R3/EnumItemRarity,,,
aak,net/minecraft/item/ItemRecord,net/minecraft/server/v1_8_R3/ItemRecord,,,
aal,net/minecraft/item/ItemRedstone,net/minecraft/server/v1_8_R3/ItemRedstone,,,
aam,net/minecraft/item/ItemSaddle,net/minecraft/server/v1_8_R3/ItemSaddle,,,
aan,net/minecraft/item/ItemSeedFood,net/minecraft/server/v1_8_R3/ItemSeedFood,,,
aao,net/minecraft/item/ItemSeeds,net/minecraft/server/v1_8_R3/ItemSeeds,,,
aap,net/minecraft/item/ItemShears,net/minecraft/server/v1_8_R3/ItemShears,,,
aaq,net/minecraft/item/ItemSpade,net/minecraft/server/v1_8_R3/ItemSpade,,,
aar,net/minecraft/item/ItemSign,net/minecraft/server/v1_8_R3/ItemSign,,,
aas,net/minecraft/item/ItemSimpleFoiled,net/minecraft/server/v1_8_R3/ItemNetherStar,,,
aat,net/minecraft/item/ItemSkull,net/minecraft/server/v1_8_R3/ItemSkull,,,
aau,net/minecraft/item/ItemSlab,net/minecraft/server/v1_8_R3/ItemStep,,,
aav,net/minecraft/item/ItemSnow,net/minecraft/server/v1_8_R3/ItemSnow,,,
aaw,net/minecraft/item/ItemSnowball,net/minecraft/server/v1_8_R3/ItemSnowball,,,
aax,net/minecraft/item/ItemMonsterPlacer,net/minecraft/server/v1_8_R3/ItemMonsterEgg,,,
aay,net/minecraft/item/ItemSword,net/minecraft/server/v1_8_R3/ItemSword,,,
aaz,net/minecraft/item/ItemColored,net/minecraft/server/v1_8_R3/ItemWithAuxData,,,
ab,net/minecraft/command/CommandEnchant,net/minecraft/server/v1_8_R3/CommandEnchant,,,
aba,net/minecraft/item/EnumAction,net/minecraft/server/v1_8_R3/EnumAnimation,,,
abb,net/minecraft/item/ItemLilyPad,net/minecraft/server/v1_8_R3/ItemWaterLily,,,
abc,net/minecraft/item/ItemWritableBook,net/minecraft/server/v1_8_R3/ItemBookAndQuill,,,
abd,net/minecraft/item/ItemEditableBook,net/minecraft/server/v1_8_R3/ItemWrittenBook,,,
abe,net/minecraft/potion/PotionHelper,net/minecraft/server/v1_8_R3/PotionBrewer,,,
abh,net/minecraft/item/crafting/RecipesArmorDyes,net/minecraft/server/v1_8_R3/RecipeArmorDye,,,
abi,net/minecraft/item/crafting/RecipesArmor,net/minecraft/server/v1_8_R3/RecipesArmor,,,
abj$a,net/minecraft/item/crafting/RecipesBanners$RecipeAddPattern,net/minecraft/server/v1_8_R3/RecipesBanner$AddRecipe,,,
abj$b,net/minecraft/item/crafting/RecipesBanners$RecipeDuplicatePattern,net/minecraft/server/v1_8_R3/RecipesBanner$DuplicateRecipe,,,
abj,net/minecraft/item/crafting/RecipesBanners,net/minecraft/server/v1_8_R3/RecipesBanner,,,
abk,net/minecraft/item/crafting/RecipeBookCloning,net/minecraft/server/v1_8_R3/RecipeBookClone,,,
abl,net/minecraft/item/crafting/RecipesDyes,net/minecraft/server/v1_8_R3/RecipesDyes,,,
abm,net/minecraft/item/crafting/RecipeFireworks,net/minecraft/server/v1_8_R3/RecipeFireworks,,,
abn,net/minecraft/item/crafting/RecipesFood,net/minecraft/server/v1_8_R3/RecipesFood,,,
abo,net/minecraft/item/crafting/FurnaceRecipes,net/minecraft/server/v1_8_R3/RecipesFurnace,,,
abp,net/minecraft/item/crafting/RecipesMapCloning,net/minecraft/server/v1_8_R3/RecipeMapClone,,,
abq,net/minecraft/item/crafting/RecipesMapExtending,net/minecraft/server/v1_8_R3/RecipeMapExtend,,,
abr,net/minecraft/item/crafting/RecipesIngots,net/minecraft/server/v1_8_R3/RecipeIngots,,,
abs,net/minecraft/item/crafting/IRecipe,net/minecraft/server/v1_8_R3/IRecipe,,,
abt$1,net/minecraft/item/crafting/CraftingManager$1,net/minecraft/server/v1_8_R3/Recipes$1,,,
abt,net/minecraft/item/crafting/CraftingManager,net/minecraft/server/v1_8_R3/CraftingManager,,,
abu,net/minecraft/item/crafting/RecipeRepairItem,net/minecraft/server/v1_8_R3/RecipeRepair,,,
abv,net/minecraft/item/crafting/ShapedRecipes,net/minecraft/server/v1_8_R3/ShapedRecipes,,,
abw,net/minecraft/item/crafting/ShapelessRecipes,net/minecraft/server/v1_8_R3/ShapelessRecipes,,,
abx,net/minecraft/item/crafting/RecipesCrafting,net/minecraft/server/v1_8_R3/RecipesCrafting,,,
aby,net/minecraft/item/crafting/RecipesTools,net/minecraft/server/v1_8_R3/RecipesTools,,,
abz,net/minecraft/item/crafting/RecipesWeapons,net/minecraft/server/v1_8_R3/RecipesWeapons,,,
ac,net/minecraft/command/CommandEntityData,net/minecraft/server/v1_8_R3/CommandEntityData,,,
acb,net/minecraft/enchantment/EnchantmentArrowDamage,net/minecraft/server/v1_8_R3/EnchantmentArrowDamage,,,
acc,net/minecraft/enchantment/EnchantmentArrowFire,net/minecraft/server/v1_8_R3/EnchantmentFlameArrows,,,
acd,net/minecraft/enchantment/EnchantmentArrowInfinite,net/minecraft/server/v1_8_R3/EnchantmentInfiniteArrows,,,
ace,net/minecraft/enchantment/EnchantmentArrowKnockback,net/minecraft/server/v1_8_R3/EnchantmentArrowKnockback,,,
acf,net/minecraft/enchantment/EnchantmentDamage,net/minecraft/server/v1_8_R3/EnchantmentWeaponDamage,,,
acg,net/minecraft/enchantment/EnchantmentDurability,net/minecraft/server/v1_8_R3/EnchantmentDurability,,,
ach,net/minecraft/enchantment/EnchantmentDigging,net/minecraft/server/v1_8_R3/EnchantmentDigging,,,
aci,net/minecraft/enchantment/Enchantment,net/minecraft/server/v1_8_R3/Enchantment,,,
acj,net/minecraft/enchantment/EnumEnchantmentType,net/minecraft/server/v1_8_R3/EnchantmentSlotType,,,
ack$a,net/minecraft/enchantment/EnchantmentHelper$DamageIterator,net/minecraft/server/v1_8_R3/EnchantmentManager$EnchantmentModifierArthropods,,,
