混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
acx,net/minecraft/util/WorldOptimizer,net/minecraft/server/v1_13_R1/WorldUpgrader,,,
acz$a,net/minecraft/world/BossInfo$Color,net/minecraft/server/v1_13_R1/BossBattle$BarColor,,,
acz$b,net/minecraft/world/BossInfo$Overlay,net/minecraft/server/v1_13_R1/BossBattle$BarStyle,,,
acz,net/minecraft/world/BossInfo,net/minecraft/server/v1_13_R1/BossBattle,,,
ad$a,net/minecraft/advancements/criterion/ConstructBeaconTrigger$Listeners,net/minecraft/server/v1_13_R1/CriterionTriggerConstructBeacon$a,,,
ad$b,net/minecraft/advancements/criterion/ConstructBeaconTrigger$Instance,net/minecraft/server/v1_13_R1/CriterionTriggerConstructBeacon$b,,,
ad,net/minecraft/advancements/criterion/ConstructBeaconTrigger,net/minecraft/server/v1_13_R1/CriterionTriggerConstructBeacon,,,
ada,net/minecraft/inventory/InventoryLargeChest,net/minecraft/server/v1_13_R1/InventoryLargeChest,,,
adb,net/minecraft/inventory/IInventory,net/minecraft/server/v1_13_R1/IInventory,,,
adc,net/minecraft/inventory/ItemStackHelper,net/minecraft/server/v1_13_R1/ContainerUtil,,,
add,net/minecraft/inventory/IInventoryChangedListener,net/minecraft/server/v1_13_R1/IInventoryListener,,,
ade,net/minecraft/inventory/InventoryHelper,net/minecraft/server/v1_13_R1/InventoryUtils,,,
adf,net/minecraft/world/EnumDifficulty,net/minecraft/server/v1_13_R1/EnumDifficulty,,,
adg,net/minecraft/world/DifficultyInstance,net/minecraft/server/v1_13_R1/DifficultyDamageScaler,,,
adh,net/minecraft/util/EnumHand,net/minecraft/server/v1_13_R1/EnumHand,,,
adi,net/minecraft/world/IInteractionObject,net/minecraft/server/v1_13_R1/ITileEntityContainer,,,
adj,net/minecraft/util/EnumActionResult,net/minecraft/server/v1_13_R1/EnumInteractionResult,,,
adk,net/minecraft/util/ActionResult,net/minecraft/server/v1_13_R1/InteractionResultWrapper,,,
adm,net/minecraft/world/LockCode,net/minecraft/server/v1_13_R1/ChestLock,,,
adn,net/minecraft/world/ILockableContainer,net/minecraft/server/v1_13_R1/ITileInventory,,,
ado,net/minecraft/util/INameable,net/minecraft/server/v1_13_R1/INamableTileEntity,,,
adp,net/minecraft/world/storage/loot/ILootContainer,net/minecraft/server/v1_13_R1/ILootable,,,
adq,net/minecraft/inventory/InventoryBasic,net/minecraft/server/v1_13_R1/InventorySubcontainer,,,
adr,net/minecraft/profiler/Snooper,net/minecraft/server/v1_13_R1/MojangStatisticsGenerator,,,
ads,net/minecraft/profiler/ISnooperInfo,net/minecraft/server/v1_13_R1/IMojangStatistics,,,
adt,net/minecraft/inventory/ISidedInventory,net/minecraft/server/v1_13_R1/IWorldInventory,,,
adu,net/minecraft/util/CombatEntry,net/minecraft/server/v1_13_R1/CombatEntry,,,
adv,net/minecraft/util/CombatRules,net/minecraft/server/v1_13_R1/CombatMath,,,
adw,net/minecraft/util/CombatTracker,net/minecraft/server/v1_13_R1/CombatTracker,,,
adx,net/minecraft/util/DamageSource,net/minecraft/server/v1_13_R1/DamageSource,,,
ady,net/minecraft/util/EntityDamageSource,net/minecraft/server/v1_13_R1/EntityDamageSource,,,
adz,net/minecraft/util/EntityDamageSourceIndirect,net/minecraft/server/v1_13_R1/EntityDamageSourceIndirect,,,
ae$a,net/minecraft/advancements/criterion/ConsumeItemTrigger$Listeners,net/minecraft/server/v1_13_R1/CriterionTriggerConsumeItem$a,,,
ae$b,net/minecraft/advancements/criterion/ConsumeItemTrigger$Instance,net/minecraft/server/v1_13_R1/CriterionTriggerConsumeItem$b,,,
ae,net/minecraft/advancements/criterion/ConsumeItemTrigger,net/minecraft/server/v1_13_R1/CriterionTriggerConsumeItem,,,
aea,net/minecraft/util/DamageSourceNetherBed,net/minecraft/server/v1_13_R1/DamageSourceNetherBed,,,
aec,net/minecraft/potion/PotionAbsorption,net/minecraft/server/v1_13_R1/MobEffectAbsorption,,,
aed,net/minecraft/potion/PotionAttackDamage,net/minecraft/server/v1_13_R1/MobEffectAttackDamage,,,
aee,net/minecraft/potion/PotionHealthBoost,net/minecraft/server/v1_13_R1/MobEffectHealthBoost,,,
aef,net/minecraft/potion/PotionInstant,net/minecraft/server/v1_13_R1/InstantMobEffect,,,
aeg,net/minecraft/potion/Potion,net/minecraft/server/v1_13_R1/MobEffectList,,,
aeh,net/minecraft/potion/PotionEffect,net/minecraft/server/v1_13_R1/MobEffect,,,
aei,net/minecraft/potion/PotionUtil,net/minecraft/server/v1_13_R1/MobEffectUtil,,,
aej,net/minecraft/init/MobEffects,net/minecraft/server/v1_13_R1/MobEffects,,,
ael,net/minecraft/entity/EntityAgeable,net/minecraft/server/v1_13_R1/EntityAgeable,,,
aem,net/minecraft/entity/EntityAreaEffectCloud,net/minecraft/server/v1_13_R1/EntityAreaEffectCloud,,,
aen,net/minecraft/entity/passive/IAnimal,net/minecraft/server/v1_13_R1/IAnimal,,,
aeo,net/minecraft/entity/Entity,net/minecraft/server/v1_13_R1/Entity,,,
aer$a,net/minecraft/util/EntitySelectors$ArmoredMob,net/minecraft/server/v1_13_R1/IEntitySelector$EntitySelectorEquipable,,,
aer,net/minecraft/util/EntitySelectors,net/minecraft/server/v1_13_R1/IEntitySelector,,,
aes$a,net/minecraft/entity/EntityType$Builder,net/minecraft/server/v1_13_R1/EntityTypes$a,,,
aes,net/minecraft/entity/EntityType,net/minecraft/server/v1_13_R1/EntityTypes,,,
aet$a,net/minecraft/inventory/EntityEquipmentSlot$Type,net/minecraft/server/v1_13_R1/EnumItemSlot$Function,,,
aet,net/minecraft/inventory/EntityEquipmentSlot,net/minecraft/server/v1_13_R1/EnumItemSlot,,,
aeu,net/minecraft/entity/item/EntityXPOrb,net/minecraft/server/v1_13_R1/EntityExperienceOrb,,,
aev,net/minecraft/entity/EntityFlying,net/minecraft/server/v1_13_R1/EntityFlying,,,
aew,net/minecraft/util/EnumHandSide,net/minecraft/server/v1_13_R1/EnumMainHand,,,
aex,net/minecraft/entity/EntityLivingBase,net/minecraft/server/v1_13_R1/EntityLiving,,,
aey,net/minecraft/entity/EntityLiving,net/minecraft/server/v1_13_R1/EntityInsentient,,,
aez,net/minecraft/entity/EnumCreatureType,net/minecraft/server/v1_13_R1/EnumCreatureType,,,
af$a,net/minecraft/advancements/criterion/CuredZombieVillagerTrigger$Listeners,net/minecraft/server/v1_13_R1/CriterionTriggerCuredZombieVillager$a,,,
af$b,net/minecraft/advancements/criterion/CuredZombieVillagerTrigger$Instance,net/minecraft/server/v1_13_R1/CriterionTriggerCuredZombieVillager$b,,,
af,net/minecraft/advancements/criterion/CuredZombieVillagerTrigger,net/minecraft/server/v1_13_R1/CriterionTriggerCuredZombieVillager,,,
afa,net/minecraft/entity/CreatureAttribute,net/minecraft/server/v1_13_R1/EnumMonsterType,,,
afb,net/minecraft/entity/MoverType,net/minecraft/server/v1_13_R1/EnumMoveType,,,
afc,net/minecraft/entity/IEntityOwnable,net/minecraft/server/v1_13_R1/EntityOwnable,,,
afd,net/minecraft/entity/EntityCreature,net/minecraft/server/v1_13_R1/EntityCreature,,,
aff,net/minecraft/entity/IJumpingMount,net/minecraft/server/v1_13_R1/IJumpable,,,
afg,net/minecraft/entity/IEntityLivingData,net/minecraft/server/v1_13_R1/GroupDataEntity,,,
afh$a,net/minecraft/entity/EntitySpawnPlacementRegistry$Entry,net/minecraft/server/v1_13_R1/EntityPositionTypes$a,,,
afh$b,net/minecraft/entity/EntitySpawnPlacementRegistry$SpawnPlacementType,net/minecraft/server/v1_13_R1/EntityPositionTypes$Surface,,,
afh,net/minecraft/entity/EntitySpawnPlacementRegistry,net/minecraft/server/v1_13_R1/EntityPositionTypes,,,
afi,net/minecraft/entity/passive/EntityTameable,net/minecraft/server/v1_13_R1/EntityTameableAnimal,,,
afj,net/minecraft/entity/ai/attributes/IAttribute,net/minecraft/server/v1_13_R1/IAttribute,,,
afk,net/minecraft/entity/ai/attributes/IAttributeInstance,net/minecraft/server/v1_13_R1/AttributeInstance,,,
afl,net/minecraft/entity/ai/attributes/AttributeModifier,net/minecraft/server/v1_13_R1/AttributeModifier,,,
afm,net/minecraft/entity/ai/attributes/BaseAttribute,net/minecraft/server/v1_13_R1/AttributeBase,,,
afn,net/minecraft/entity/ai/attributes/AbstractAttributeMap,net/minecraft/server/v1_13_R1/AttributeMapBase,,,
afo,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance,net/minecraft/server/v1_13_R1/AttributeModifiable,,,
afp,net/minecraft/entity/ai/attributes/AttributeMap,net/minecraft/server/v1_13_R1/AttributeMapServer,,,
afq,net/minecraft/entity/ai/attributes/RangedAttribute,net/minecraft/server/v1_13_R1/AttributeRanged,,,
afs,net/minecraft/entity/EntityBodyHelper,net/minecraft/server/v1_13_R1/EntityAIBodyControl,,,
afu,net/minecraft/entity/ai/EntityDolphinHelper,net/minecraft/server/v1_13_R1/ControllerLookDolphin,,,
afv,net/minecraft/entity/ai/EntityFlyHelper,net/minecraft/server/v1_13_R1/ControllerMoveFlying,,,
afw,net/minecraft/entity/ai/EntityJumpHelper,net/minecraft/server/v1_13_R1/ControllerJump,,,
afx,net/minecraft/entity/ai/EntityLookHelper,net/minecraft/server/v1_13_R1/ControllerLook,,,
afy$a,net/minecraft/entity/ai/EntityMoveHelper$Action,net/minecraft/server/v1_13_R1/ControllerMove$Operation,,,
afy,net/minecraft/entity/ai/EntityMoveHelper,net/minecraft/server/v1_13_R1/ControllerMove,,,
ag$a,net/minecraft/advancements/criterion/DamagePredicate$Builder,net/minecraft/server/v1_13_R1/CriterionConditionDamage$a,,,
ag,net/minecraft/advancements/criterion/DamagePredicate,net/minecraft/server/v1_13_R1/CriterionConditionDamage,,,
aga$1,net/minecraft/entity/ai/EntityAIAvoidEntity$1,net/minecraft/server/v1_13_R1/PathfinderGoalAvoidTarget$1,,,
aga,net/minecraft/entity/ai/EntityAIAvoidEntity,net/minecraft/server/v1_13_R1/PathfinderGoalAvoidTarget,,,
agb,net/minecraft/entity/ai/EntityAIBeg,net/minecraft/server/v1_13_R1/PathfinderGoalBeg,,,
agc,net/minecraft/entity/ai/BoatGoals,net/minecraft/server/v1_13_R1/PathfinderGoalBoat,,,
agd,net/minecraft/entity/ai/EntityAIBreakDoor,net/minecraft/server/v1_13_R1/PathfinderGoalBreakDoor,,,
age,net/minecraft/entity/ai/EntityAIBreathAir,net/minecraft/server/v1_13_R1/PathfinderGoalBreath,,,
agf,net/minecraft/entity/ai/EntityAIMate,net/minecraft/server/v1_13_R1/PathfinderGoalBreed,,,
agg,net/minecraft/entity/ai/EntityAIDoorInteract,net/minecraft/server/v1_13_R1/PathfinderGoalDoorInteract,,,
agh,net/minecraft/entity/ai/EntityAIEatGrass,net/minecraft/server/v1_13_R1/PathfinderGoalEatTile,,,
agi,net/minecraft/entity/ai/EntityAIFleeSun,net/minecraft/server/v1_13_R1/PathfinderGoalFleeSun,,,
agj,net/minecraft/entity/ai/EntityAISwimming,net/minecraft/server/v1_13_R1/PathfinderGoalFloat,,,
agk,net/minecraft/entity/ai/EntityAIFollowBoat,net/minecraft/server/v1_13_R1/PathfinderGoalFollowBoat,,,
agl,net/minecraft/entity/ai/EntityAIFollowGroupLeader,net/minecraft/server/v1_13_R1/PathfinderGoalFishSchool,,,
agm,net/minecraft/entity/ai/EntityAIFollow,net/minecraft/server/v1_13_R1/PathfinderGoalFollowEntity,,,
agn,net/minecraft/entity/ai/EntityAIFollowOwnerFlying,net/minecraft/server/v1_13_R1/PathfinderGoalFollowOwnerParrot,,,
ago,net/minecraft/entity/ai/EntityAIFollowOwner,net/minecraft/server/v1_13_R1/PathfinderGoalFollowOwner,,,
agp,net/minecraft/entity/ai/EntityAIFollowParent,net/minecraft/server/v1_13_R1/PathfinderGoalFollowParent,,,
agq,net/minecraft/entity/ai/EntityAIBase,net/minecraft/server/v1_13_R1/PathfinderGoal,,,
agr$a,net/minecraft/entity/ai/EntityAITasks$EntityAITaskEntry,net/minecraft/server/v1_13_R1/PathfinderGoalSelector$PathfinderGoalSelectorItem,,,
agr,net/minecraft/entity/ai/EntityAITasks,net/minecraft/server/v1_13_R1/PathfinderGoalSelector,,,
ags,net/minecraft/entity/ai/EntityAIHarvestFarmland,net/minecraft/server/v1_13_R1/PathfinderGoalVillagerFarm,,,
agt,net/minecraft/entity/ai/EntityAIWatchClosestWithoutMoving,net/minecraft/server/v1_13_R1/PathfinderGoalInteract,,,
agu,net/minecraft/entity/ai/EntityAIJump,net/minecraft/server/v1_13_R1/PathfinderGoalWaterJump,,,
agv,net/minecraft/entity/ai/EntityAILandOnOwnersShoulder,net/minecraft/server/v1_13_R1/PathfinderGoalPerch,,,
agw,net/minecraft/entity/ai/EntityAILeapAtTarget,net/minecraft/server/v1_13_R1/PathfinderGoalLeapAtTarget,,,
agx,net/minecraft/entity/ai/EntityAILlamaFollowCaravan,net/minecraft/server/v1_13_R1/PathfinderGoalLlamaFollow,,,
agy,net/minecraft/entity/ai/EntityAIWatchClosest,net/minecraft/server/v1_13_R1/PathfinderGoalLookAtPlayer,,,
agz,net/minecraft/entity/ai/EntityAILookAtTradePlayer,net/minecraft/server/v1_13_R1/PathfinderGoalLookAtTradingPlayer,,,
ah$a,net/minecraft/advancements/criterion/DamageSourcePredicate$Builder,net/minecraft/server/v1_13_R1/CriterionConditionDamageSource$a,,,
ah,net/minecraft/advancements/criterion/DamageSourcePredicate,net/minecraft/server/v1_13_R1/CriterionConditionDamageSource,,,
aha,net/minecraft/entity/ai/EntityAIVillagerMate,net/minecraft/server/v1_13_R1/PathfinderGoalMakeLove,,,
ahb,net/minecraft/entity/ai/EntityAIAttackMelee,net/minecraft/server/v1_13_R1/PathfinderGoalMeleeAttack,,,
ahc,net/minecraft/entity/ai/EntityAIMoveIndoors,net/minecraft/server/v1_13_R1/PathfinderGoalMoveIndoors,,,
ahd,net/minecraft/entity/ai/EntityAIMoveThroughVillage,net/minecraft/server/v1_13_R1/PathfinderGoalMoveThroughVillage,,,
ahe,net/minecraft/entity/ai/EntityAIMoveToBlock,net/minecraft/server/v1_13_R1/PathfinderGoalGotoTarget,,,
ahf,net/minecraft/entity/ai/EntityAIMoveTowardsRestriction,net/minecraft/server/v1_13_R1/PathfinderGoalMoveTowardsRestriction,,,
ahg,net/minecraft/entity/ai/EntityAIMoveTowardsTarget,net/minecraft/server/v1_13_R1/PathfinderGoalMoveTowardsTarget,,,
ahh,net/minecraft/entity/ai/EntityAIOcelotAttack,net/minecraft/server/v1_13_R1/PathfinderGoalOcelotAttack,,,
ahi,net/minecraft/entity/ai/EntityAIOcelotSit,net/minecraft/server/v1_13_R1/PathfinderGoalJumpOnBlock,,,
ahj,net/minecraft/entity/ai/EntityAILookAtVillager,net/minecraft/server/v1_13_R1/PathfinderGoalOfferFlower,,,
ahk,net/minecraft/entity/ai/EntityAIOpenDoor,net/minecraft/server/v1_13_R1/PathfinderGoalOpenDoor,,,
ahl,net/minecraft/entity/ai/EntityAIPanic,net/minecraft/server/v1_13_R1/PathfinderGoalPanic,,,
ahm,net/minecraft/entity/ai/EntityAIPlay,net/minecraft/server/v1_13_R1/PathfinderGoalPlay,,,
ahn,net/minecraft/entity/ai/EntityAILookIdle,net/minecraft/server/v1_13_R1/PathfinderGoalRandomLookaround,,,
aho,net/minecraft/entity/ai/EntityAIWander,net/minecraft/server/v1_13_R1/PathfinderGoalRandomStroll,,,
ahp,net/minecraft/entity/ai/EntityAIWanderSwim,net/minecraft/server/v1_13_R1/PathfinderGoalRandomSwim,,,
ahq,net/minecraft/entity/ai/EntityAIAttackRanged,net/minecraft/server/v1_13_R1/PathfinderGoalArrowAttack,,,
ahr,net/minecraft/entity/ai/EntityAIAttackRangedBow,net/minecraft/server/v1_13_R1/PathfinderGoalBowShoot,,,
ahs,net/minecraft/entity/ai/EntityAIBreakBlock,net/minecraft/server/v1_13_R1/PathfinderGoalRemoveBlock,,,
aht,net/minecraft/entity/ai/EntityAIRestrictOpenDoor,net/minecraft/server/v1_13_R1/PathfinderGoalRestrictOpenDoor,,,
ahu,net/minecraft/entity/ai/EntityAIRestrictSun,net/minecraft/server/v1_13_R1/PathfinderGoalRestrictSun,,,
ahv,net/minecraft/entity/ai/EntityAIRunAroundLikeCrazy,net/minecraft/server/v1_13_R1/PathfinderGoalTame,,,
ahw,net/minecraft/entity/ai/EntityAISit,net/minecraft/server/v1_13_R1/PathfinderGoalSit,,,
ahx,net/minecraft/entity/ai/EntityAICreeperSwell,net/minecraft/server/v1_13_R1/PathfinderGoalSwell,,,
ahy,net/minecraft/entity/ai/EntityAIFollowGolem,net/minecraft/server/v1_13_R1/PathfinderGoalTakeFlower,,,
ahz,net/minecraft/entity/ai/EntityAITempt,net/minecraft/server/v1_13_R1/PathfinderGoalTempt,,,
ai,net/minecraft/advancements/criterion/DistancePredicate,net/minecraft/server/v1_13_R1/CriterionConditionDistance,,,
aia,net/minecraft/entity/ai/EntityAITradePlayer,net/minecraft/server/v1_13_R1/PathfinderGoalTradeWithPlayer,,,
aib,net/minecraft/entity/ai/EntityAIFindWater,net/minecraft/server/v1_13_R1/PathfinderGoalWater,,,
aic,net/minecraft/entity/ai/EntityAIVillagerInteract,net/minecraft/server/v1_13_R1/PathfinderGoalInteractVillagers,,,
