混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
acs,net/minecraft/server/management/IPBanEntry,net/minecraft/server/v1_16_R3/IpBanEntry,net/minecraft/server/players/IpBanListEntry,net/minecraft/server/BannedIpEntry,net/minecraft/class_3320
act$1,net/minecraft/server/management/PreYggdrasilConverter$1,net/minecraft/server/v1_16_R3/NameReferencingFileConverter$1,net/minecraft/server/players/OldUsersConverter$1,net/minecraft/server/ServerConfigHandler$1,net/minecraft/class_3321$1
act$2,net/minecraft/server/management/PreYggdrasilConverter$2,net/minecraft/server/v1_16_R3/NameReferencingFileConverter$2,net/minecraft/server/players/OldUsersConverter$2,net/minecraft/server/ServerConfigHandler$2,net/minecraft/class_3321$2
act$3,net/minecraft/server/management/PreYggdrasilConverter$3,net/minecraft/server/v1_16_R3/NameReferencingFileConverter$3,net/minecraft/server/players/OldUsersConverter$3,net/minecraft/server/ServerConfigHandler$3,net/minecraft/class_3321$3
act$4,net/minecraft/server/management/PreYggdrasilConverter$4,net/minecraft/server/v1_16_R3/NameReferencingFileConverter$4,net/minecraft/server/players/OldUsersConverter$4,net/minecraft/server/ServerConfigHandler$4,net/minecraft/class_3321$4
act$5,net/minecraft/server/management/PreYggdrasilConverter$5,net/minecraft/server/v1_16_R3/NameReferencingFileConverter$5,net/minecraft/server/players/OldUsersConverter$5,net/minecraft/server/ServerConfigHandler$5,net/minecraft/class_3321$5
act$a,net/minecraft/server/management/PreYggdrasilConverter$ConversionError,net/minecraft/server/v1_16_R3/NameReferencingFileConverter$FileConversionException,net/minecraft/server/players/OldUsersConverter$ConversionError,net/minecraft/server/ServerConfigHandler$ServerConfigException,net/minecraft/class_3321$class_3322
act,net/minecraft/server/management/PreYggdrasilConverter,net/minecraft/server/v1_16_R3/NameReferencingFileConverter,net/minecraft/server/players/OldUsersConverter,net/minecraft/server/ServerConfigHandler,net/minecraft/class_3321
acu$1,net/minecraft/server/management/PlayerList$1,net/minecraft/server/v1_16_R3/PlayerList$1,net/minecraft/server/players/PlayerList$1,net/minecraft/server/PlayerManager$1,net/minecraft/class_3324$1
acu,net/minecraft/server/management/PlayerList,net/minecraft/server/v1_16_R3/PlayerList,net/minecraft/server/players/PlayerList,net/minecraft/server/PlayerManager,net/minecraft/class_3324
acv,net/minecraft/server/management/OpList,net/minecraft/server/v1_16_R3/OpList,net/minecraft/server/players/ServerOpList,net/minecraft/server/OperatorList,net/minecraft/class_3326
acw,net/minecraft/server/management/OpEntry,net/minecraft/server/v1_16_R3/OpListEntry,net/minecraft/server/players/ServerOpListEntry,net/minecraft/server/OperatorEntry,net/minecraft/class_3327
acx,net/minecraft/server/management/UserListEntry,net/minecraft/server/v1_16_R3/JsonListEntry,net/minecraft/server/players/StoredUserEntry,net/minecraft/server/ServerConfigEntry,net/minecraft/class_3330
acy,net/minecraft/server/management/UserList,net/minecraft/server/v1_16_R3/JsonList,net/minecraft/server/players/StoredUserList,net/minecraft/server/ServerConfigList,net/minecraft/class_3331
acz,net/minecraft/server/management/BanList,net/minecraft/server/v1_16_R3/GameProfileBanList,net/minecraft/server/players/UserBanList,net/minecraft/server/BannedPlayerList,net/minecraft/class_3335
ad,net/minecraft/advancements/Criterion,net/minecraft/server/v1_16_R3/Criterion,net/minecraft/advancements/Criterion,net/minecraft/advancement/AdvancementCriterion,net/minecraft/class_175
ada,net/minecraft/server/management/ProfileBanEntry,net/minecraft/server/v1_16_R3/GameProfileBanEntry,net/minecraft/server/players/UserBanListEntry,net/minecraft/server/BannedPlayerEntry,net/minecraft/class_3336
adb,net/minecraft/server/management/WhiteList,net/minecraft/server/v1_16_R3/WhiteList,net/minecraft/server/players/UserWhiteList,net/minecraft/server/Whitelist,net/minecraft/class_3337
adc,net/minecraft/server/management/WhitelistEntry,net/minecraft/server/v1_16_R3/WhiteListEntry,net/minecraft/server/players/UserWhiteListEntry,net/minecraft/server/WhitelistEntry,net/minecraft/class_3340
ade,net/minecraft/network/rcon/RConOutputStream,net/minecraft/server/v1_16_R3/RemoteStatusReply,net/minecraft/server/rcon/NetworkDataOutputStream,net/minecraft/server/rcon/DataStreamHelper,net/minecraft/class_3345
adf,net/minecraft/network/rcon/RConUtils,net/minecraft/server/v1_16_R3/StatusChallengeUtils,net/minecraft/server/rcon/PktUtils,net/minecraft/server/rcon/BufferHelper,net/minecraft/class_3347
adg,net/minecraft/network/rcon/RConConsoleSource,net/minecraft/server/v1_16_R3/RemoteControlCommandListener,net/minecraft/server/rcon/RconConsoleSource,net/minecraft/server/rcon/RconCommandOutput,net/minecraft/class_3350
adi,net/minecraft/network/rcon/RConThread,net/minecraft/server/v1_16_R3/RemoteConnectionThread,net/minecraft/server/rcon/thread/GenericThread,net/minecraft/server/rcon/RconBase,net/minecraft/class_3359
adj$a,net/minecraft/network/rcon/QueryThread$Auth,net/minecraft/server/v1_16_R3/RemoteStatusListener$RemoteStatusChallenge,net/minecraft/server/rcon/thread/QueryThreadGs4$RequestChallenge,net/minecraft/server/rcon/QueryResponseHandler$Query,net/minecraft/class_3364$class_3365
adj,net/minecraft/network/rcon/QueryThread,net/minecraft/server/v1_16_R3/RemoteStatusListener,net/minecraft/server/rcon/thread/QueryThreadGs4,net/minecraft/server/rcon/QueryResponseHandler,net/minecraft/class_3364
adk,net/minecraft/network/rcon/ClientThread,net/minecraft/server/v1_16_R3/RemoteControlSession,net/minecraft/server/rcon/thread/RconClient,net/minecraft/server/rcon/RconClient,net/minecraft/class_3389
adl,net/minecraft/network/rcon/MainThread,net/minecraft/server/v1_16_R3/RemoteControlListener,net/minecraft/server/rcon/thread/RconThread,net/minecraft/server/rcon/RconListener,net/minecraft/class_3408
adn,net/minecraft/client/audio/BackgroundMusicSelector,net/minecraft/server/v1_16_R3/Music,net/minecraft/sounds/Music,net/minecraft/sound/MusicSound,net/minecraft/class_5195
ado,net/minecraft/client/audio/BackgroundMusicTracks,net/minecraft/server/v1_16_R3/Musics,net/minecraft/sounds/Musics,net/minecraft/client/sound/MusicType,net/minecraft/class_1143
adp,net/minecraft/util/SoundEvent,net/minecraft/server/v1_16_R3/SoundEffect,net/minecraft/sounds/SoundEvent,net/minecraft/sound/SoundEvent,net/minecraft/class_3414
adq,net/minecraft/util/SoundEvents,net/minecraft/server/v1_16_R3/SoundEffects,net/minecraft/sounds/SoundEvents,net/minecraft/sound/SoundEvents,net/minecraft/class_3417
adr,net/minecraft/util/SoundCategory,net/minecraft/server/v1_16_R3/SoundCategory,net/minecraft/sounds/SoundSource,net/minecraft/sound/SoundCategory,net/minecraft/class_3419
adt,net/minecraft/item/crafting/RecipeBook,net/minecraft/server/v1_16_R3/RecipeBook,net/minecraft/stats/RecipeBook,net/minecraft/recipe/book/RecipeBook,net/minecraft/class_3439
adu$a,net/minecraft/item/crafting/RecipeBookStatus$CategoryStatus,net/minecraft/server/v1_16_R3/RecipeBookSettings$a,net/minecraft/stats/RecipeBookSettings$TypeSettings,net/minecraft/recipe/book/RecipeBookOptions$CategoryOption,net/minecraft/class_5411$class_5412
adu,net/minecraft/item/crafting/RecipeBookStatus,net/minecraft/server/v1_16_R3/RecipeBookSettings,net/minecraft/stats/RecipeBookSettings,net/minecraft/recipe/book/RecipeBookOptions,net/minecraft/class_5411
adv,net/minecraft/item/crafting/ServerRecipeBook,net/minecraft/server/v1_16_R3/RecipeBookServer,net/minecraft/stats/ServerRecipeBook,net/minecraft/server/network/ServerRecipeBook,net/minecraft/class_3441
adw,net/minecraft/stats/ServerStatisticsManager,net/minecraft/server/v1_16_R3/ServerStatisticManager,net/minecraft/stats/ServerStatsCounter,net/minecraft/stat/ServerStatHandler,net/minecraft/class_3442
adx,net/minecraft/stats/Stat,net/minecraft/server/v1_16_R3/Statistic,net/minecraft/stats/Stat,net/minecraft/stat/Stat,net/minecraft/class_3445
ady,net/minecraft/stats/IStatFormatter,net/minecraft/server/v1_16_R3/Counter,net/minecraft/stats/StatFormatter,net/minecraft/stat/StatFormatter,net/minecraft/class_3446
adz,net/minecraft/stats/StatType,net/minecraft/server/v1_16_R3/StatisticWrapper,net/minecraft/stats/StatType,net/minecraft/stat/StatType,net/minecraft/class_3448
ae,net/minecraft/advancements/CriterionProgress,net/minecraft/server/v1_16_R3/CriterionProgress,net/minecraft/advancements/CriterionProgress,net/minecraft/advancement/criterion/CriterionProgress,net/minecraft/class_178
aea,net/minecraft/stats/Stats,net/minecraft/server/v1_16_R3/StatisticList,net/minecraft/stats/Stats,net/minecraft/stat/Stats,net/minecraft/class_3468
aeb,net/minecraft/stats/StatisticsManager,net/minecraft/server/v1_16_R3/StatisticManager,net/minecraft/stats/StatsCounter,net/minecraft/stat/StatHandler,net/minecraft/class_3469
aed,net/minecraft/tags/BlockTags,net/minecraft/server/v1_16_R3/TagsBlock,net/minecraft/tags/BlockTags,net/minecraft/tag/BlockTags,net/minecraft/class_3481
aee,net/minecraft/tags/EntityTypeTags,net/minecraft/server/v1_16_R3/TagsEntity,net/minecraft/tags/EntityTypeTags,net/minecraft/tag/EntityTypeTags,net/minecraft/class_3483
aef,net/minecraft/tags/FluidTags,net/minecraft/server/v1_16_R3/TagsFluid,net/minecraft/tags/FluidTags,net/minecraft/tag/FluidTags,net/minecraft/class_3486
