owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,signature,descriptor,return_type
a,<init>,,,,,,constructor,"(arg0, arg1, arg2)",(Ljava/lang/String;CI)V,private
a,<init>,,,,,,constructor,"(arg0, arg1, arg2)",(Ljava/lang/String;CZ)V,private
a,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3)",(Ljava/lang/String;CZI)V,private
a,c(String arg0),func_175745_c(String arg0),,,,,method,c(String arg0),(Ljava/lang/String;)Ljava/lang/String;,String
a,b(),func_175746_b(),,,,,method,b(),()I,int
a,c(),func_96301_b(),isFormat(),,,,method,c(),()Z,boolean
a,d(),func_96302_c(),,,,,method,d(),()Z,boolean
a,e(),func_96297_d(),,,,,method,e(),()Ljava/lang/String;,String
a,a(String arg0),func_110646_a(String arg0),,,,,method,a(String arg0),(Ljava/lang/String;)Ljava/lang/String;,String
a,b(String arg0),func_96300_b(String arg0),,,,,method,b(String arg0),(Ljava/lang/String;)La;,EnumChatFormat
a,a(int arg0),func_175744_a(int arg0),,,,,method,a(int arg0),(I)La;,EnumChatFormat
a,"a(boolean arg0, boolean arg1)","func_96296_a(boolean arg0, boolean arg1)",,,,,method,"a(boolean arg0, boolean arg1)",(ZZ)Ljava/util/Collection;,Collection<String>
aa,<init>,,,,,,constructor,(),()V,public
aa,c(),func_71517_b(),getCommand(),,,,method,c(),()Ljava/lang/String;,String
aa,a(),func_82362_a(),,,,,method,a(),()I,int
aa,b(n arg0),func_71518_a(ICommandSender arg0),getUsage(ICommandListener arg0),,,,method,b(n arg0),(Ln;)Ljava/lang/String;,String
aa,"a(MinecraftServer arg0, n arg1, String[] arg2)","func_184881_a(MinecraftServer arg0, ICommandSender arg1, String[] arg2)","execute(MinecraftServer arg0, ICommandListener arg1, String[] arg2)",,,,method,"a(MinecraftServer arg0, n arg1, String[] arg2)",(Lnet/minecraft/server/MinecraftServer;Ln;[Ljava/lang/String;)V,void
aa,"a(MinecraftServer arg0, n arg1, String[] arg2, co arg3)","func_184883_a(MinecraftServer arg0, ICommandSender arg1, String[] arg2, BlockPos arg3)","tabComplete(MinecraftServer arg0, ICommandListener arg1, String[] arg2, BlockPosition arg3)",,,,method,"a(MinecraftServer arg0, n arg1, String[] arg2, co arg3)",(Lnet/minecraft/server/MinecraftServer;Ln;[Ljava/lang/String;Lco;)Ljava/util/List;,List<String>
aa,"b(String[] arg0, int arg1)","func_82358_a(String[] arg0, int arg1)","isListStart(String[] arg0, int arg1)",,,,method,"b(String[] arg0, int arg1)",([Ljava/lang/String;I)Z,boolean
aaa,<init>,,,,,,constructor,(arg0),(Lajs;)V,public
aaa,bC(),func_184176_by(),,,,,method,bC(),()Lno;,SoundCategory
aaa,n(),func_70636_d(),,,,,method,n(),()V,void
aaa,A_(),func_70071_h_(),,,,,method,A_(),()V,void
aaa,aa(),func_184184_Z(),,,,,method,aa(),()Lnm;,SoundEffect
aaa,ab(),func_184181_aa(),,,,,method,ab(),()Lnm;,SoundEffect
aaa,"a(ry arg0, float arg1)","func_70097_a(DamageSource arg0, float arg1)","damageEntity(DamageSource arg0, float arg1)",,,,method,"a(ry arg0, float arg1)",(Lry;F)Z,boolean
aaa,bW(),func_184601_bQ(),,,,,method,bW(),()Lnm;,SoundEffect
aaa,bX(),func_184615_bR(),,,,,method,bX(),()Lnm;,SoundEffect
aaa,e(int arg0),func_184588_d(int arg0),,,,,method,e(int arg0),(I)Lnm;,SoundEffect
aaa,B(sn arg0),func_70652_k(Entity arg0),,,,,method,B(sn arg0),(Lsn;)Z,boolean
aaa,a(co arg0),func_180484_a(BlockPos arg0),,,,,method,a(co arg0),(Lco;)F,float
aaa,r_(),func_70814_o(),,,,,method,r_(),()Z,boolean
aaa,cM(),func_70601_bi(),,,,,method,cM(),()Z,boolean
aaa,bE(),func_110147_ax(),initAttributes(),,,,method,bE(),()V,void
aaa,bH(),func_146066_aG(),isDropExperience(),,,,method,bH(),()Z,boolean
aab$a,<init>,,,,,,constructor,(arg0),(Laab;)V,public
aab$a,a(),func_75250_a(),,,,,method,a(),()Z,boolean
aab$b,<init>,,,,,,constructor,(arg0),(Laab;)V,public
aab$b,"a(te arg0, sw arg1)","func_179446_a(EntityCreature arg0, EntityLivingBase arg1)",,,,,method,"a(te arg0, sw arg1)",(Lte;Lsw;)V,void
aab,<init>,,,,,,constructor,(arg0),(Lajs;)V,public
aab,a(sw arg0),func_70604_c(EntityLivingBase arg0),,,,,method,a(sw arg0),(Lsw;)V,void
aab,dk(),func_175456_n(),,,,,method,dk(),()V,void
aab,bE(),func_110147_ax(),initAttributes(),,,,method,bE(),()V,void
aab,M(),func_70619_bc(),,,,,method,M(),()V,void
aab,cM(),func_70601_bi(),,,,,method,cM(),()Z,boolean
aab,cN(),func_70058_J(),canSpawn(),,,,method,cN(),()Z,boolean
aab,a(ph arg0),func_189781_b(DataFixer arg0),,,,,method,a(ph arg0),(Lph;)V,void
aab,b(du arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(du arg0),(Ldu;)V,void
aab,a(du arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(du arg0),(Ldu;)V,void
aab,"a(ry arg0, float arg1)","func_70097_a(DamageSource arg0, float arg1)","damageEntity(DamageSource arg0, float arg1)",,,,method,"a(ry arg0, float arg1)",(Lry;F)Z,boolean
aab,a(sn arg0),func_70835_c(Entity arg0),,,,,method,a(sn arg0),(Lsn;)V,void
aab,dl(),func_175457_ck(),,,,,method,dl(),()Z,boolean
aab,G(),func_184639_G(),,,,,method,G(),()Lnm;,SoundEffect
aab,bW(),func_184601_bQ(),,,,,method,bW(),()Lnm;,SoundEffect
aab,bX(),func_184615_bR(),,,,,method,bX(),()Lnm;,SoundEffect
aab,J(),func_184647_J(),,,,,method,J(),()Lkq;,MinecraftKey
aab,"a(aay arg0, ri arg1)","func_184645_a(EntityPlayer arg0, EnumHand arg1)",,,,,method,"a(aay arg0, ri arg1)",(Laay;Lri;)Z,boolean
aab,a(rh arg0),func_180481_a(DifficultyInstance arg0),,,,,method,a(rh arg0),(Lrh;)V,void
aab,dj(),func_190732_dj(),,,,,method,dj(),()Lafj;,ItemStack
aac,"a(sw arg0, float arg1)","func_82196_d(EntityLivingBase arg0, float arg1)",,,,,method,"a(sw arg0, float arg1)",(Lsw;F)V,void
aad,a(tn arg0),func_111257_a(AbstractAttributeMap arg0),,,,,method,a(tn arg0),(Ltn;)Lea;,NBTTagList
aad,a(tk arg0),func_111261_a(IAttributeInstance arg0),,,,,method,a(tk arg0),(Ltk;)Ldu;,NBTTagCompound
