混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
aal,net/minecraft/entity/monster/EntityVindicator,net/minecraft/server/v1_11_R1/EntityVindicator,,,
aam,net/minecraft/entity/monster/EntityWitch,net/minecraft/server/v1_11_R1/EntityWitch,,,
aan,net/minecraft/entity/monster/EntityWitherSkeleton,net/minecraft/server/v1_11_R1/EntitySkeletonWither,,,
aao$a,net/minecraft/entity/monster/EntityZombie$GroupData,net/minecraft/server/v1_11_R1/EntityZombie$GroupDataZombie,,,
aao,net/minecraft/entity/monster/EntityZombie,net/minecraft/server/v1_11_R1/EntityZombie,,,
aap,net/minecraft/entity/monster/EntityZombieVillager,net/minecraft/server/v1_11_R1/EntityZombieVillager,,,
aas,net/minecraft/entity/INpc,net/minecraft/server/v1_11_R1/NPC,,,
aat$1,net/minecraft/entity/passive/EntityVillager$1,net/minecraft/server/v1_11_R1/EntityVillager$1,,,
aat$a,net/minecraft/entity/passive/EntityVillager$EmeraldForItems,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionBuy,,,
aat$b,net/minecraft/entity/passive/EntityVillager$ListEnchantedBookForEmeralds,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionBook,,,
aat$c,net/minecraft/entity/passive/EntityVillager$ListEnchantedItemForEmeralds,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionEnchant,,,
aat$d,net/minecraft/entity/passive/EntityVillager$ItemAndEmeraldToItem,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionProcess,,,
aat$e,net/minecraft/entity/passive/EntityVillager$ListItemForEmeralds,net/minecraft/server/v1_11_R1/EntityVillager$MerchantRecipeOptionSell,,,
aat$f,net/minecraft/entity/passive/EntityVillager$ITradeList,net/minecraft/server/v1_11_R1/EntityVillager$IMerchantRecipeOption,,,
aat$g,net/minecraft/entity/passive/EntityVillager$PriceInfo,net/minecraft/server/v1_11_R1/EntityVillager$MerchantOptionRandomRange,,,
aat$h,net/minecraft/entity/passive/EntityVillager$TreasureMapForEmeralds,net/minecraft/server/v1_11_R1/EntityVillager$h,,,
aat,net/minecraft/entity/passive/EntityVillager,net/minecraft/server/v1_11_R1/EntityVillager,,,
aaw,net/minecraft/entity/player/PlayerCapabilities,net/minecraft/server/v1_11_R1/PlayerAbilities,,,
aax$1,net/minecraft/entity/player/InventoryPlayer$1,net/minecraft/server/v1_11_R1/PlayerInventory$1,,,
aax,net/minecraft/entity/player/InventoryPlayer,net/minecraft/server/v1_11_R1/PlayerInventory,,,
aay$1,net/minecraft/entity/player/EntityPlayer$1,net/minecraft/server/v1_11_R1/EntityHuman$1,,,
aay$a,net/minecraft/entity/player/EntityPlayer$SleepResult,net/minecraft/server/v1_11_R1/EntityHuman$EnumBedResult,,,
aay$b,net/minecraft/entity/player/EntityPlayer$EnumChatVisibility,net/minecraft/server/v1_11_R1/EntityHuman$EnumChatVisibility,,,
aay,net/minecraft/entity/player/EntityPlayer,net/minecraft/server/v1_11_R1/EntityHuman,,,
ab,net/minecraft/command/server/CommandEmote,net/minecraft/server/v1_11_R1/CommandMe,,,
abb$1,net/minecraft/entity/projectile/EntityArrow$1,net/minecraft/server/v1_11_R1/EntityArrow$1,,,
abb$a,net/minecraft/entity/projectile/EntityArrow$PickupStatus,net/minecraft/server/v1_11_R1/EntityArrow$PickupStatus,,,
abb,net/minecraft/entity/projectile/EntityArrow,net/minecraft/server/v1_11_R1/EntityArrow,,,
abc,net/minecraft/entity/projectile/EntityDragonFireball,net/minecraft/server/v1_11_R1/EntityDragonFireball,,,
abd,net/minecraft/entity/projectile/EntityEvokerFangs,net/minecraft/server/v1_11_R1/EntityEvokerFangs,,,
abe,net/minecraft/entity/item/EntityEnderEye,net/minecraft/server/v1_11_R1/EntityEnderSignal,,,
abf,net/minecraft/entity/projectile/EntityFireball,net/minecraft/server/v1_11_R1/EntityFireball,,,
abg,net/minecraft/entity/item/EntityFireworkRocket,net/minecraft/server/v1_11_R1/EntityFireworks,,,
abh,net/minecraft/entity/projectile/EntityLargeFireball,net/minecraft/server/v1_11_R1/EntityLargeFireball,,,
abi,net/minecraft/entity/projectile/EntityLlamaSpit,net/minecraft/server/v1_11_R1/EntityLlamaSpit,,,
abj,net/minecraft/entity/IProjectile,net/minecraft/server/v1_11_R1/IProjectile,,,
abk,net/minecraft/entity/projectile/ProjectileHelper,net/minecraft/server/v1_11_R1/ProjectileHelper,,,
abl,net/minecraft/entity/projectile/EntityShulkerBullet,net/minecraft/server/v1_11_R1/EntityShulkerBullet,,,
abm,net/minecraft/entity/projectile/EntitySmallFireball,net/minecraft/server/v1_11_R1/EntitySmallFireball,,,
abn,net/minecraft/entity/projectile/EntitySnowball,net/minecraft/server/v1_11_R1/EntitySnowball,,,
abo,net/minecraft/entity/projectile/EntitySpectralArrow,net/minecraft/server/v1_11_R1/EntitySpectralArrow,,,
abp,net/minecraft/entity/projectile/EntityThrowable,net/minecraft/server/v1_11_R1/EntityProjectile,,,
abq,net/minecraft/entity/projectile/EntityEgg,net/minecraft/server/v1_11_R1/EntityEgg,,,
abr,net/minecraft/entity/item/EntityEnderPearl,net/minecraft/server/v1_11_R1/EntityEnderPearl,,,
abs,net/minecraft/entity/item/EntityExpBottle,net/minecraft/server/v1_11_R1/EntityThrownExpBottle,,,
abt$1,net/minecraft/entity/projectile/EntityPotion$1,net/minecraft/server/v1_11_R1/EntityPotion$1,,,
abt,net/minecraft/entity/projectile/EntityPotion,net/minecraft/server/v1_11_R1/EntityPotion,,,
abu,net/minecraft/entity/projectile/EntityTippedArrow,net/minecraft/server/v1_11_R1/EntityTippedArrow,,,
abv,net/minecraft/entity/projectile/EntityWitherSkull,net/minecraft/server/v1_11_R1/EntityWitherSkull,,,
abx$a,net/minecraft/entity/item/EntityBoat$Status,net/minecraft/server/v1_11_R1/EntityBoat$EnumStatus,,,
abx$b,net/minecraft/entity/item/EntityBoat$Type,net/minecraft/server/v1_11_R1/EntityBoat$EnumBoatType,,,
abx,net/minecraft/entity/item/EntityBoat,net/minecraft/server/v1_11_R1/EntityBoat,,,
aby$a,net/minecraft/entity/item/EntityMinecart$Type,net/minecraft/server/v1_11_R1/EntityMinecartAbstract$EnumMinecartType,,,
aby,net/minecraft/entity/item/EntityMinecart,net/minecraft/server/v1_11_R1/EntityMinecartAbstract,,,
abz,net/minecraft/entity/item/EntityMinecartChest,net/minecraft/server/v1_11_R1/EntityMinecartChest,,,
ac,net/minecraft/command/CommandEnchant,net/minecraft/server/v1_11_R1/CommandEnchant,,,
aca$1,net/minecraft/entity/item/EntityMinecartCommandBlock$1,net/minecraft/server/v1_11_R1/EntityMinecartCommandBlock$1,,,
aca$2,net/minecraft/entity/item/EntityMinecartCommandBlock$2,net/minecraft/server/v1_11_R1/EntityMinecartCommandBlock$2,,,
aca,net/minecraft/entity/item/EntityMinecartCommandBlock,net/minecraft/server/v1_11_R1/EntityMinecartCommandBlock,,,
acb,net/minecraft/entity/item/EntityMinecartContainer,net/minecraft/server/v1_11_R1/EntityMinecartContainer,,,
acc,net/minecraft/entity/item/EntityMinecartFurnace,net/minecraft/server/v1_11_R1/EntityMinecartFurnace,,,
acd,net/minecraft/entity/item/EntityMinecartHopper,net/minecraft/server/v1_11_R1/EntityMinecartHopper,,,
ace,net/minecraft/entity/item/EntityMinecartEmpty,net/minecraft/server/v1_11_R1/EntityMinecartRideable,,,
acf$1,net/minecraft/entity/item/EntityMinecartMobSpawner$1,net/minecraft/server/v1_11_R1/EntityMinecartMobSpawner$1,,,
acf$2,net/minecraft/entity/item/EntityMinecartMobSpawner$2,net/minecraft/server/v1_11_R1/EntityMinecartMobSpawner$2,,,
acf,net/minecraft/entity/item/EntityMinecartMobSpawner,net/minecraft/server/v1_11_R1/EntityMinecartMobSpawner,,,
acg,net/minecraft/entity/item/EntityMinecartTNT,net/minecraft/server/v1_11_R1/EntityMinecartTNT,,,
acj,net/minecraft/util/FoodStats,net/minecraft/server/v1_11_R1/FoodMetaData,,,
acl,net/minecraft/inventory/Container,net/minecraft/server/v1_11_R1/Container,,,
acm$1,net/minecraft/inventory/ContainerRepair$1,net/minecraft/server/v1_11_R1/ContainerAnvil$1,,,
acm$2,net/minecraft/inventory/ContainerRepair$2,net/minecraft/server/v1_11_R1/ContainerAnvil$2,,,
acm,net/minecraft/inventory/ContainerRepair,net/minecraft/server/v1_11_R1/ContainerAnvil,,,
acn$a,net/minecraft/inventory/ContainerBeacon$BeaconSlot,net/minecraft/server/v1_11_R1/ContainerBeacon$SlotBeacon,,,
acn,net/minecraft/inventory/ContainerBeacon,net/minecraft/server/v1_11_R1/ContainerBeacon,,,
aco$a,net/minecraft/inventory/ContainerBrewingStand$Fuel,net/minecraft/server/v1_11_R1/ContainerBrewingStand$a,,,
aco$b,net/minecraft/inventory/ContainerBrewingStand$Ingredient,net/minecraft/server/v1_11_R1/ContainerBrewingStand$SlotBrewing,,,
aco$c,net/minecraft/inventory/ContainerBrewingStand$Potion,net/minecraft/server/v1_11_R1/ContainerBrewingStand$SlotPotionBottle,,,
aco,net/minecraft/inventory/ContainerBrewingStand,net/minecraft/server/v1_11_R1/ContainerBrewingStand,,,
acp,net/minecraft/inventory/ContainerChest,net/minecraft/server/v1_11_R1/ContainerChest,,,
acq,net/minecraft/inventory/ClickType,net/minecraft/server/v1_11_R1/InventoryClickType,,,
acr,net/minecraft/inventory/IContainerListener,net/minecraft/server/v1_11_R1/ICrafting,,,
acs,net/minecraft/inventory/InventoryCrafting,net/minecraft/server/v1_11_R1/InventoryCrafting,,,
act,net/minecraft/inventory/ContainerWorkbench,net/minecraft/server/v1_11_R1/ContainerWorkbench,,,
acu,net/minecraft/inventory/ContainerDispenser,net/minecraft/server/v1_11_R1/ContainerDispenser,,,
acv$1,net/minecraft/inventory/ContainerEnchantment$1,net/minecraft/server/v1_11_R1/ContainerEnchantTable$1,,,
acv$2,net/minecraft/inventory/ContainerEnchantment$2,net/minecraft/server/v1_11_R1/ContainerEnchantTable$2,,,
acv$3,net/minecraft/inventory/ContainerEnchantment$3,net/minecraft/server/v1_11_R1/ContainerEnchantTable$3,,,
acv,net/minecraft/inventory/ContainerEnchantment,net/minecraft/server/v1_11_R1/ContainerEnchantTable,,,
acw,net/minecraft/inventory/SlotFurnaceFuel,net/minecraft/server/v1_11_R1/SlotFurnaceFuel,,,
acx,net/minecraft/inventory/ContainerFurnace,net/minecraft/server/v1_11_R1/ContainerFurnace,,,
acy,net/minecraft/inventory/SlotFurnaceOutput,net/minecraft/server/v1_11_R1/SlotFurnaceResult,,,
acz,net/minecraft/inventory/ContainerHopper,net/minecraft/server/v1_11_R1/ContainerHopper,,,
ad,net/minecraft/command/CommandEntityData,net/minecraft/server/v1_11_R1/CommandEntityData,,,
ada,net/minecraft/inventory/ContainerHorseChest,net/minecraft/server/v1_11_R1/InventoryHorseChest,,,
adb$1,net/minecraft/inventory/ContainerHorseInventory$1,net/minecraft/server/v1_11_R1/ContainerHorse$1,,,
adb$2,net/minecraft/inventory/ContainerHorseInventory$2,net/minecraft/server/v1_11_R1/ContainerHorse$2,,,
adb,net/minecraft/inventory/ContainerHorseInventory,net/minecraft/server/v1_11_R1/ContainerHorse,,,
adc$1,net/minecraft/inventory/ContainerPlayer$1,net/minecraft/server/v1_11_R1/ContainerPlayer$1,,,
adc$2,net/minecraft/inventory/ContainerPlayer$2,net/minecraft/server/v1_11_R1/ContainerPlayer$2,,,
adc,net/minecraft/inventory/ContainerPlayer,net/minecraft/server/v1_11_R1/ContainerPlayer,,,
add,net/minecraft/inventory/InventoryMerchant,net/minecraft/server/v1_11_R1/InventoryMerchant,,,
ade,net/minecraft/inventory/ContainerMerchant,net/minecraft/server/v1_11_R1/ContainerMerchant,,,
adf,net/minecraft/inventory/SlotMerchantResult,net/minecraft/server/v1_11_R1/SlotMerchantResult,,,
adg,net/minecraft/inventory/InventoryEnderChest,net/minecraft/server/v1_11_R1/InventoryEnderChest,,,
adh,net/minecraft/inventory/InventoryCraftResult,net/minecraft/server/v1_11_R1/InventoryCraftResult,,,
adi,net/minecraft/inventory/SlotCrafting,net/minecraft/server/v1_11_R1/SlotResult,,,
adj,net/minecraft/inventory/ContainerShulkerBox,net/minecraft/server/v1_11_R1/ContainerShulkerBox,,,
adk,net/minecraft/inventory/SlotShulkerBox,net/minecraft/server/v1_11_R1/SlotShulkerBox,,,
adl,net/minecraft/inventory/Slot,net/minecraft/server/v1_11_R1/Slot,,,
adn,net/minecraft/item/ItemAir,net/minecraft/server/v1_11_R1/ItemAir,,,
ado,net/minecraft/item/ItemAnvilBlock,net/minecraft/server/v1_11_R1/ItemAnvil,,,
adp$1,net/minecraft/item/ItemArmor$1,net/minecraft/server/v1_11_R1/ItemArmor$1,,,
adp$a,net/minecraft/item/ItemArmor$ArmorMaterial,net/minecraft/server/v1_11_R1/ItemArmor$EnumArmorMaterial,,,
adp,net/minecraft/item/ItemArmor,net/minecraft/server/v1_11_R1/ItemArmor,,,
adq,net/minecraft/item/ItemArmorStand,net/minecraft/server/v1_11_R1/ItemArmorStand,,,
adr,net/minecraft/item/ItemArrow,net/minecraft/server/v1_11_R1/ItemArrow,,,
ads,net/minecraft/item/ItemAxe,net/minecraft/server/v1_11_R1/ItemAxe,,,
adt,net/minecraft/item/ItemBanner,net/minecraft/server/v1_11_R1/ItemBanner,,,
adu,net/minecraft/item/ItemBed,net/minecraft/server/v1_11_R1/ItemBed,,,
adv,net/minecraft/item/ItemBlock,net/minecraft/server/v1_11_R1/ItemBlock,,,
adw,net/minecraft/item/ItemBlockSpecial,net/minecraft/server/v1_11_R1/ItemReed,,,
adx,net/minecraft/item/ItemBoat,net/minecraft/server/v1_11_R1/ItemBoat,,,
ady,net/minecraft/item/ItemBook,net/minecraft/server/v1_11_R1/ItemBook,,,
adz$1,net/minecraft/item/ItemGlassBottle$1,net/minecraft/server/v1_11_R1/ItemGlassBottle$1,,,
adz,net/minecraft/item/ItemGlassBottle,net/minecraft/server/v1_11_R1/ItemGlassBottle,,,
ae$1,net/minecraft/command/CommandExecuteAt$1,net/minecraft/server/v1_11_R1/CommandExecute$1,,,
ae,net/minecraft/command/CommandExecuteAt,net/minecraft/server/v1_11_R1/CommandExecute,,,
aea$1,net/minecraft/item/ItemBow$1,net/minecraft/server/v1_11_R1/ItemBow$1,,,
aea$2,net/minecraft/item/ItemBow$2,net/minecraft/server/v1_11_R1/ItemBow$2,,,
aea,net/minecraft/item/ItemBow,net/minecraft/server/v1_11_R1/ItemBow,,,
aeb,net/minecraft/item/ItemSoup,net/minecraft/server/v1_11_R1/ItemSoup,,,
aec,net/minecraft/item/ItemBucket,net/minecraft/server/v1_11_R1/ItemBucket,,,
aed,net/minecraft/item/ItemCarrotOnAStick,net/minecraft/server/v1_11_R1/ItemCarrotStick,,,
aee,net/minecraft/item/ItemChorusFruit,net/minecraft/server/v1_11_R1/ItemChorusFruit,,,
aef$1,net/minecraft/item/ItemClock$1,net/minecraft/server/v1_11_R1/ItemClock$1,,,
aef,net/minecraft/item/ItemClock,net/minecraft/server/v1_11_R1/ItemClock,,,
aeg,net/minecraft/item/ItemCoal,net/minecraft/server/v1_11_R1/ItemCoal,,,
aeh$1,net/minecraft/item/ItemCompass$1,net/minecraft/server/v1_11_R1/ItemCompass$1,,,
aeh,net/minecraft/item/ItemCompass,net/minecraft/server/v1_11_R1/ItemCompass,,,
aei,net/minecraft/item/ItemMapBase,net/minecraft/server/v1_11_R1/ItemWorldMapBase,,,
aej$1,net/minecraft/creativetab/CreativeTabs$1,net/minecraft/server/v1_11_R1/CreativeModeTab$1,,,
aej$10,net/minecraft/creativetab/CreativeTabs$7,net/minecraft/server/v1_11_R1/CreativeModeTab$10,,,
aej$11,net/minecraft/creativetab/CreativeTabs$8,net/minecraft/server/v1_11_R1/CreativeModeTab$11,,,
aej$12,net/minecraft/creativetab/CreativeTabs$9,net/minecraft/server/v1_11_R1/CreativeModeTab$12,,,
aej$2,net/minecraft/creativetab/CreativeTabs$10,net/minecraft/server/v1_11_R1/CreativeModeTab$2,,,
aej$3,net/minecraft/creativetab/CreativeTabs$11,net/minecraft/server/v1_11_R1/CreativeModeTab$3,,,
aej$4,net/minecraft/creativetab/CreativeTabs$12,net/minecraft/server/v1_11_R1/CreativeModeTab$4,,,
aej$5,net/minecraft/creativetab/CreativeTabs$2,net/minecraft/server/v1_11_R1/CreativeModeTab$5,,,
aej$6,net/minecraft/creativetab/CreativeTabs$3,net/minecraft/server/v1_11_R1/CreativeModeTab$6,,,
aej$7,net/minecraft/creativetab/CreativeTabs$4,net/minecraft/server/v1_11_R1/CreativeModeTab$7,,,
aej$8,net/minecraft/creativetab/CreativeTabs$5,net/minecraft/server/v1_11_R1/CreativeModeTab$8,,,
aej$9,net/minecraft/creativetab/CreativeTabs$6,net/minecraft/server/v1_11_R1/CreativeModeTab$9,,,
aej,net/minecraft/creativetab/CreativeTabs,net/minecraft/server/v1_11_R1/CreativeModeTab,,,
aek,net/minecraft/item/ItemTool,net/minecraft/server/v1_11_R1/ItemTool,,,
ael,net/minecraft/item/ItemDoor,net/minecraft/server/v1_11_R1/ItemDoor,,,
aem,net/minecraft/item/EnumDyeColor,net/minecraft/server/v1_11_R1/EnumColor,,,
aen,net/minecraft/item/ItemDye,net/minecraft/server/v1_11_R1/ItemDye,,,
aeo,net/minecraft/item/ItemCloth,net/minecraft/server/v1_11_R1/ItemCloth,,,
aep,net/minecraft/item/ItemEgg,net/minecraft/server/v1_11_R1/ItemEgg,,,
aeq$1,net/minecraft/item/ItemElytra$1,net/minecraft/server/v1_11_R1/ItemElytra$1,,,
aeq,net/minecraft/item/ItemElytra,net/minecraft/server/v1_11_R1/ItemElytra,,,
aer,net/minecraft/item/ItemEmptyMap,net/minecraft/server/v1_11_R1/ItemMapEmpty,,,
aes,net/minecraft/item/ItemEnchantedBook,net/minecraft/server/v1_11_R1/ItemEnchantedBook,,,
aet,net/minecraft/item/ItemEndCrystal,net/minecraft/server/v1_11_R1/ItemEndCrystal,,,
aeu,net/minecraft/item/ItemEnderEye,net/minecraft/server/v1_11_R1/ItemEnderEye,,,
aev,net/minecraft/item/ItemEnderPearl,net/minecraft/server/v1_11_R1/ItemEnderPearl,,,
aew,net/minecraft/item/ItemExpBottle,net/minecraft/server/v1_11_R1/ItemExpBottle,,,
aex,net/minecraft/item/ItemFireball,net/minecraft/server/v1_11_R1/ItemFireball,,,
aey,net/minecraft/item/ItemFireworkCharge,net/minecraft/server/v1_11_R1/ItemFireworksCharge,,,
aez,net/minecraft/item/ItemFirework,net/minecraft/server/v1_11_R1/ItemFireworks,,,
af,net/minecraft/command/CommandXP,net/minecraft/server/v1_11_R1/CommandXp,,,
afa$a,net/minecraft/item/ItemFishFood$FishType,net/minecraft/server/v1_11_R1/ItemFish$EnumFish,,,
afa,net/minecraft/item/ItemFishFood,net/minecraft/server/v1_11_R1/ItemFish,,,
afb$1,net/minecraft/item/ItemFishingRod$1,net/minecraft/server/v1_11_R1/ItemFishingRod$1,,,
afb,net/minecraft/item/ItemFishingRod,net/minecraft/server/v1_11_R1/ItemFishingRod,,,
afc,net/minecraft/item/ItemFlintAndSteel,net/minecraft/server/v1_11_R1/ItemFlintAndSteel,,,
afd,net/minecraft/item/ItemFood,net/minecraft/server/v1_11_R1/ItemFood,,,
afe,net/minecraft/item/ItemAppleGold,net/minecraft/server/v1_11_R1/ItemGoldenApple,,,
aff,net/minecraft/item/ItemHangingEntity,net/minecraft/server/v1_11_R1/ItemHanging,,,
afg,net/minecraft/item/ItemHoe,net/minecraft/server/v1_11_R1/ItemHoe,,,
afh$1,net/minecraft/item/Item$1,net/minecraft/server/v1_11_R1/Item$1,,,
afh$10,net/minecraft/item/Item$18,net/minecraft/server/v1_11_R1/Item$10,,,
afh$11,net/minecraft/item/Item$19,net/minecraft/server/v1_11_R1/Item$11,,,
afh$12,net/minecraft/item/Item$2,net/minecraft/server/v1_11_R1/Item$12,,,
afh$13,net/minecraft/item/Item$20,net/minecraft/server/v1_11_R1/Item$13,,,
afh$14,net/minecraft/item/Item$21,net/minecraft/server/v1_11_R1/Item$14,,,
afh$15,net/minecraft/item/Item$3,net/minecraft/server/v1_11_R1/Item$15,,,
afh$16,net/minecraft/item/Item$4,net/minecraft/server/v1_11_R1/Item$16,,,
afh$17,net/minecraft/item/Item$5,net/minecraft/server/v1_11_R1/Item$17,,,
afh$18,net/minecraft/item/Item$6,net/minecraft/server/v1_11_R1/Item$18,,,
afh$19,net/minecraft/item/Item$7,net/minecraft/server/v1_11_R1/Item$19,,,
afh$2,net/minecraft/item/Item$10,net/minecraft/server/v1_11_R1/Item$2,,,
afh$20,net/minecraft/item/Item$8,net/minecraft/server/v1_11_R1/Item$20,,,
afh$21,net/minecraft/item/Item$9,net/minecraft/server/v1_11_R1/Item$21,,,
afh$3,net/minecraft/item/Item$11,net/minecraft/server/v1_11_R1/Item$3,,,
afh$4,net/minecraft/item/Item$12,net/minecraft/server/v1_11_R1/Item$4,,,
afh$5,net/minecraft/item/Item$13,net/minecraft/server/v1_11_R1/Item$5,,,
afh$6,net/minecraft/item/Item$14,net/minecraft/server/v1_11_R1/Item$6,,,
afh$7,net/minecraft/item/Item$15,net/minecraft/server/v1_11_R1/Item$7,,,
afh$8,net/minecraft/item/Item$16,net/minecraft/server/v1_11_R1/Item$8,,,
afh$9,net/minecraft/item/Item$17,net/minecraft/server/v1_11_R1/Item$9,,,
afh$a,net/minecraft/item/Item$ToolMaterial,net/minecraft/server/v1_11_R1/Item$EnumToolMaterial,,,
afh,net/minecraft/item/Item,net/minecraft/server/v1_11_R1/Item,,,
afi$a,net/minecraft/util/CooldownTracker$Cooldown,net/minecraft/server/v1_11_R1/ItemCooldown$Info,,,
afi,net/minecraft/util/CooldownTracker,net/minecraft/server/v1_11_R1/ItemCooldown,,,
afj,net/minecraft/item/ItemStack,net/minecraft/server/v1_11_R1/ItemStack,,,
afk,net/minecraft/item/IItemPropertyGetter,net/minecraft/server/v1_11_R1/IDynamicTexture,,,
afl,net/minecraft/init/Items,net/minecraft/server/v1_11_R1/Items,,,
afm,net/minecraft/item/ItemLead,net/minecraft/server/v1_11_R1/ItemLeash,,,
afn,net/minecraft/item/ItemLeaves,net/minecraft/server/v1_11_R1/ItemLeaves,,,
afo,net/minecraft/item/ItemLingeringPotion,net/minecraft/server/v1_11_R1/ItemLingeringPotion,,,
afp,net/minecraft/item/ItemMap,net/minecraft/server/v1_11_R1/ItemWorldMap,,,
afq,net/minecraft/item/ItemBucketMilk,net/minecraft/server/v1_11_R1/ItemMilkBucket,,,
afr$1,net/minecraft/item/ItemMinecart$1,net/minecraft/server/v1_11_R1/ItemMinecart$1,,,
afr,net/minecraft/item/ItemMinecart,net/minecraft/server/v1_11_R1/ItemMinecart,,,
afs$1,net/minecraft/item/ItemMultiTexture$1,net/minecraft/server/v1_11_R1/ItemMultiTexture$1,,,
