owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,type
a,a,BLACK,BLACK,,,,enum,
a,b,DARK_BLUE,DARK_BLUE,,,,enum,
a,c,DARK_GREEN,DARK_GREEN,,,,enum,
a,d,DARK_AQUA,DARK_AQUA,,,,enum,
a,e,DARK_RED,DARK_RED,,,,enum,
a,f,DARK_PURPLE,DARK_PURPLE,,,,enum,
a,g,GOLD,GOLD,,,,enum,
a,h,GRAY,GRAY,,,,enum,
a,i,DARK_GRAY,DARK_GRAY,,,,enum,
a,j,BLUE,BLUE,,,,enum,
a,k,GREEN,GREEN,,,,enum,
a,l,AQUA,AQUA,,,,enum,
a,m,RED,RED,,,,enum,
a,n,LIGHT_PURPLE,LIGHT_PURPLE,,,,enum,
a,o,YELLOW,YELLOW,,,,enum,
a,p,WHITE,WHITE,,,,enum,
a,q,OBFUSCATED,OBFUSCATED,,,,enum,
a,r,BOLD,BOLD,,,,enum,
a,s,STRIKETHROUGH,STRIKETHROUGH,,,,enum,
a,t,UNDERLINE,UNDERLINE,,,,enum,
a,u,ITALIC,ITALIC,,,,enum,
a,v,RESET,RESET,,,,enum,
a,w,field_96331_x,,,,,field,"private static final Map<String, EnumChatFormat>"
a,x,field_96330_y,,,,,field,private static final Pattern
a,y,field_175748_y,,,,,field,private final String
a,z,field_96329_z,,,,,field,private final char
a,A,field_96303_A,,,,,field,private final boolean
a,B,field_96304_B,,,,,field,private final String
a,C,field_175747_C,,,,,field,private final int
aaa,e,field_92057_e,yield,,,,field,public int
aad,a,field_184570_a,shooter,,,,field,private EntityLiving
aad,b,field_184571_b,target,,,,field,private Entity
aad,c,field_184573_c,,,,,field,private EnumDirection
aad,d,field_184575_d,,,,,field,private int
aad,e,field_184577_e,,,,,field,private double
aad,f,field_184578_f,,,,,field,private double
aad,g,field_184579_g,,,,,field,private double
aad,h,field_184580_h,,,,,field,private UUID
aad,au,field_184572_as,,,,,field,private BlockPosition
aad,av,field_184574_at,,,,,field,private UUID
aad,aw,field_184576_au,,,,,field,private BlockPosition
aag,f,field_184562_f,duration,,,,field,private int
aah,d,field_145788_c,blockX,,,,field,private int
aah,e,field_145786_d,blockY,,,,field,private int
aah,f,field_145787_e,blockZ,,,,field,private int
aah,g,field_174853_f,inBlockId,,,,field,private Block
aah,a,field_174854_a,inGround,,,,field,protected boolean
aah,b,field_70191_b,shake,,,,field,public int
aah,h,field_70192_c,shooter,,,,field,private EntityLiving
aah,au,field_85053_h,shooterName,,,,field,private String
aah,av,field_70194_h,,,,,field,private int
aah,aw,field_70195_i,,,,,field,private int
aah,c,field_184539_c,,,,,field,public Entity
aah,ax,field_184540_av,,,,,field,private int
aaj,d,field_181555_c,,,,,field,private EntityLiving
aal,d,field_184545_d,,,,,field,private static final DataWatcherObject<com.google.common.base.Optional<ItemStack>>
aal,e,field_184546_e,,,,,field,private static final org.apache.logging.log4j.Logger
aam,f,field_184559_f,,,,,field,private static final DataWatcherObject<Integer>
aam,g,field_184560_g,potionRegistry,,,,field,private PotionRegistry
aam,h,field_184561_h,effects,,,,field,private final Set<MobEffect>
aan,e,field_184565_e,,,,,field,private static final DataWatcherObject<Boolean>
aap$a,a,IN_WATER,IN_WATER,,,,enum,
aap$a,b,UNDER_WATER,UNDER_WATER,,,,enum,
aap$a,c,UNDER_FLOWING_WATER,UNDER_FLOWING_WATER,,,,enum,
aap$a,d,ON_LAND,ON_LAND,,,,enum,
aap$a,e,IN_AIR,IN_AIR,,,,enum,
aap$b,a,OAK,OAK,,,,enum,
aap$b,b,SPRUCE,SPRUCE,,,,enum,
aap$b,c,BIRCH,BIRCH,,,,enum,
aap$b,d,JUNGLE,JUNGLE,,,,enum,
aap$b,e,ACACIA,ACACIA,,,,enum,
aap$b,f,DARK_OAK,DARK_OAK,,,,enum,
aap$b,g,field_184990_g,,,,,field,private final String
aap$b,h,field_184991_h,,,,,field,private final int
aap,a,field_184460_a,,,,,field,private static final DataWatcherObject<Integer>
aap,b,field_184462_b,,,,,field,private static final DataWatcherObject<Integer>
aap,c,field_184464_c,,,,,field,private static final DataWatcherObject<Float>
aap,d,field_184466_d,,,,,field,private static final DataWatcherObject<Integer>
aap,e,field_184468_e,,,,,field,private static final DataWatcherObject<Boolean>[]
aap,f,field_184470_f,,,,,field,private final float[]
aap,g,field_184472_g,,,,,field,private float
aap,h,field_184474_h,,,,,field,private float
aap,au,field_184475_as,,,,,field,private float
aap,av,field_184476_at,,,,,field,private int
aap,aw,field_70281_h,,,,,field,private double
aap,ax,field_184477_av,,,,,field,private double
aap,ay,field_184478_aw,,,,,field,private double
aap,az,field_70273_g,,,,,field,private double
aap,aA,field_184479_ay,,,,,field,private double
aap,aB,field_184480_az,,,,,field,private boolean
aap,aC,field_184459_aA,,,,,field,private boolean
aap,aD,field_184461_aB,,,,,field,private boolean
aap,aE,field_184463_aC,,,,,field,private boolean
aap,aF,field_184465_aD,,,,,field,private double
aap,aG,field_184467_aE,,,,,field,private float
aap,aH,field_184469_aF,,,,,field,private EntityBoat$EnumStatus
