混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
a,net/minecraft/client/renderer/Quaternion,net/minecraft/server/v1_14_R1/Quaternion,com/mojang/math/Quaternion,net/minecraft/util/math/Quaternion,net/minecraft/class_1158
aa,net/minecraft/advancements/FrameType,net/minecraft/server/v1_14_R1/AdvancementFrameType,net/minecraft/advancements/FrameType,net/minecraft/advancement/AdvancementFrame,net/minecraft/class_189
aaa$1,net/minecraft/util/ReuseableStream$1,net/minecraft/server/v1_14_R1/StreamAccumulator$1,net/minecraft/util/RewindableStream$1,net/minecraft/util/ReusableStream$1,net/minecraft/class_3538$1
aaa,net/minecraft/util/ReuseableStream,net/minecraft/server/v1_14_R1/StreamAccumulator,net/minecraft/util/RewindableStream,net/minecraft/util/ReusableStream,net/minecraft/class_3538
aab,net/minecraft/util/IDynamicSerializable,net/minecraft/server/v1_14_R1/MinecraftSerializable,net/minecraft/util/Serializable,net/minecraft/util/DynamicSerializable,net/minecraft/class_4213
aad,net/minecraft/util/IStringSerializable,net/minecraft/server/v1_14_R1/INamable,net/minecraft/util/StringRepresentable,net/minecraft/util/StringIdentifiable,net/minecraft/class_3542
aae,net/minecraft/util/StringUtils,net/minecraft/server/v1_14_R1/UtilColor,net/minecraft/util/StringUtil,net/minecraft/util/ChatUtil,net/minecraft/class_3544
aaf,net/minecraft/util/Tuple,net/minecraft/server/v1_14_R1/Tuple,net/minecraft/util/Tuple,net/minecraft/util/Pair,net/minecraft/class_3545
aag,net/minecraft/util/Unit,net/minecraft/server/v1_14_R1/Unit,net/minecraft/util/Unit,net/minecraft/util/Unit,net/minecraft/class_3902
aai$a,net/minecraft/util/WeightedRandom$Item,net/minecraft/server/v1_14_R1/WeightedRandom$WeightedRandomChoice,net/minecraft/util/WeighedRandom$WeighedRandomItem,net/minecraft/util/WeightedPicker$Entry,net/minecraft/class_3549$class_3550
aai,net/minecraft/util/WeightedRandom,net/minecraft/server/v1_14_R1/WeightedRandom,net/minecraft/util/WeighedRandom,net/minecraft/util/WeightedPicker,net/minecraft/class_3549
aaj,net/minecraft/util/datafix/DefaultTypeReferences,net/minecraft/server/v1_14_R1/DataFixTypes,net/minecraft/util/datafix/DataFixTypes,net/minecraft/datafixer/DataFixTypes,net/minecraft/class_4284
aak$1,net/minecraft/util/datafix/DataFixesManager$1,net/minecraft/server/v1_14_R1/DataConverterRegistry$1,net/minecraft/util/datafix/DataFixers$1,,net/minecraft/class_3551$1
aak$2,net/minecraft/util/datafix/DataFixesManager$2,net/minecraft/server/v1_14_R1/DataConverterRegistry$2,net/minecraft/util/datafix/DataFixers$2,,net/minecraft/class_3551$2
aak,net/minecraft/util/datafix/DataFixesManager,net/minecraft/server/v1_14_R1/DataConverterRegistry,net/minecraft/util/datafix/DataFixers,net/minecraft/datafixer/Schemas,net/minecraft/class_3551
aal,net/minecraft/util/datafix/fixes/OminousBannerTileEntityRenameFix,net/minecraft/server/v1_14_R1/DataConverterOminousBannerBlockEntityRename,net/minecraft/util/datafix/OminousBannerBlockEntityRenameFix,net/minecraft/datafixer/fix/OminousBannerBlockEntityRenameFix,net/minecraft/class_4299
aam,net/minecraft/util/datafix/fixes/OminousBannerRenameFix,net/minecraft/server/v1_14_R1/DataConverterOminousBannerRename,net/minecraft/util/datafix/OminousBannerRenameFix,net/minecraft/datafixer/fix/OminousBannerItemRenameFix,net/minecraft/class_4294
aan,net/minecraft/util/datafix/fixes/AddNewChoices,net/minecraft/server/v1_14_R1/DataConverterAddChoices,net/minecraft/util/datafix/fixes/AddNewChoices,net/minecraft/datafixer/fix/ChoiceTypesFix,net/minecraft/class_3553
aao,net/minecraft/util/datafix/fixes/AdvancementsFix,net/minecraft/server/v1_14_R1/DataConverterAdvancement,net/minecraft/util/datafix/fixes/AdvancementsFix,net/minecraft/datafixer/fix/AdvancementsFix,net/minecraft/class_3555
aap,net/minecraft/util/datafix/fixes/AddBedTileEntity,net/minecraft/server/v1_14_R1/DataConverterBedBlock,net/minecraft/util/datafix/fixes/BedBlockEntityInjecter,net/minecraft/datafixer/fix/BedBlockEntityFix,net/minecraft/class_3557
aaq,net/minecraft/util/datafix/fixes/BedItemColor,net/minecraft/server/v1_14_R1/DataConverterBedItem,net/minecraft/util/datafix/fixes/BedItemColorFix,net/minecraft/datafixer/fix/BedItemColorFix,net/minecraft/class_3559
aar,net/minecraft/util/datafix/fixes/BiomeRenames,net/minecraft/server/v1_14_R1/DataConverterBiome,net/minecraft/util/datafix/fixes/BiomeFix,net/minecraft/datafixer/fix/BiomesFix,net/minecraft/class_3561
aas,net/minecraft/util/datafix/fixes/BlockEntityBannerColor,net/minecraft/server/v1_14_R1/DataConverterBannerColour,net/minecraft/util/datafix/fixes/BlockEntityBannerColorFix,net/minecraft/datafixer/fix/BlockEntityBannerColorFix,net/minecraft/class_3564
