owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,type,side,desc
bht,j,field_181056_j,setTileEntities,,,,field,,0,
bht,k,field_178596_j,index,,,,field,,0,
bht,l,field_178597_k,modelviewMatrix,,,,field,,0,
bht,m,field_178594_l,vertexBuffers,,,,field,,0,
bht,n,field_178595_m,frameIndex,,,,field,,0,
bht,o,field_178593_n,needsUpdate,,,,field,,0,
bht,p,field_181702_p,mapEnumFacing,,,,field,,0,
bhw,a,field_178616_a,,,,,field,,,
bhw,b,field_178614_b,,,,,field,,,
bhw,c,field_178615_c,,,,,field,,,
bhw,d,field_178612_d,,,,,field,,,
bhw,e,field_178613_e,,,,,field,,,
bhw,f,field_178611_f,,,,,field,,,
bhw$1,a,field_178617_a,,,,,field,,,
bhx,a,field_178623_a,COUNT_FACES,,,,field,,0,
bhx,b,field_178622_b,bitSet,,,,field,,0,
bib,e,field_78563_e,instance,,,,field,,0,
bib,f,field_78561_f,projectionMatrixBuffer,,,,field,,0,
bib,g,field_78562_g,modelviewMatrixBuffer,,,,field,,0,
bib,h,field_78564_h,,,,,field,,,
bic,a,field_78552_a,clippingHelper,,,,field,,0,
bic,b,field_78550_b,xPosition,,,,field,,0,
bic,c,field_78551_c,yPosition,,,,field,,0,
bic,d,field_78549_d,zPosition,,,,field,,0,
bid,a,field_78557_a,frustum,,,,field,,0,
bid,b,field_178625_b,projectionMatrix,,,,field,,0,
bid,c,field_178626_c,modelviewMatrix,,,,field,,0,
bid,d,field_78554_d,clippingMatrix,,,,field,,0,
big,a,field_177103_a,TEXTURE_ARMOR_STAND,,,,field,,0,"A constant instance of the armor stand texture, wrapped inside a ResourceLocation wrapper."
big$1,a,field_177196_a,,,,,field,,,
bih,a,field_110780_a,arrowTextures,,,,field,,0,
bii,a,field_110835_a,batTextures,,,,field,,0,
bij,a,field_110837_a,blazeTextures,,,,field,,0,
bik,a,field_76998_a,modelBoat,,,,field,,0,instance of ModelBoat for rendering
bik,e,field_110782_f,boatTextures,,,,field,,0,
bil,a,field_110893_a,caveSpiderTextures,,,,field,,0,
bim,a,field_110920_a,chickenTextures,,,,field,,0,
bin,a,field_110833_a,cowTextures,,,,field,,0,
bio,a,field_110830_f,creeperTextures,,,,field,,0,
biq,a,field_110787_a,enderCrystalTextures,,,,field,,0,
biq,e,field_76995_b,modelEnderCrystal,,,,field,,0,
bir,a,field_77084_b,modelDragon,,,,field,,0,An instance of the dragon model in RenderDragon
bir,e,field_110843_g,enderDragonCrystalBeamTextures,,,,field,,0,
bir,j,field_110842_f,enderDragonExplodingTextures,,,,field,,0,
bir,k,field_110844_k,enderDragonTextures,,,,field,,0,
bis,a,field_110839_f,endermanTextures,,,,field,,0,
bis,e,field_77078_a,endermanModel,,,,field,,0,The model of the enderman
bis,j,field_77077_b,rnd,,,,field,,0,
bit,a,field_177108_a,ENDERMITE_TEXTURES,,,,field,,0,
biu,a,field_78724_e,renderEngine,,,,field,,0,
biu,b,field_78722_g,worldObj,,,,field,,0,Reference to the World object.
biu,c,field_78734_h,livingPlayer,,,,field,,0,Rendermanager's variable for the player
biu,d,field_147941_i,pointedEntity,,,,field,,0,
biu,e,field_78735_i,playerViewY,,,,field,,0,
biu,f,field_78732_j,playerViewX,,,,field,,0,
biu,g,field_78733_k,options,,,,field,,0,Reference to the GameSettings object.
biu,h,field_78730_l,viewerPosX,,,,field,,0,
biu,i,field_78731_m,viewerPosY,,,,field,,0,
biu,j,field_78728_n,viewerPosZ,,,,field,,0,
biu,k,field_78729_o,entityRenderMap,,,,field,,0,A map of entity classes and the associated renderer.
biu,l,field_178636_l,skinMap,,,,field,,0,lists the various player skin types with their associated Renderer class instances.
biu,m,field_178637_m,playerRenderer,,,,field,,0,
biu,n,field_78736_p,textRenderer,,,,field,,0,Renders fonts
biu,o,field_78725_b,renderPosX,,,,field,,0,
biu,p,field_78726_c,renderPosY,,,,field,,0,
biu,q,field_78723_d,renderPosZ,,,,field,,0,
biu,r,field_178639_r,renderOutlines,,,,field,,0,
biu,s,field_178638_s,renderShadow,,,,field,,0,
biu,t,field_85095_o,debugBoundingBox,,,,field,,0,whether bounding box should be rendered or not
biv,a,field_110778_a,shadowTextures,,,,field,,0,
biv,b,field_76990_c,renderManager,,,,field,,0,
biv,c,field_76989_e,shadowSize,,,,field,,0,
biv,d,field_76987_f,shadowOpaque,,,,field,,0,Determines the darkness of the object's shadow. Higher value makes a darker shadow.
biw,a,field_110785_a,experienceOrbTextures,,,,field,,0,
biy,a,field_77002_a,scale,,,,field,,0,
biz,a,field_110792_a,FISH_PARTICLES,,,,field,,0,
bj$a,a,field_111101_a,,,,,field,,,
bj$a,b,field_111100_b,,,,,field,,,
bja,a,field_110869_a,ghastTextures,,,,field,,0,
bja,e,field_110868_f,ghastShootingTextures,,,,field,,0,
bjb,a,field_110871_a,zombieTextures,,,,field,,0,
bjb,e,field_77073_a,scale,,,,field,,0,Scale of the model to use
bjb$1,a,field_177197_a,,,,,field,,,
bjc,a,field_177115_a,,,,,field,,,
bjc,e,field_177114_e,GUARDIAN_TEXTURE,,,,field,,0,
bjc,j,field_177116_j,GUARDIAN_ELDER_TEXTURE,,,,field,,0,
bjc,k,field_177117_k,GUARDIAN_BEAM_TEXTURE,,,,field,,0,
bjd,a,field_110852_a,,,,,field,,,
bjd,e,field_110850_f,whiteHorseTextures,,,,field,,0,
bjd,j,field_110851_g,muleTextures,,,,field,,0,
bjd,k,field_110855_h,donkeyTextures,,,,field,,0,
bjd,l,field_110854_k,zombieHorseTextures,,,,field,,0,
bjd,m,field_110853_l,skeletonHorseTextures,,,,field,,0,
bje,a,field_77071_a,modelBipedMain,,,,field,,0,
bje,e,field_77070_b,,,,,field,,,
bje,j,field_177118_j,DEFAULT_RES_LOC,,,,field,,0,
bjf,a,field_177080_a,itemRenderer,,,,field,,0,
bjf,e,field_177079_e,,,,,field,,,
bjg,a,field_110789_a,mapBackgroundTextures,,,,field,,0,
bjg,e,field_147917_g,mc,,,,field,,0,
bjg,f,field_177072_f,itemFrameModel,,,,field,,0,
bjg,g,field_177073_g,mapModel,,,,field,,0,
bjg,h,field_177074_h,itemRenderer,,,,field,,0,
bjh,a,field_77023_b,zLevel,,,,field,,0,Defines the zLevel of rendering of item on GUI.
bjh,b,field_110798_h,RES_ITEM_GLINT,,,,field,,0,
bjh,c,field_175058_l,notRenderingEffectsInGUI,,,,field,,0,False when the renderer is rendering the item's effects into a GUI
bjh,d,field_175059_m,itemModelMesher,,,,field,,0,
bjh,e,field_175057_n,textureManager,,,,field,,0,
bjh$1,a,field_147929_a,,,,,field,,,
bjh$1,b,field_147928_b,,,,,field,,,
bjh$2,a,field_147926_a,,,,,field,,,
bjh$2,b,field_147925_b,,,,,field,,,
bjh$3,a,field_147935_a,,,,,field,,,
bjh$3,b,field_147934_b,,,,,field,,,
bjh$4,a,field_147932_a,,,,,field,,,
bjh$4,b,field_147931_b,,,,,field,,,
bjh$5,a,field_178117_a,,,,,field,,,
bjh$6,a,field_178118_a,,,,,field,,,
bjh$7,a,field_178115_a,,,,,field,,,
bjh$8,a,field_178116_a,,,,,field,,,
bjh$9,a,field_178114_a,,,,,field,,,
bji,a,field_110873_a,magmaCubeTextures,,,,field,,0,
bjj,a,field_110802_a,leashKnotTextures,,,,field,,0,
bjj,e,field_110801_f,leashKnotModel,,,,field,,0,
bjl,a,field_147923_a,logger,,,,field,,0,
bjl,e,field_177096_e,textureBrightness,,,,field,,0,
bjl,f,field_77045_g,mainModel,,,,field,,0,
bjl,g,field_177095_g,brightnessBuffer,,,,field,,0,
bjl,h,field_177097_h,layerRenderers,,,,field,,0,
bjl,i,field_177098_i,renderOutlines,,,,field,,0,
bjl$1,a,field_178679_a,,,,,field,,,
bjm,a,field_77013_a,modelMinecart,,,,field,,0,instance of ModelMinecart for rendering
bjm,e,field_110804_g,minecartTextures,,,,field,,0,
bjp,a,field_110880_a,mooshroomTextures,,,,field,,0,
bjq,a,field_110877_a,blackOcelotTextures,,,,field,,0,
bjq,e,field_110875_f,ocelotTextures,,,,field,,0,
bjq,j,field_110876_g,redOcelotTextures,,,,field,,0,
bjq,k,field_110878_h,siameseOcelotTextures,,,,field,,0,
bjr,a,field_110807_a,KRISTOFFER_PAINTING_TEXTURE,,,,field,,0,
bjs,a,field_110887_f,pigTextures,,,,field,,0,
bjt,j,field_177120_j,ZOMBIE_PIGMAN_TEXTURE,,,,field,,0,
bjt$1,a,field_177198_a,,,,,field,,,
bju,a,field_177127_a,BROWN,,,,field,,0,
bju,e,field_177126_e,WHITE,,,,field,,0,
bju,j,field_177132_j,BLACK,,,,field,,0,
bju,k,field_177133_k,GOLD,,,,field,,0,
bju,l,field_177130_l,SALT,,,,field,,0,
bju,m,field_177131_m,WHITE_SPLOTCHED,,,,field,,0,
bju,n,field_177128_n,TOAST,,,,field,,0,
bju,o,field_177129_o,CAERBANNOG,,,,field,,0,
bjv,a,field_110884_f,shearedSheepTextures,,,,field,,0,
bjw,a,field_110882_a,silverfishTextures,,,,field,,0,
bjx,j,field_110862_k,skeletonTextures,,,,field,,0,
bjx,k,field_110861_l,witherSkeletonTextures,,,,field,,0,
bjx$1,a,field_177199_a,,,,,field,,,
bjy,a,field_110897_a,slimeTextures,,,,field,,0,
bjz,a,field_110895_a,snowManTextures,,,,field,,0,
bka,a,field_110890_f,spiderTextures,,,,field,,0,
bkb,a,field_110901_a,squidTextures,,,,field,,0,
bkc,a,field_177084_a,,,,,field,,,
bkc,e,field_177083_e,,,,,field,,,
bkg,a,field_110899_a,ironGolemTextures,,,,field,,0,
bkh,a,field_110903_f,villagerTextures,,,,field,,0,
bkh,e,field_110904_g,farmerVillagerTextures,,,,field,,0,
bkh,j,field_110908_h,librarianVillagerTextures,,,,field,,0,
bkh,k,field_110907_k,priestVillagerTextures,,,,field,,0,
bkh,l,field_110905_l,smithVillagerTextures,,,,field,,0,
bkh,m,field_110906_m,butcherVillagerTextures,,,,field,,0,
bki,a,field_110910_a,witchTextures,,,,field,,0,
bkj,a,field_110913_a,invulnerableWitherTextures,,,,field,,0,
bkj,e,field_110912_f,witherTextures,,,,field,,0,
bkk,a,field_110811_a,invulnerableWitherTextures,,,,field,,0,
bkk,e,field_110810_f,witherTextures,,,,field,,0,
bkk,f,field_82401_a,skeletonHeadModel,,,,field,,0,The Skeleton's head model.
bkl,a,field_110917_a,wolfTextures,,,,field,,0,
bkl,e,field_110915_f,tamedWolfTextures,,,,field,,0,
bkl,j,field_110916_g,anrgyWolfTextures,,,,field,,0,
bkm,j,field_110865_p,zombieTextures,,,,field,,0,
bkm,k,field_110864_q,zombieVillagerTextures,,,,field,,0,
bkm,l,field_82434_o,,,,,field,,,
bkm,m,field_82432_p,zombieVillagerModel,,,,field,,0,
bkm,n,field_177121_n,,,,,field,,,
bkm,o,field_177122_o,,,,,field,,,
bkm$1,a,field_177200_a,,,,,field,,,
bkn,a,field_177190_a,renderer,,,,field,,0,
bkn,b,field_177188_b,ENCHANTED_ITEM_GLINT_RES,,,,field,,0,
bkn,c,field_177189_c,modelLeggings,,,,field,,0,
bkn,d,field_177186_d,modelArmor,,,,field,,0,
bkn,e,field_177187_e,alpha,,,,field,,0,
bkn,f,field_177184_f,colorR,,,,field,,0,
bkn,g,field_177185_g,colorG,,,,field,,0,
bkn,h,field_177192_h,colorB,,,,field,,0,
bkn,i,field_177193_i,skipRenderGlint,,,,field,,0,
bkn,j,field_177191_j,ARMOR_TEXTURE_RES_MAP,,,,field,,0,
bkn$1,a,field_178747_a,,,,,field,,,
bko,a,field_177168_a,,,,,field,,,
bkp,a,field_177167_a,playerRenderer,,,,field,,0,
bkq,a,field_177174_a,endermanRenderer,,,,field,,0,
bkr,a,field_177172_a,LIGHTNING_TEXTURE,,,,field,,0,
bkr,b,field_177170_b,creeperRenderer,,,,field,,0,
bkr,c,field_177171_c,creeperModel,,,,field,,0,
bks,a,field_177209_a,,,,,field,,,
bkt,a,field_177208_a,playerRenderer,,,,field,,0,
bkv,a,field_177212_a,TEXTURE,,,,field,,0,
bkv,b,field_177211_b,dragonRenderer,,,,field,,0,
bkw,a,field_177203_a,RES_ENDERMAN_EYES,,,,field,,0,
bkw,b,field_177202_b,endermanRenderer,,,,field,,0,
bky,a,field_177206_a,livingEntityRenderer,,,,field,,0,
bkz,a,field_177205_a,mooshroomRenderer,,,,field,,0,
bla,a,field_177158_a,TEXTURE,,,,field,,0,
bla,b,field_177156_b,pigRenderer,,,,field,,0,
bla,c,field_177157_c,pigModel,,,,field,,0,
blc,a,field_177165_a,TEXTURE,,,,field,,0,
blc,b,field_177163_b,sheepRenderer,,,,field,,0,
blc,c,field_177164_c,sheepModel,,,,field,,0,
bld,a,field_177161_a,slimeRenderer,,,,field,,0,
bld,b,field_177160_b,slimeModel,,,,field,,0,
ble,a,field_177152_a,snowManRenderer,,,,field,,0,
blf,a,field_177150_a,SPIDER_EYES,,,,field,,0,
blf,b,field_177149_b,spiderRenderer,,,,field,,0,
blh,a,field_177154_a,ironGolemRenderer,,,,field,,0,
bli,a,field_177144_a,witchRenderer,,,,field,,0,
blj,a,field_177217_a,WITHER_ARMOR,,,,field,,0,
blj,b,field_177215_b,witherRenderer,,,,field,,0,
blj,c,field_177216_c,witherModel,,,,field,,0,
blk,a,field_177147_a,WOLF_COLLAR,,,,field,,0,
blk,b,field_177146_b,wolfRenderer,,,,field,,0,
bln,a,field_177140_a,smallArms,,,,field,,0,this field is used to indicate the 3-pixel wide arms
blo,a,field_148118_a,,,,,field,,,
blo,b,field_148116_b,,,,,field,,,
blo,c,field_148117_c,,,,,field,,,
blo,d,field_148114_d,,,,,field,,,
blo,e,field_148115_e,,,,,field,,,
blo,f,field_148112_f,,,,,field,,,
blo,g,field_148113_g,,,,,field,,,
blo,h,field_148119_h,,,,,field,,,
blq,a,field_148003_a,logger,,,,field,,0,
blq,b,field_148001_b,defaultShaderUniform,,,,field,,0,
blq,c,field_148002_c,staticShaderManager,,,,field,,0,
blq,d,field_147999_d,currentProgram,,,,field,,0,
blq,e,field_148000_e,,,,,field,,,
blq,f,field_147997_f,shaderSamplers,,,,field,,0,maps sampler names to their texture
blq,g,field_147998_g,samplerNames,,,,field,,0,
blq,h,field_148010_h,shaderSamplerLocations,,,,field,,0,
blq,i,field_148011_i,shaderUniforms,,,,field,,0,
blq,j,field_148008_j,shaderUniformLocations,,,,field,,0,
blq,k,field_148009_k,mappedShaderUniforms,,,,field,,0,
blq,l,field_148006_l,program,,,,field,,0,
blq,m,field_148007_m,programFilename,,,,field,,0,
blq,n,field_148004_n,useFaceCulling,,,,field,,0,
blq,o,field_148005_o,isDirty,,,,field,,0,
blq,p,field_148016_p,,,,,field,,,
blq,q,field_148015_q,attribLocations,,,,field,,0,
blq,r,field_148014_r,attributes,,,,field,,0,
blq,s,field_148013_s,vertexShaderLoader,,,,field,,0,
blq,t,field_148012_t,fragmentShaderLoader,,,,field,,0,
blr,a,field_148035_a,mainFramebuffer,,,,field,,0,
blr,b,field_148033_b,resourceManager,,,,field,,0,
blr,c,field_148034_c,shaderGroupName,,,,field,,0,
blr,d,field_148031_d,listShaders,,,,field,,0,
blr,e,field_148032_e,mapFramebuffers,,,,field,,0,
blr,f,field_148029_f,listFramebuffers,,,,field,,0,
blr,g,field_148030_g,projectionMatrix,,,,field,,0,
blr,h,field_148038_h,mainFramebufferWidth,,,,field,,0,
blr,i,field_148039_i,mainFramebufferHeight,,,,field,,0,
blr,j,field_148036_j,,,,,field,,,
blr,k,field_148037_k,,,,,field,,,
bls,a,field_148052_a,framebufferIn,,,,field,,0,
bls,b,field_148050_b,framebufferOut,,,,field,,0,
bls,c,field_148051_c,manager,,,,field,,0,
bls,d,field_148048_d,listAuxFramebuffers,,,,field,,0,
bls,e,field_148049_e,listAuxNames,,,,field,,0,
bls,f,field_148046_f,listAuxWidths,,,,field,,0,
bls,g,field_148047_g,listAuxHeights,,,,field,,0,
bls,h,field_148053_h,projectionMatrix,,,,field,,0,
blt,a,field_148061_a,shaderType,,,,field,,0,
blt,b,field_148059_b,shaderFilename,,,,field,,0,
blt,c,field_148060_c,shader,,,,field,,0,
blt,d,field_148058_d,shaderAttachCount,,,,field,,0,
blt$a,a,VERTEX,,,,,field,,,
blt$a,b,FRAGMENT,,,,,field,,,
blt$a,c,field_148072_c,shaderName,,,,field,,0,
blt$a,d,field_148069_d,shaderExtension,,,,field,,0,
blt$a,e,field_148070_e,shaderMode,,,,field,,0,
blt$a,f,field_148067_f,loadedShaders,,,,field,,0,
blt$a,g,$VALUES,,,,,field,,,
blu,a,field_148080_a,logger,,,,field,,0,
blu,b,field_148079_b,staticShaderLinkHelper,,,,field,,0,
blv,a,field_148104_a,logger,,,,field,,0,
blv,b,field_148102_b,uniformLocation,,,,field,,0,
blv,c,field_148103_c,uniformCount,,,,field,,0,
blv,d,field_148100_d,uniformType,,,,field,,0,
blv,e,field_148101_e,uniformIntBuffer,,,,field,,0,
blv,f,field_148098_f,uniformFloatBuffer,,,,field,,0,
blv,g,field_148099_g,shaderName,,,,field,,0,
blv,h,field_148105_h,dirty,,,,field,,0,
blv,i,field_148106_i,shaderManager,,,,field,,0,
bly,a,field_110553_a,glTextureId,,,,field,,0,
bly,b,field_174940_b,blur,,,,field,,0,
bly,c,field_174941_c,mipmap,,,,field,,0,
bly,d,field_174938_d,blurLast,,,,field,,0,
bly,e,field_174939_e,mipmapLast,,,,field,,0,
blz,f,field_110566_b,dynamicTextureData,,,,field,,0,
blz,g,field_94233_j,width,,,,field,,0,width of this icon in pixels
blz,h,field_94234_k,height,,,,field,,0,height of this icon in pixels
bma,g,field_147644_c,logger,,,,field,,0,
bma,h,field_147643_d,threadDownloadCounter,,,,field,,0,
bma,i,field_152434_e,cacheFile,,,,field,,0,
bma,j,field_110562_b,imageUrl,,,,field,,0,
bma,k,field_110563_c,imageBuffer,,,,field,,0,
bma,l,field_110560_d,bufferedImage,,,,field,,0,
bma,m,field_110561_e,imageThread,,,,field,,0,
bma,n,field_110559_g,textureUploaded,,,,field,,0,
bma$1,a,field_110932_a,,,,,field,,,
bmc,f,field_174947_f,LOG,,,,field,,0,"Access to the Logger, for all your logging needs."
bmc,g,field_174948_g,textureLocation,,,,field,,0,The location of the texture.
bmc,h,field_174949_h,,,,,field,,,
bmc,i,field_174950_i,,,,,field,,,
bmd,f,field_110567_b,layeredTextureNames,,,,field,,0,
bmd,g,field_147638_c,logger,,,,field,,0,
bme,f,field_110568_b,textureLocation,,,,field,,0,
bme,g,field_147639_c,logger,,,,field,,0,
bmf,a,field_147971_a,mipmapLevelStitcher,,,,field,,0,
bmf,b,field_94319_a,setStitchHolders,,,,field,,0,
bmf,c,field_94317_b,stitchSlots,,,,field,,0,
bmf,d,field_94318_c,currentWidth,,,,field,,0,
bmf,e,field_94315_d,currentHeight,,,,field,,0,
bmf,f,field_94316_e,maxWidth,,,,field,,0,
bmf,g,field_94313_f,maxHeight,,,,field,,0,
bmf,h,field_94314_g,forcePowerOf2,,,,field,,0,
bmf,i,field_94323_h,maxTileDimension,,,,field,,0,Max size (width or height) of a single tile
bmf$a,a,field_98151_a,theTexture,,,,field,,0,
bmf$a,b,field_94204_c,width,,,,field,,0,
bmf$a,c,field_94201_d,height,,,,field,,0,
bmf$a,d,field_147968_d,mipmapLevelHolder,,,,field,,0,
bmf$a,e,field_94202_e,rotated,,,,field,,0,
bmf$a,f,field_94205_a,scaleFactor,,,,field,,0,
bmf$b,a,field_94192_a,originX,,,,field,,0,
bmf$b,b,field_94190_b,originY,,,,field,,0,
bmf$b,c,field_94191_c,width,,,,field,,0,
bmf$b,d,field_94188_d,height,,,,field,,0,
bmf$b,e,field_94189_e,subSlots,,,,field,,0,
bmf$b,f,field_94187_f,holder,,,,field,,0,
bmg,a,field_98149_a,holder,,,,field,,0,
bmh,f,field_174945_f,LOCATION_MISSING_TEXTURE,,,,field,,0,
bmh,g,field_110575_b,locationBlocksTexture,,,,field,,0,
bmh,h,field_147635_d,logger,,,,field,,0,
bmh,i,field_94258_i,listAnimatedSprites,,,,field,,0,
bmh,j,field_110574_e,mapRegisteredSprites,,,,field,,0,
bmh,k,field_94252_e,mapUploadedSprites,,,,field,,0,
bmh,l,field_94254_c,basePath,,,,field,,0,
bmh,m,field_174946_m,iconCreator,,,,field,,0,
bmh,n,field_147636_j,mipmapLevels,,,,field,,0,
bmh,o,field_94249_f,missingImage,,,,field,,0,
bmh$1,a,field_147980_a,,,,,field,,,
bmh$1,b,field_147979_b,,,,,field,,,
bmh$2,a,field_147977_a,,,,,field,,,
bmh$2,b,field_147976_b,,,,,field,,,
bmh$3,a,field_147974_a,,,,,field,,,
bmh$3,b,field_147973_b,,,,,field,,,
bmi,a,field_110976_a,framesTextureData,,,,field,,0,
bmi,b,field_176605_b,interpolatedFrameData,,,,field,,0,
bmi,c,field_130222_e,rotated,,,,field,,0,
bmi,d,field_110975_c,originX,,,,field,,0,
bmi,e,field_110974_d,originY,,,,field,,0,
bmi,f,field_130223_c,width,,,,field,,0,
bmi,g,field_130224_d,height,,,,field,,0,
bmi,h,field_110973_g,frameCounter,,,,field,,0,
bmi,i,field_110983_h,tickCounter,,,,field,,0,
bmi,j,field_110984_i,iconName,,,,field,,0,
bmi,k,field_110982_k,animationMetadata,,,,field,,0,
bmi,l,field_110979_l,minU,,,,field,,0,
bmi,m,field_110980_m,maxU,,,,field,,0,
bmi,n,field_110977_n,minV,,,,field,,0,
bmi,o,field_110978_o,maxV,,,,field,,0,
bmi,p,field_176607_p,locationNameClock,,,,field,,0,
bmi,q,field_176606_q,locationNameCompass,,,,field,,0,
bmi$1,a,field_147983_a,,,,,field,,,
bmi$1,b,field_147982_b,,,,,field,,,
bmj,a,field_147646_a,logger,,,,field,,0,
bmj,b,field_110585_a,mapTextureObjects,,,,field,,0,
bmj,c,field_110583_b,listTickables,,,,field,,0,
bmj,d,field_110584_c,mapTextureCounters,,,,field,,0,
bmj,e,field_110582_d,theResourceManager,,,,field,,0,
bmj$1,a,field_135062_a,,,,,field,,,
bmj$1,b,field_135061_b,,,,,field,,,
bml,a,field_111001_a,missingTexture,,,,field,,0,
bml,b,field_110999_b,missingTextureData,,,,field,,0,
bml,c,field_147959_c,logger,,,,field,,0,
bml,d,field_111000_c,dataBuffer,,,,field,,0,
bml,e,field_147957_g,mipmapBuffer,,,,field,,0,
bmo,j,field_94239_h,currentAngle,,,,field,,0,
bmo,k,field_94240_i,angleDelta,,,,field,,0,
bmp,j,field_94244_i,currentAngle,,,,field,,0,Current compass heading in radians
bmp,k,field_94242_j,angleDelta,,,,field,,0,Speed and direction of compass rotation
bmp,l,field_176608_l,locationSprite,,,,field,,0,
bms,a,field_176600_a,BLOCK,,,,field,,0,
bms,b,field_176599_b,ITEM,,,,field,,0,
bms,c,field_181703_c,OLDMODEL_POSITION_TEX_NORMAL,,,,field,,0,
bms,d,field_181704_d,PARTICLE_POSITION_TEX_COLOR_LMAP,,,,field,,0,
bms,e,field_181705_e,POSITION,,,,field,,0,
bms,f,field_181706_f,POSITION_COLOR,,,,field,,0,
bms,g,field_181707_g,POSITION_TEX,,,,field,,0,
bms,h,field_181708_h,POSITION_NORMAL,,,,field,,0,
bms,i,field_181709_i,POSITION_TEX_COLOR,,,,field,,0,
bms,j,field_181710_j,POSITION_TEX_NORMAL,,,,field,,0,
bms,k,field_181711_k,POSITION_TEX_LMAP_COLOR,,,,field,,0,
bms,l,field_181712_l,POSITION_TEX_COLOR_NORMAL,,,,field,,0,
bms,m,field_181713_m,POSITION_3F,,,,field,,0,
bms,n,field_181714_n,COLOR_4UB,,,,field,,0,
bms,o,field_181715_o,TEX_2F,,,,field,,0,
bms,p,field_181716_p,TEX_2S,,,,field,,0,
bms,q,field_181717_q,NORMAL_3B,,,,field,,0,
bms,r,field_181718_r,PADDING_1B,,,,field,,0,
bmt,a,field_177365_a,glBufferId,,,,field,,0,
bmt,b,field_177363_b,vertexFormat,,,,field,,0,
bmt,c,field_177364_c,count,,,,field,,0,
bmu,a,field_177357_a,LOGGER,,,,field,,0,
bmu,b,field_177355_b,elements,,,,field,,0,
bmu,c,field_177356_c,offsets,,,,field,,0,
bmu,d,field_177353_d,nextOffset,,,,field,,0,The next available offset in this vertex format
bmu,e,field_177354_e,colorElementOffset,,,,field,,0,
bmu,f,field_177351_f,uvOffsetsById,,,,field,,0,
bmu,g,field_177352_g,normalElementOffset,,,,field,,0,
bmu$1,a,field_177382_a,,,,,field,,,
bmv,a,field_177381_a,LOGGER,,,,field,,0,
bmv,b,field_177379_b,type,,,,field,,0,
bmv,c,field_177380_c,usage,,,,field,,0,
bmv,d,field_177377_d,index,,,,field,,0,
bmv,e,field_177378_e,elementCount,,,,field,,0,
bmv$a,a,FLOAT,,,,,field,,,
bmv$a,b,UBYTE,,,,,field,,,
bmv$a,c,BYTE,,,,,field,,,
bmv$a,d,USHORT,,,,,field,,,
bmv$a,e,SHORT,,,,,field,,,
bmv$a,f,UINT,,,,,field,,,
bmv$a,g,INT,,,,,field,,,
bmv$a,h,field_177407_h,size,,,,field,,0,
bmv$a,i,field_177408_i,displayName,,,,field,,0,
bmv$a,j,field_177405_j,glConstant,,,,field,,0,
bmv$a,k,$VALUES,,,,,field,,,
bmv$b,a,POSITION,,,,,field,,,
bmv$b,b,NORMAL,,,,,field,,,
bmv$b,c,COLOR,,,,,field,,,
bmv$b,d,UV,,,,,field,,,
bmv$b,e,MATRIX,,,,,field,,,
bmv$b,f,BLEND_WEIGHT,,,,,field,,,
bmv$b,g,PADDING,,,,,field,,,
bmv$b,h,field_177392_h,displayName,,,,field,,0,
bmv$b,i,$VALUES,,,,,field,,,
bmx,a,field_110597_b,resourcePackFile,,,,field,,0,
bmx,b,field_110598_a,resourceLog,,,,field,,0,
bmy,a,field_152783_a,logger,,,,field,,0,
bmy,b,field_152784_b,resourceMap,,,,field,,0,
bmz,a,field_177337_a,TEXTURE_STEVE,,,,field,,0,The default skin for the Steve model.
bmz,b,field_177336_b,TEXTURE_ALEX,,,,field,,0,The default skin for the Alex model.
bna,a,field_110608_a,defaultResourceDomains,,,,field,,0,
bna,b,field_152781_b,mapAssets,,,,field,,0,
bnb,a,field_110540_a,resourcePacks,,,,field,,0,
bnb,b,field_177246_b,logger,,,,field,,0,
bnb,c,field_110539_b,frmMetadataSerializer,,,,field,,0,
bnb$a,a,field_177330_a,inputStream,,,,field,,0,
bnb$a,b,field_177328_b,message,,,,field,,0,
bnb$a,c,field_177329_c,isClosed,,,,field,,0,
bnc,b,field_110601_c,entryNameSplitter,,,,field,,0,
bnc,c,field_110600_d,resourcePackZipFile,,,,field,,0,
bne,a,field_130079_a,LOC_FOLIAGE_PNG,,,,field,,0,
bnf,a,field_130078_a,LOC_GRASS_PNG,,,,field,,0,
bnm,a,field_110620_b,rprDefaultResourcePack,,,,field,,0,
bnm,b,field_110621_c,rprMetadataSerializer,,,,field,,0,
bnm,c,field_177320_c,logger,,,,field,,0,
bnm,d,field_110622_a,resourcePackFilter,,,,field,,0,
bnm,e,field_110618_d,dirResourcepacks,,,,field,,0,
bnm,f,field_148534_e,dirServerResourcepacks,,,,field,,0,
bnm,g,field_148532_f,resourcePackInstance,,,,field,,0,
bnm,h,field_177321_h,lock,,,,field,,0,
bnm,i,field_177322_i,downloadingPacks,,,,field,,0,ResourcesPack currently beeing downloaded
bnm,j,field_110619_e,repositoryEntriesAll,,,,field,,0,
bnm,k,field_110617_f,repositoryEntries,,,,field,,0,
bnm$2,a,field_177324_a,,,,,field,,,
bnm$2,b,field_177323_b,,,,,field,,,
bnm$2,c,field_148523_a,,,,,field,,,
bnm$3,a,field_177327_a,,,,,field,,,
bnm$3,b,field_177325_b,,,,,field,,,
