owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,type,side,desc
a,A,field_96303_A,fancyStyling,,,,field,,2,
a,B,field_96304_B,controlString,,,,field,,2,The control string (section sign + formatting code) that can be inserted into client-side text to display subsequent text in this format.
a,C,field_175747_C,colorIndex,,,,field,,2,The numerical index that represents this color
a,D,$VALUES,,,,,field,,,
a,a,BLACK,,,,,field,,,
a,b,DARK_BLUE,,,,,field,,,
a,c,DARK_GREEN,,,,,field,,,
a,d,DARK_AQUA,,,,,field,,,
a,e,DARK_RED,,,,,field,,,
a,f,DARK_PURPLE,,,,,field,,,
a,g,GOLD,,,,,field,,,
a,h,GRAY,,,,,field,,,
a,i,DARK_GRAY,,,,,field,,,
a,j,BLUE,,,,,field,,,
a,k,GREEN,,,,,field,,,
a,l,AQUA,,,,,field,,,
a,m,RED,,,,,field,,,
a,n,LIGHT_PURPLE,,,,,field,,,
a,o,YELLOW,,,,,field,,,
a,p,WHITE,,,,,field,,,
a,q,OBFUSCATED,,,,,field,,,
a,r,BOLD,,,,,field,,,
a,s,STRIKETHROUGH,,,,,field,,,
a,t,UNDERLINE,,,,,field,,,
a,u,ITALIC,,,,,field,,,
a,v,RESET,,,,,field,,,
a,w,field_96331_x,nameMapping,,,,field,,2,"Maps a name (e.g., 'underline') to its corresponding enum value (e.g., UNDERLINE)."
a,x,field_96330_y,formattingCodePattern,,,,field,,2,"Matches formatting codes that indicate that the client should treat the following text as bold, recolored, obfuscated, etc."
a,y,field_175748_y,name,,,,field,,2,The name of this color/formatting
a,z,field_96329_z,formattingCode,,,,field,,2,The formatting code that produces this format.
aaa,b,field_150940_b,leaves,,,,field,,2,
aad,a,field_96602_b,dispenserMinecartBehavior,,,,field,,2,
aad,b,field_77841_a,minecartType,,,,field,,2,
aad$1,b,field_96465_b,behaviourDefaultDispenseItem,,,,field,,2,
aae,b,field_179227_b,theBlock,,,,field,,2,
aae,c,field_179228_c,nameFunction,,,,field,,2,
aae$1,a,field_179542_a,,,,,field,,,
aag,c,field_150915_c,EFFECTIVE_ON,,,,field,,2,
aai,a,field_77836_a,effectCache,,,,field,,2,Contains a map from integers to the list of potion effects that potions with that damage value confer (to prevent recalculating it).
aai,b,field_77835_b,SUB_ITEMS_CACHE,,,,field,,2,
aaj,a,COMMON,,,,,field,,,
aaj,b,UNCOMMON,,,,,field,,,
aaj,c,RARE,,,,,field,,,
aaj,d,EPIC,,,,,field,,,
aaj,e,field_77937_e,rarityColor,,,,field,,2,A decimal representation of the hex color codes of a the color assigned to this rarity type. (13 becomes d as in \247d which is light purple)
aaj,f,field_77934_f,rarityName,,,,field,,2,Rarity name.
aaj,g,$VALUES,,,,,field,,,
aak,a,field_150929_a,recordName,,,,field,,2,The name of the record.
aak,b,field_150928_b,RECORDS,,,,field,,2,
aan,b,field_150908_b,crops,,,,field,,2,
aan,c,field_82809_c,soilId,,,,field,,2,Block ID of the soil this seed food should be planted on.
aao,a,field_150925_a,crops,,,,field,,2,
aao,b,field_77838_b,soilBlockID,,,,field,,2,BlockID of the block the seeds can be planted on.
aaq,c,field_150916_c,EFFECTIVE_ON,,,,field,,2,
aat,a,field_82807_a,skullTypes,,,,field,,2,
aau,b,field_150949_c,singleSlab,,,,field,,2,
aau,c,field_179226_c,doubleSlab,,,,field,,2,
aay,a,field_150934_a,attackDamage,,,,field,,2,
aay,b,field_150933_b,material,,,,field,,2,
aaz,b,field_150944_b,coloredBlock,,,,field,,2,
aaz,c,field_150945_c,subtypeNames,,,,field,,2,
aba,a,NONE,,,,,field,,,
aba,b,EAT,,,,,field,,,
aba,c,DRINK,,,,,field,,,
aba,d,BLOCK,,,,,field,,,
aba,e,BOW,,,,,field,,,
aba,f,$VALUES,,,,,field,,,
abe,a,field_77924_a,unusedString,,,,field,,2,
abe,b,field_77922_b,sugarEffect,,,,field,,2,
abe,c,field_77923_c,ghastTearEffect,,,,field,,2,
abe,d,field_77920_d,spiderEyeEffect,,,,field,,2,
abe,e,field_77921_e,fermentedSpiderEyeEffect,,,,field,,2,
abe,f,field_77918_f,speckledMelonEffect,,,,field,,2,
abe,g,field_77919_g,blazePowderEffect,,,,field,,2,
abe,h,field_77931_h,magmaCreamEffect,,,,field,,2,
abe,i,field_77932_i,redstoneEffect,,,,field,,2,
abe,j,field_77929_j,glowstoneEffect,,,,field,,2,
abe,k,field_77930_k,gunpowderEffect,,,,field,,2,
abe,l,field_82818_l,goldenCarrotEffect,,,,field,,2,
abe,m,field_151423_m,pufferfishEffect,,,,field,,2,
abe,n,field_179538_n,rabbitFootEffect,,,,field,,2,
abe,o,field_179539_o,potionRequirements,,,,field,,2,
abe,p,field_179540_p,potionAmplifiers,,,,field,,2,
abe,q,field_77925_n,DATAVALUE_COLORS,,,,field,,2,
abe,r,field_77926_o,potionPrefixes,,,,field,,2,"An array of possible potion prefix names, as translation IDs."
abi,a,field_77611_a,recipePatterns,,,,field,,2,
abi,b,field_77610_b,recipeItems,,,,field,,2,
abm,a,field_92102_a,,,,,field,,,
abo,a,field_77606_a,smeltingBase,,,,field,,2,
abo,b,field_77604_b,smeltingList,,,,field,,2,The list of smelting results.
abo,c,field_77605_c,experienceList,,,,field,,2,A list which contains how many experience points each recipe output will give.
abr,a,field_77591_a,recipeItems,,,,field,,2,
abt,a,field_77598_a,instance,,,,field,,2,The static instance of this class
abt,b,field_77597_b,recipes,,,,field,,2,A list of all the recipes added
abt$1,a,field_77582_a,,,,,field,,,
abv,a,field_77576_b,recipeWidth,,,,field,,2,How many horizontal slots this recipe is wide.
abv,b,field_77577_c,recipeHeight,,,,field,,2,How many vertical slots this recipe uses.
abv,c,field_77574_d,recipeItems,,,,field,,2,Is a array of ItemStack that composes the recipe.
abv,d,field_77575_e,recipeOutput,,,,field,,2,Is the ItemStack that you get when craft the recipe.
abv,e,field_92101_f,copyIngredientNBT,,,,field,,2,
abw,a,field_77580_a,recipeOutput,,,,field,,2,Is the ItemStack that you get when craft the recipe.
abw,b,field_77579_b,recipeItems,,,,field,,2,Is a List of ItemStack that composes the recipe.
aby,a,field_77588_a,recipePatterns,,,,field,,2,
aby,b,field_77587_b,recipeItems,,,,field,,2,
abz,a,field_77585_a,recipePatterns,,,,field,,2,
abz,b,field_77584_b,recipeItems,,,,field,,2,
acf,E,field_77359_A,protectionName,,,,field,,2,Holds the name to be translated of each protection type.
acf,F,field_77360_B,baseEnchantability,,,,field,,2,Holds the base factor of enchantability needed to be able to use the enchant.
acf,G,field_77362_C,levelEnchantability,,,,field,,2,Holds how much each level increased the enchantability factor to be able to use this enchant.
acf,H,field_77358_D,thresholdEnchantability,,,,field,,2,"Used on the formula of base enchantability, this is the 'window' factor of values to be able to use thing enchant."
acf,a,field_77361_a,damageType,,,,field,,2,"Defines the type of damage of the enchantment, 0 = all, 1 = undead, 3 = arthropods"
aci,A,field_151369_A,lure,,,,field,,2,
aci,B,field_77352_x,effectId,,,,field,,2,
aci,C,field_77351_y,type,,,,field,,2,The EnumEnchantmentType given to this Enchantment.
aci,D,field_77350_z,name,,,,field,,2,Used in localisation and stats.
aci,E,field_180307_E,locationEnchantments,,,,field,,2,
aci,F,field_77333_a,weight,,,,field,,2,
aci,a,field_180311_a,enchantmentsList,,,,field,,2,
aci,b,field_77331_b,enchantmentsBookList,,,,field,,2,
aci,c,field_180310_c,protection,,,,field,,2,
aci,d,field_77329_d,fireProtection,,,,field,,2,Protection against fire
aci,e,field_180309_e,featherFalling,,,,field,,2,
aci,f,field_77327_f,blastProtection,,,,field,,2,Protection against explosions
aci,g,field_180308_g,projectileProtection,,,,field,,2,
aci,h,field_180317_h,respiration,,,,field,,2,
aci,i,field_77341_i,aquaAffinity,,,,field,,2,Increases underwater mining rate
aci,j,field_92091_k,thorns,,,,field,,2,
aci,k,field_180316_k,depthStrider,,,,field,,2,
aci,l,field_180314_l,sharpness,,,,field,,2,
aci,m,field_180315_m,smite,,,,field,,2,
aci,n,field_180312_n,baneOfArthropods,,,,field,,2,
aci,o,field_180313_o,knockback,,,,field,,2,
aci,p,field_77334_n,fireAspect,,,,field,,2,Lights mobs on fire
aci,q,field_77335_o,looting,,,,field,,2,Mobs have a chance to drop more loot
aci,r,field_77349_p,efficiency,,,,field,,2,Faster resource gathering while in use
aci,s,field_77348_q,silkTouch,,,,field,,2,"Blocks mined will drop themselves, even if it should drop something else (e.g. stone will drop stone, not cobblestone)"
aci,t,field_77347_r,unbreaking,,,,field,,2,"Sometimes, the tool's durability will not be spent when the tool is used"
aci,u,field_77346_s,fortune,,,,field,,2,Can multiply the drop rate of items from blocks
aci,v,field_77345_t,power,,,,field,,2,"Power enchantment for bows, add's extra damage to arrows."
aci,w,field_77344_u,punch,,,,field,,2,"Knockback enchantments for bows, the arrows will knockback the target when hit."
aci,x,field_77343_v,flame,,,,field,,2,Flame enchantment for bows. Arrows fired by the bow will be on fire. Any target hit will also set on fire.
aci,y,field_77342_w,infinity,,,,field,,2,"Infinity enchantment for bows. The bow will not consume arrows anymore, but will still required at least one arrow on inventory use the bow."
aci,z,field_151370_z,luckOfTheSea,,,,field,,2,
acj,a,ALL,,,,,field,,,
acj,b,ARMOR,,,,,field,,,
acj,c,ARMOR_FEET,,,,,field,,,
acj,d,ARMOR_LEGS,,,,,field,,,
acj,e,ARMOR_TORSO,,,,,field,,,
acj,f,ARMOR_HEAD,,,,,field,,,
acj,g,WEAPON,,,,,field,,,
acj,h,DIGGER,,,,,field,,,
acj,i,FISHING_ROD,,,,,field,,,
acj,j,BREAKABLE,,,,,field,,,
acj,k,BOW,,,,,field,,,
acj,l,$VALUES,,,,,field,,,
ack,a,field_77522_a,enchantmentRand,,,,field,,2,Is the random seed of enchantment effects.
ack,b,field_77520_b,enchantmentModifierDamage,,,,field,,2,Used to calculate the extra armor of enchantments on armors equipped on player.
ack,c,field_77521_c,enchantmentModifierLiving,,,,field,,2,Used to calculate the (magic) extra damage done by enchantments on current equipped item of player.
ack,d,field_151388_d,ENCHANTMENT_ITERATOR_HURT,,,,field,,2,
ack,e,field_151389_e,ENCHANTMENT_ITERATOR_DAMAGE,,,,field,,2,
ack$a,a,field_151366_a,user,,,,field,,2,The user of the enchantment
ack$a,b,field_151365_b,target,,,,field,,2,The target entity being damaged
ack$b,a,field_151364_a,user,,,,field,,2,The user of the enchantment
ack$b,b,field_151363_b,attacker,,,,field,,2,The attacker of the user with the enchantment
ack$d,a,field_77495_a,livingModifier,,,,field,,2,Used to calculate the (magic) extra damage based on enchantments of current equipped player item.
ack$d,b,field_77494_b,entityLiving,,,,field,,2,
ack$e,a,field_77497_a,damageModifier,,,,field,,2,Used to calculate the damage modifier (extra armor) on enchantments that the player have on equipped armors.
ack$e,b,field_77496_b,source,,,,field,,2,Used as parameter to calculate the damage modifier (extra armor) on enchantments that the player have on equipped armors.
acl,b,field_76302_b,enchantmentobj,,,,field,,2,Enchantment object associated with this EnchantmentData
acl,c,field_76303_c,enchantmentLevel,,,,field,,2,Enchantment level associated with this EnchantmentData
acr,E,field_77354_A,protectionName,,,,field,,2,Holds the name to be translated of each protection type.
acr,F,field_77355_B,baseEnchantability,,,,field,,2,Holds the base factor of enchantability needed to be able to use the enchant.
acr,G,field_77357_C,levelEnchantability,,,,field,,2,Holds how much each level increased the enchantability factor to be able to use this enchant.
acr,H,field_77353_D,thresholdEnchantability,,,,field,,2,"Used on the formula of base enchantability, this is the 'window' factor of values to be able to use thing enchant."
acr,a,field_77356_a,protectionType,,,,field,,2,"Defines the type of protection of the enchantment, 0 = all, 1 = fire, 2 = fall (feather fall), 3 = explosion and 4 = projectile."
acz,a,field_77403_a,itemToBuy,,,,field,,2,Item the Villager buys.
acz,b,field_77401_b,secondItemToBuy,,,,field,,2,Second Item the Villager buys.
acz,c,field_77402_c,itemToSell,,,,field,,2,Item the Villager sells.
acz,d,field_77400_d,toolUses,,,,field,,2,Saves how much has been tool used when put into to slot to be enchanted.
acz,e,field_82786_e,maxTradeUses,,,,field,,2,Maximum times this trade can be used.
acz,f,field_180323_f,rewardsExp,,,,field,,2,
ad$1,a,field_174804_a,,,,,field,,,
ad$1,b,field_174802_b,,,,,field,,,
ad$1,c,field_174803_c,,,,,field,,,
ad$1,d,field_174800_d,,,,,field,,,
ad$1,e,field_174801_e,,,,,field,,,
ad$1,f,field_174798_f,,,,,field,,,
ad$1,g,field_174799_g,,,,,field,,,
adc,a,field_145766_a,timestampFormat,,,,field,,2,The formatting for the timestamp on commands run.
adc,b,field_145764_b,successCount,,,,field,,2,The number of successful commands run. (used for redstone output)
adc,c,field_145765_c,trackOutput,,,,field,,2,
adc,d,field_145762_d,lastOutput,,,,field,,2,The previously run command.
adc,e,field_145763_e,commandStored,,,,field,,2,The command stored in the command block.
adc,f,field_145761_f,customName,,,,field,,2,"The custom name of the command block. (defaults to ""@"")"
adc,g,field_175575_g,resultStats,,,,field,,2,
adc$1,a,field_180325_a,,,,,field,,,
adc$2,a,field_180327_a,,,,,field,,,
add,a,field_98286_b,spawnDelay,,,,field,,2,The delay to spawn.
add,b,field_98288_a,mobID,,,,field,,2,
add,c,field_98285_e,minecartToSpawn,,,,field,,2,List of minecart to spawn.
add,d,field_98282_f,randomEntity,,,,field,,2,
add,e,field_98287_c,mobRotation,,,,field,,2,The rotation of the mob inside the mob spawner
add,f,field_98284_d,prevMobRotation,,,,field,,2,the previous rotation of the mob inside the mob spawner
add,g,field_98283_g,minSpawnDelay,,,,field,,2,
add,h,field_98293_h,maxSpawnDelay,,,,field,,2,
add,i,field_98294_i,spawnCount,,,,field,,2,
add,j,field_98291_j,cachedEntity,,,,field,,2,Cached instance of the entity to render inside the spawner.
add,k,field_98292_k,maxNearbyEntities,,,,field,,2,
add,l,field_98289_l,activatingRangeFromPlayer,,,,field,,2,The distance from which a player activates the spawner.
add,m,field_98290_m,spawnRange,,,,field,,2,The range coefficient for spawning entities around.
add$a,b,field_98221_d,,,,,field,,,
add$a,c,field_98222_b,nbtData,,,,field,,2,
add$a,d,field_98223_c,entityType,,,,field,,2,
ade,a,field_180329_a,position,,,,field,,2,
ade,b,field_151344_d,blockType,,,,field,,2,
ade,c,field_151345_e,eventID,,,,field,,2,Different for each blockID
ade,d,field_151343_f,eventParameter,,,,field,,2,
adf,a,SOLID,,,,,field,,,
adf,b,CUTOUT_MIPPED,,,,,field,,,
adf,c,CUTOUT,,,,,field,,,
adf,d,TRANSLUCENT,,,,,field,,,
adf,e,field_180338_e,layerName,,,,field,,0,
adf,f,$VALUES,,,,,field,,,
adg,a,field_77276_a,chunkXPos,,,,field,,2,The X position of this Chunk Coordinate Pair
adg,b,field_77275_b,chunkZPos,,,,field,,2,The Z position of this Chunk Coordinate Pair
adi,a,field_77286_a,isFlaming,,,,field,,2,whether or not the explosion sets fire to blocks around it
adi,b,field_82755_b,isSmoking,,,,field,,2,whether or not this explosion spawns smoke particles
adi,c,field_77290_i,explosionRNG,,,,field,,2,
adi,d,field_77287_j,worldObj,,,,field,,2,
adi,e,field_77284_b,explosionX,,,,field,,2,
adi,f,field_77285_c,explosionY,,,,field,,2,
adi,g,field_77282_d,explosionZ,,,,field,,2,
adi,h,field_77283_e,exploder,,,,field,,2,
adi,i,field_77280_f,explosionSize,,,,field,,2,
adi,j,field_77281_g,affectedBlockPositions,,,,field,,2,A list of ChunkPositions of blocks affected by this explosion
adi,k,field_77288_k,playerKnockbackMap,,,,field,,2,"Maps players to the knockback vector applied by the explosion, to send to the client"
adj,a,field_77471_a,foliageBuffer,,,,field,,0,Color buffer for foliage
adk,a,field_82771_a,theGameRules,,,,field,,2,
adk$a,a,field_82762_a,valueString,,,,field,,2,
adk$a,b,field_82760_b,valueBoolean,,,,field,,2,
adk$a,c,field_82761_c,valueInteger,,,,field,,2,
adk$a,d,field_82759_d,valueDouble,,,,field,,2,
adk$a,e,field_180256_e,type,,,,field,,2,
adk$b,a,ANY_VALUE,,,,,field,,,
adk$b,b,BOOLEAN_VALUE,,,,,field,,,
adk$b,c,NUMERICAL_VALUE,,,,,field,,,
adk$b,d,$VALUES,,,,,field,,,
adl,a,field_77481_a,grassBuffer,,,,field,,0,Color buffer for grass
adm,A,field_72982_D,villageCollectionObj,,,,field,,2,
adm,B,field_72984_F,theProfiler,,,,field,,2,
adm,C,field_96442_D,worldScoreboard,,,,field,,2,
adm,D,field_72995_K,isRemote,,,,field,,2,"True if the world is a 'slave' client; changes will not be saved or propagated from this world. For example, server worlds have this set to false, client worlds have this set to true."
adm,E,field_72993_I,activeChunkSet,,,,field,,2,populated by chunks that are within 9 chunks of any player
adm,F,field_72985_G,spawnHostileMobs,,,,field,,2,indicates if enemies are spawned or not
adm,G,field_72992_H,spawnPeacefulMobs,,,,field,,2,A flag indicating whether we should spawn peaceful mobs.
adm,H,field_72994_J,lightUpdateBlockList,,,,field,,2,"is a temporary list of blocks and light values used when updating light levels. Holds up to 32x32x32 blocks (the maximum influence of a light source.) Every element is a packed bit value: 0000000000LLLLzzzzzzyyyyyyxxxxxx. The 4-bit L is a light level used when darkening blocks. 6-bit numbers x, y and z represent the block's offset from the original block, plus 32 (i.e. value of 31 would mean a -1 offset"
adm,I,field_73008_k,skylightSubtracted,,,,field,,2,How much light is subtracted from full daylight
adm,J,field_73016_r,lastLightningBolt,,,,field,,2,Set to 2 whenever a lightning bolt is generated in SSP. Decrements if > 0 in updateWeather(). Value appears to be unused.
adm,K,field_83016_L,theCalendar,,,,field,,2,
adm,L,field_72990_M,ambientTickCountdown,,,,field,,2,number of ticks until the next random ambients play
adm,M,field_147481_N,processingLoadedTiles,,,,field,,2,
adm,N,field_175728_M,worldBorder,,,,field,,2,
adm,a,field_181546_a,seaLevel,,,,field,,2,
adm,b,field_147484_a,addedTileEntityList,,,,field,,2,
adm,c,field_147483_b,tileEntitiesToBeRemoved,,,,field,,2,
adm,d,field_73001_c,cloudColour,,,,field,,2,
adm,e,field_72999_e,scheduledUpdatesAreImmediate,,,,field,,2,boolean; if true updates scheduled by scheduleBlockUpdate happen immediately
adm,f,field_72996_f,loadedEntityList,,,,field,,2,A list of all Entities in all currently-loaded chunks
adm,g,field_72997_g,unloadedEntityList,,,,field,,2,
adm,h,field_147482_g,loadedTileEntityList,,,,field,,2,A list of the loaded tile entities in the world
adm,i,field_175730_i,tickableTileEntities,,,,field,,2,
adm,j,field_73010_i,playerEntities,,,,field,,2,Array list of players in the world.
adm,k,field_73007_j,weatherEffects,,,,field,,2,a list of all the lightning entities
adm,l,field_175729_l,entitiesById,,,,field,,2,
adm,m,field_73005_l,updateLCG,,,,field,,2,"Contains the current Linear Congruential Generator seed for block updates. Used with an A value of 3 and a C value of 0x3c6ef35f, producing a highly planar series of values ill-suited for choosing random blocks in a 16x128x16 field."
adm,n,field_73006_m,DIST_HASH_MAGIC,,,,field,,2,magic number used to generate fast random numbers for 3d distribution within a chunk
adm,o,field_73003_n,prevRainingStrength,,,,field,,2,
adm,p,field_73004_o,rainingStrength,,,,field,,2,
adm,q,field_73018_p,prevThunderingStrength,,,,field,,2,
adm,r,field_73017_q,thunderingStrength,,,,field,,2,
adm,s,field_73012_v,rand,,,,field,,2,RNG for World.
adm,t,field_73011_w,provider,,,,field,,2,The WorldProvider instance that World uses.
adm,u,field_73021_x,worldAccesses,,,,field,,2,
adm,v,field_73020_y,chunkProvider,,,,field,,2,Handles chunk operations and caching
adm,w,field_73019_z,saveHandler,,,,field,,2,
adm,x,field_72986_A,worldInfo,,,,field,,2,"holds information about a world (size on disk, time, spawn point, seed, ...)"
adm,y,field_72987_B,findingSpawnPoint,,,,field,,2,"if set, this flag forces a request to load a chunk to load the chunk rather than defaulting to the world's chunkprovider's dummy if possible"
adm,z,field_72988_C,mapStorage,,,,field,,2,
adm$1,a,field_180253_a,,,,,field,,,
adm$1,b,field_77485_a,,,,,field,,,
adm$2,a,field_151300_a,,,,,field,,,
adm$2,b,field_77405_a,,,,,field,,,
adm$3,a,field_77440_a,,,,,field,,,
adm$4,a,field_151308_a,,,,,field,,,
adp,a,field_77174_a,seed,,,,field,,2,The seed for the map.
adp,b,field_77172_b,theGameType,,,,field,,2,The EnumGameType.
adp,c,field_77173_c,mapFeaturesEnabled,,,,field,,2,"Switch for the map features. 'true' for enabled, 'false' for disabled."
adp,d,field_77170_d,hardcoreEnabled,,,,field,,2,True if hardcore mode is enabled
adp,e,field_77171_e,terrainType,,,,field,,2,
adp,f,field_77168_f,commandsAllowed,,,,field,,2,True if Commands (cheats) are allowed.
adp,g,field_77169_g,bonusChestEnabled,,,,field,,2,True if the Bonus Chest is enabled.
adp,h,field_82751_h,worldName,,,,field,,2,
adp$a,a,NOT_SET,,,,,field,,,
adp$a,b,SURVIVAL,,,,,field,,,
adp$a,c,CREATIVE,,,,,field,,,
adp$a,d,ADVENTURE,,,,,field,,,
adp$a,e,SPECTATOR,,,,,field,,,
adp$a,f,field_77154_e,id,,,,field,,2,
adp$a,g,field_77151_f,name,,,,field,,2,
adp$a,h,$VALUES,,,,,field,,,
adr,a,field_77139_a,worldTypes,,,,field,,2,List of world types.
adr,b,field_77137_b,DEFAULT,,,,field,,2,Default world type.
adr,c,field_77138_c,FLAT,,,,field,,2,Flat world type.
adr,d,field_77135_d,LARGE_BIOMES,,,,field,,2,Large Biome world Type.
adr,e,field_151360_e,AMPLIFIED,,,,field,,2,amplified world type
adr,f,field_180271_f,CUSTOMIZED,,,,field,,2,
adr,g,field_180272_g,DEBUG_WORLD,,,,field,,2,
adr,h,field_77136_e,DEFAULT_1_1,,,,field,,2,Default (1.1) world type.
adr,i,field_82748_f,worldTypeId,,,,field,,2,ID for this world type.
adr,j,field_77133_f,worldType,,,,field,,2,
adr,k,field_77134_g,generatorVersion,,,,field,,2,The int version of the ChunkProvider that generated this world.
adr,l,field_77140_h,canBeCreated,,,,field,,2,Whether this world type can be generated. Normally true; set to false for out-of-date generator versions.
adr,m,field_77141_i,isWorldTypeVersioned,,,,field,,2,Whether this WorldType has a version or not.
adr,n,field_151361_l,hasNotificationData,,,,field,,2,
ads,a,SKY,,,,,field,,,
ads,b,BLOCK,,,,,field,,,
ads,c,field_77198_c,defaultLightValue,,,,field,,2,
ads,d,$VALUES,,,,,field,,,
adt,a,field_180268_a,MOB_COUNT_DIV,,,,field,,2,
adt,b,field_77193_b,eligibleChunksForSpawning,,,,field,,2,The 17x17 area around the player where mobs can spawn
adu,a,field_85192_a,worldServerInstance,,,,field,,2,
adu,b,field_77187_a,random,,,,field,,2,A private Random() function in Teleporter
adu,c,field_85191_c,destinationCoordinateCache,,,,field,,2,Stores successful portal placement locations for rapid lookup.
adu,d,field_85190_d,destinationCoordinateKeys,,,,field,,2,A list of valid keys for the destinationCoordainteCache. These are based on the X & Z of the players initial location.
adu$a,c,field_85087_d,lastUpdateTime,,,,field,,2,The worldtime at which this PortalPosition was last verified
adu$a,d,field_85088_e,,,,,field,,,
adv,a,field_72818_a,chunkX,,,,field,,2,
adv,b,field_72816_b,chunkZ,,,,field,,2,
adv,c,field_72817_c,chunkArray,,,,field,,2,
adv,d,field_72814_d,hasExtendedLevels,,,,field,,2,set by !chunk.getAreLevelsEmpty
adv,e,field_72815_e,worldObj,,,,field,,2,Reference to the World object.
adw,a,field_180282_a,position,,,,field,,2,
adw,b,field_77180_e,scheduledTime,,,,field,,2,Time this tick is scheduled to occur at
adw,c,field_82754_f,priority,,,,field,,2,
adw,d,field_77177_f,nextTickEntryID,,,,field,,2,The id number for the next tick entry
adw,e,field_151352_g,block,,,,field,,2,
adw,f,field_77178_g,tickEntryID,,,,field,,2,The id of the tick entry
ady,A,field_76777_m,frozenRiver,,,,field,,2,
ady,B,field_76774_n,icePlains,,,,field,,2,
ady,C,field_76775_o,iceMountains,,,,field,,2,
ady,D,field_76789_p,mushroomIsland,,,,field,,2,
ady,E,field_76788_q,mushroomIslandShore,,,,field,,2,
ady,F,field_76787_r,beach,,,,field,,2,Beach biome.
ady,G,field_76786_s,desertHills,,,,field,,2,Desert Hills biome.
ady,H,field_76785_t,forestHills,,,,field,,2,Forest Hills biome.
ady,I,field_76784_u,taigaHills,,,,field,,2,Taiga Hills biome.
ady,J,field_76783_v,extremeHillsEdge,,,,field,,2,Extreme Hills Edge biome.
ady,K,field_76782_w,jungle,,,,field,,2,Jungle biome identifier
ady,L,field_76792_x,jungleHills,,,,field,,2,
ady,M,field_150574_L,jungleEdge,,,,field,,2,
ady,N,field_150575_M,deepOcean,,,,field,,2,
ady,O,field_150576_N,stoneBeach,,,,field,,2,
ady,P,field_150577_O,coldBeach,,,,field,,2,
ady,Q,field_150583_P,birchForest,,,,field,,2,
ady,R,field_150582_Q,birchForestHills,,,,field,,2,
ady,S,field_150585_R,roofedForest,,,,field,,2,
ady,T,field_150584_S,coldTaiga,,,,field,,2,
ady,U,field_150579_T,coldTaigaHills,,,,field,,2,
ady,V,field_150578_U,megaTaiga,,,,field,,2,
ady,W,field_150581_V,megaTaigaHills,,,,field,,2,
ady,X,field_150580_W,extremeHillsPlus,,,,field,,2,
ady,Y,field_150588_X,savanna,,,,field,,2,
ady,Z,field_150587_Y,savannaPlateau,,,,field,,2,
ady,a,field_150596_a,height_Default,,,,field,,2,
ady,aA,field_76757_N,worldGeneratorTrees,,,,field,,2,The tree generator.
ady,aB,field_76758_O,worldGeneratorBigTree,,,,field,,2,The big tree generator.
ady,aC,field_76763_Q,worldGeneratorSwamp,,,,field,,2,The swamp tree generator.
ady,aD,field_150586_aC,logger,,,,field,,2,
ady,aE,field_76773_a,biomeList,,,,field,,2,"An array of all the biomes, indexed by biome id."
ady,aa,field_150589_Z,mesa,,,,field,,2,
ady,ab,field_150607_aa,mesaPlateau_F,,,,field,,2,
ady,ac,field_150608_ab,mesaPlateau,,,,field,,2,
ady,ad,field_180279_ad,,,,,field,,,
ady,ae,field_150605_ac,temperatureNoise,,,,field,,2,
ady,af,field_180281_af,GRASS_COLOR_NOISE,,,,field,,2,
ady,ag,field_180280_ag,DOUBLE_PLANT_GENERATOR,,,,field,,2,
ady,ah,field_76791_y,biomeName,,,,field,,2,
ady,ai,field_76790_z,color,,,,field,,2,
ady,aj,field_150609_ah,,,,,field,,,
ady,ak,field_76752_A,topBlock,,,,field,,2,The block expected to be on the top of this biome
ady,al,field_76753_B,fillerBlock,,,,field,,2,The block to fill spots in when not on the top
ady,am,field_76754_C,fillerBlockMetadata,,,,field,,2,
ady,an,field_76748_D,minHeight,,,,field,,2,The minimum height of this biome. Default 0.1.
ady,ao,field_76749_E,maxHeight,,,,field,,2,The maximum height of this biome. Default 0.3.
ady,ap,field_76750_F,temperature,,,,field,,2,The temperature of this biome.
ady,aq,field_76751_G,rainfall,,,,field,,2,The rainfall in this biome.
ady,ar,field_76759_H,waterColorMultiplier,,,,field,,2,Color tint applied to water depending on biome
ady,as,field_76760_I,theBiomeDecorator,,,,field,,2,The biome decorator.
ady,at,field_76761_J,spawnableMonsterList,,,,field,,2,Holds the classes of IMobs (hostile mobs) that can be spawned in the biome.
ady,au,field_76762_K,spawnableCreatureList,,,,field,,2,Holds the classes of any creature that can be spawned in the biome as friendly creature.
ady,av,field_76755_L,spawnableWaterCreatureList,,,,field,,2,Holds the classes of any aquatic creature that can be spawned in the water of the biome.
ady,aw,field_82914_M,spawnableCaveCreatureList,,,,field,,2,
ady,ax,field_76766_R,enableSnow,,,,field,,2,Set to true if snow is enabled for this biome.
ady,ay,field_76765_S,enableRain,,,,field,,2,Is true (default) if the biome support rain (desert and nether can't have rain)
ady,az,field_76756_M,biomeID,,,,field,,2,"The id number to this biome, and its index in the biomeList array."
ady,b,field_150594_b,height_ShallowWaters,,,,field,,2,
ady,c,field_150595_c,height_Oceans,,,,field,,2,
ady,d,field_150592_d,height_DeepOceans,,,,field,,2,
ady,e,field_150593_e,height_LowPlains,,,,field,,2,
