owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,type
a,j,field_226106_j_,,G,THREE_PLUS_TWO_SQRT_TWO,field_20860,field,private static final float
a,k,field_226107_k_,,CS,COS_PI_OVER_EIGHT,field_20861,field,private static final float
a,l,field_226108_l_,,SS,SIN_PI_OVER_EIGHT,field_20862,field,private static final float
a,m,field_226109_m_,,SQ2,SQRT_HALF,field_20863,field,private static final float
a,a,field_226097_a_,,m00,a00,field_21633,field,protected float
a,b,field_226098_b_,,m01,a01,field_21634,field,protected float
a,c,field_226099_c_,,m02,a02,field_21635,field,protected float
a,d,field_226100_d_,,m10,a10,field_21636,field,protected float
a,e,field_226101_e_,,m11,a11,field_21637,field,protected float
a,f,field_226102_f_,,m12,a12,field_21638,field,protected float
a,g,field_226103_g_,,m20,a20,field_21639,field,protected float
a,h,field_226104_h_,,m21,a21,field_21640,field,protected float
a,i,field_226105_i_,,m22,a22,field_21641,field,protected float
aa,a,field_192110_a,,criteria,criteriaProgresses,field_1160,field,"private final Map<String, CriterionProgress>"
aa,b,field_192111_b,,requirements,requirements,field_1161,field,private String[][]
aaa,a,field_219449_a,,players,watchingPlayers,field_13910,field,private final it.unimi.dsi.fastutil.objects.Object2BooleanMap<ServerPlayer>
aad,h,field_186762_h,,players,players,field_13913,field,private final Set<ServerPlayer>
aad,i,field_186763_i,,unmodifiablePlayers,unmodifiablePlayers,field_13914,field,private final Set<ServerPlayer>
aad,j,field_186764_j,visible,visible,visible,field_13912,field,private boolean
aae,b,field_217239_c,,CHUNK_STATUSES,CHUNK_STATUSES,field_13934,field,private static final List<ChunkStatus>
aae,c,field_217240_d,chunkMapDistance,distanceManager,ticketManager,field_17252,field,private final DistanceManager
aae,d,field_186029_c,chunkGenerator,generator,chunkGenerator,field_13939,field,private final ChunkGenerator
aae,e,field_73251_h,world,level,world,field_13945,field,private final ServerLevel
aae,f,field_217241_g,serverThread,mainThread,serverThread,field_17253,field,private final Thread
aae,g,field_217242_h,lightEngine,lightEngine,lightProvider,field_13921,field,private final ThreadedLevelLightEngine
aae,h,field_217243_i,serverThreadQueue,mainThreadProcessor,mainThreadExecutor,field_18809,field,private final ServerChunkCache$MainThreadExecutor
aae,a,field_217237_a,playerChunkMap,chunkMap,threadedAnvilChunkStorage,field_17254,field,public final ChunkMap
aae,i,field_217244_j,worldPersistentData,dataStorage,persistentStateManager,field_17708,field,private final DimensionDataStorage
aae,j,field_217245_k,lastTickTime,lastInhabitedUpdate,lastMobSpawningTime,field_13928,field,private long
aae,k,field_217246_l,allowMonsters,spawnEnemies,spawnMonsters,field_13929,field,private boolean
aae,l,field_217247_m,allowAnimals,spawnFriendlies,spawnAnimals,field_13941,field,private boolean
aae,m,field_222875_n,cachePos,lastChunkPos,chunkPosCache,field_19335,field,private final long[]
aae,n,field_222876_o,cacheStatus,lastChunkStatus,chunkStatusCache,field_19336,field,private final ChunkStatus[]
aae,o,field_222877_p,cacheChunk,lastChunk,chunkCache,field_19337,field,private final ChunkAccess[]
aae,p,field_241097_p_,,lastSpawnState,spawnEntry,field_24455,field,private NaturalSpawner$SpawnState
aaf,a,field_219459_a,,LOGGER,LOGGER,field_14041,field,private static final org.apache.logging.log4j.Logger
aaf,b,field_219460_b,,level,world,field_18258,field,private final ServerLevel
aaf,c,field_219461_c,tracker,entity,entity,field_14049,field,private final Entity
aaf,d,field_219462_d,,updateInterval,tickInterval,field_14037,field,private final int
aaf,e,field_219463_e,,trackDelta,alwaysUpdateVelocity,field_14039,field,private final boolean
aaf,f,field_219464_f,,broadcast,receiver,field_18259,field,private final Consumer<Packet<?>>
aaf,g,field_219465_g,xLoc,xp,lastX,field_14050,field,private long
aaf,h,field_219466_h,yLoc,yp,lastY,field_14035,field,private long
aaf,i,field_219467_i,zLoc,zp,lastZ,field_14048,field,private long
aaf,j,field_219468_j,yRot,yRotp,lastYaw,field_14060,field,private int
aaf,k,field_219469_k,xRot,xRotp,lastPitch,field_14047,field,private int
aaf,l,field_219470_l,headYaw,yHeadRotp,lastHeadPitch,field_14059,field,private int
aaf,m,field_219471_m,,ap,velocity,field_18278,field,private Vec3
aaf,n,field_219472_n,tickCounter,tickCount,trackingTick,field_14040,field,private int
aaf,o,field_219473_o,,teleportDelay,updatesWithoutVehicle,field_14043,field,private int
aaf,p,field_219474_p,,lastPassengers,lastPassengers,field_14045,field,private List<Entity>
aaf,q,field_219475_q,,wasRiding,hadVehicle,field_14051,field,private boolean
aaf,r,field_219476_r,,wasOnGround,lastOnGround,field_14036,field,private boolean
aag,a,field_241108_a_,,END_SPAWN_POINT,END_SPAWN_POS,field_25144,field,public static final BlockPos
aag,x,field_147491_a,,LOGGER,LOGGER,field_13952,field,private static final org.apache.logging.log4j.Logger
aag,y,field_217498_x,entitiesById,entitiesById,entitiesById,field_17915,field,private final it.unimi.dsi.fastutil.ints.Int2ObjectMap<Entity>
aag,z,field_175741_N,entitiesByUUID,entitiesByUuid,entitiesByUuid,field_13960,field,"private final Map<UUID, Entity>"
aag,A,field_217499_z,entitiesToAdd,toAddAfterTick,entitiesToLoad,field_18260,field,private final Queue<Entity>
aag,B,field_217491_A,players,players,players,field_18261,field,private final List<ServerPlayer>
aag,C,field_241102_C_,chunkProvider,chunkSource,serverChunkManager,field_24624,field,private final ServerChunkCache
aag,b,field_217492_a,tickingEntities,tickingEntities,inEntityTick,field_18264,field,boolean
aag,D,field_73061_a,server,server,server,field_13959,field,private final MinecraftServer
aag,E,field_241103_E_,worldDataServer,serverLevelData,worldProperties,field_24456,field,private final ServerLevelData
aag,c,field_73058_d,savingDisabled,noSave,savingDisabled,field_13957,field,public boolean
aag,F,field_73068_P,everyoneSleeping,allPlayersSleeping,allPlayersSleeping,field_13955,field,private boolean
aag,G,field_80004_Q,emptyTime,emptyTime,idleTimeout,field_13948,field,private int
aag,H,field_85177_Q,portalTravelAgent,portalForcer,portalForcer,field_13956,field,private final PortalForcer
aag,I,field_94579_S,nextTickListBlock,blockTicks,blockTickScheduler,field_13949,field,private final ServerTickList<Block>
aag,J,field_205342_P,nextTickListFluid,liquidTicks,fluidTickScheduler,field_13951,field,private final ServerTickList<Fluid>
aag,K,field_217495_I,navigators,navigations,entityNavigations,field_18262,field,private final Set<PathNavigation>
aag,d,field_217494_c,persistentRaid,raids,raidManager,field_18811,field,protected final Raids
aag,L,field_147490_S,,blockEvents,syncedBlockEventQueue,field_13950,field,private final it.unimi.dsi.fastutil.objects.ObjectLinkedOpenHashSet<BlockEventData>
aag,M,field_211159_Q,ticking,handlingTick,inBlockTick,field_13953,field,private boolean
aag,N,field_241104_N_,mobSpawners,customSpawners,spawners,field_25141,field,private final List<CustomSpawner>
aag,O,field_241105_O_,dragonBattle,dragonFight,enderDragonFight,field_25142,field,private final EndDragonFight
aag,P,field_241106_P_,structureManager,structureFeatureManager,structureAccessor,field_23787,field,private final StructureFeatureManager
aag,Q,field_241107_Q_,,tickTime,field_25143,field_25143,field,private final boolean
aah,bJ,field_147102_bM,,LOGGER,LOGGER,field_13975,field,private static final org.apache.logging.log4j.Logger
aah,b,field_71135_a,playerConnection,connection,networkHandler,field_13987,field,public ServerGamePacketListenerImpl
aah,c,field_71133_b,server,server,server,field_13995,field,public final MinecraftServer
aah,d,field_71134_c,playerInteractManager,gameMode,interactionManager,field_13974,field,public final ServerPlayerGameMode
aah,bK,field_71130_g,removeQueue,entitiesToRemove,removedEntities,field_13988,field,private final List<Integer>
aah,bL,field_192042_bX,advancementDataPlayer,advancements,advancementTracker,field_13970,field,private final PlayerAdvancements
aah,bM,field_147103_bO,serverStatisticManager,stats,statHandler,field_13966,field,private final ServerStatsCounter
aah,bN,field_130068_bO,lastHealthScored,lastRecordedHealthAndAbsorption,lastHealthScore,field_13963,field,private float
aah,bO,field_184852_bV,lastFoodScored,lastRecordedFoodLevel,lastFoodScore,field_13983,field,private int
aah,bP,field_184853_bW,lastAirScored,lastRecordedAirLevel,lastAirScore,field_13968,field,private int
aah,bQ,field_184854_bX,lastArmorScored,lastRecordedArmor,lastArmorScore,field_13982,field,private int
aah,bR,field_184855_bY,lastExpLevelScored,lastRecordedLevel,lastLevelScore,field_13965,field,private int
aah,bS,field_184856_bZ,lastExpTotalScored,lastRecordedExperience,lastExperienceScore,field_13980,field,private int
aah,bT,field_71149_ch,lastHealthSent,lastSentHealth,syncedHealth,field_13997,field,private float
aah,bU,field_71146_ci,lastFoodSent,lastSentFood,syncedFoodLevel,field_13979,field,private int
aah,bV,field_71147_cj,lastSentSaturationZero,lastFoodSaturationZero,syncedSaturationIsZero,field_13972,field,private boolean
aah,bW,field_71144_ck,lastSentExp,lastSentExp,syncedExperience,field_13978,field,private int
aah,bX,field_147101_bU,invulnerableTicks,spawnInvulnerableTime,joinInvulnerabilityTicks,field_13998,field,private int
