混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
abd$d,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$UpgradeChunk,net/minecraft/server/v1_14_R1/ChunkConverterPalette$d,,net/minecraft/datafixers/fixes/ChunkPalettedStorageFix$Level,net/minecraft/class_3582$class_3588
abd,net/minecraft/util/datafix/fixes/ChunkPaletteFormat,net/minecraft/server/v1_14_R1/ChunkConverterPalette,,net/minecraft/datafixers/fixes/ChunkPalettedStorageFix,net/minecraft/class_3582
abe,net/minecraft/util/datafix/fixes/ChunkStatusFix,net/minecraft/server/v1_14_R1/DataConverterChunkStatus,,net/minecraft/datafixers/fixes/ChunkStatusFix,net/minecraft/class_3589
abf,net/minecraft/util/datafix/fixes/ChunkStatusFix2,net/minecraft/server/v1_14_R1/DataConverterChunkStatus2,,net/minecraft/datafixers/fixes/ChunkStatusFix2,net/minecraft/class_3788
abg,net/minecraft/util/datafix/fixes/ChunkStructuresTemplateRenameFix,net/minecraft/server/v1_14_R1/DataConverterChunkStructuresTemplateRename,,net/minecraft/datafixers/fixes/ChunkStructuresTemplateRenameFix,net/minecraft/class_3590
abh,net/minecraft/util/datafix/fixes/ChunkGenStatus,net/minecraft/server/v1_14_R1/DataConverterProtoChunk,,net/minecraft/datafixers/fixes/ChunkToProtoChunkFix,net/minecraft/class_3591
abi,net/minecraft/util/datafix/fixes/ColorlessShulkerEntityFix,net/minecraft/server/v1_14_R1/DataConverterColorlessShulkerEntity,,net/minecraft/datafixers/fixes/ColorlessShulkerEntityFix,net/minecraft/class_3592
abj,net/minecraft/util/datafix/fixes/DyeRenameMap,net/minecraft/server/v1_14_R1/DataConverterDye,,net/minecraft/datafixers/mapping/LegacyDyeItemMapping,net/minecraft/class_3593
abk,net/minecraft/util/datafix/fixes/ArmorStandSilent,net/minecraft/server/v1_14_R1/DataConverterArmorStand,,net/minecraft/datafixers/fixes/EntityArmorStandSilentFix,net/minecraft/class_3594
abl,net/minecraft/util/datafix/fixes/BlockStateFlatternEntities,net/minecraft/server/v1_14_R1/DataConverterEntityBlockState,,net/minecraft/datafixers/fixes/EntityBlockStateFix,net/minecraft/class_3595
abm,net/minecraft/util/datafix/fixes/EntityCatSplitFix,net/minecraft/server/v1_14_R1/DataConverterEntityCatSplit,,net/minecraft/datafixers/fixes/EntityCatSplitFix,net/minecraft/class_3725
abn,net/minecraft/util/datafix/fixes/EntityCodSalmonFix,net/minecraft/server/v1_14_R1/DataConverterEntityCodSalmon,,net/minecraft/datafixers/fixes/EntityCodSalmonFix,net/minecraft/class_3596
abo,net/minecraft/util/datafix/fixes/CustomNameStringToComponentEntity,net/minecraft/server/v1_14_R1/DataConverterCustomNameEntity,,net/minecraft/datafixers/fixes/EntityCustomNameToComponentFix,net/minecraft/class_3597
abp,net/minecraft/util/datafix/fixes/ElderGuardianSplit,net/minecraft/server/v1_14_R1/DataConverterGuardian,,net/minecraft/datafixers/fixes/EntityElderGuardianSplitFix,net/minecraft/class_3598
abq,net/minecraft/util/datafix/fixes/EntityArmorAndHeld,net/minecraft/server/v1_14_R1/DataConverterEquipment,,net/minecraft/datafixers/fixes/EntityEquipmentToArmorAndHandFix,net/minecraft/class_3599
abr,net/minecraft/util/datafix/fixes/EntityHealth,net/minecraft/server/v1_14_R1/DataConverterHealth,,net/minecraft/datafixers/fixes/EntityHealthFix,net/minecraft/class_3600
abs,net/minecraft/util/datafix/fixes/HorseSaddle,net/minecraft/server/v1_14_R1/DataConverterSaddle,,net/minecraft/datafixers/fixes/EntityHorseSaddleFix,net/minecraft/class_3601
abt,net/minecraft/util/datafix/fixes/HorseSplit,net/minecraft/server/v1_14_R1/DataConverterHorse,,net/minecraft/datafixers/fixes/EntityHorseSplitFix,net/minecraft/class_3602
abu,net/minecraft/util/datafix/fixes/EntityId,net/minecraft/server/v1_14_R1/DataConverterEntity,,net/minecraft/datafixers/fixes/EntityIdFix,net/minecraft/class_3603
abv,net/minecraft/util/datafix/fixes/EntityItemFrameFacing,net/minecraft/server/v1_14_R1/DataConverterItemFrame,,net/minecraft/datafixers/fixes/EntityItemFrameDirectionFix,net/minecraft/class_3604
abw,net/minecraft/util/datafix/fixes/MinecartEntityTypes,net/minecraft/server/v1_14_R1/DataConverterMinecart,,net/minecraft/datafixers/fixes/EntityMinecartIdentifiersFix,net/minecraft/class_3605
abx,net/minecraft/util/datafix/fixes/PaintingDirection,net/minecraft/server/v1_14_R1/DataConverterHanging,,net/minecraft/datafixers/fixes/HangingEntityFix,net/minecraft/class_3606
aby,net/minecraft/util/datafix/fixes/PaintingMotive,net/minecraft/server/v1_14_R1/DataConverterPainting,,net/minecraft/datafixers/fixes/EntityPaintingMotiveFix,net/minecraft/class_3607
abz,net/minecraft/util/datafix/fixes/PufferfishRename,net/minecraft/server/v1_14_R1/DataConverterEntityPufferfish,,net/minecraft/datafixers/fixes/EntityPufferfishRenameFix,net/minecraft/class_3608
ac,net/minecraft/advancements/AdvancementTreeNode,net/minecraft/server/v1_14_R1/AdvancementTree,,net/minecraft/advancement/AdvancementPositioner,net/minecraft/class_194
aca,net/minecraft/util/datafix/fixes/EntityRavagerRenameFix,net/minecraft/server/v1_14_R1/DataConverterEntityRavagerRename,,net/minecraft/datafixers/fixes/EntityRavagerRenameFix,net/minecraft/class_3983
acb,net/minecraft/util/datafix/fixes/RedundantChanceTags,net/minecraft/server/v1_14_R1/DataConverterDropChances,,net/minecraft/datafixers/fixes/EntityRedundantChanceTagsFix,net/minecraft/class_1165
acc,net/minecraft/util/datafix/fixes/EntityRename,net/minecraft/server/v1_14_R1/DataConverterEntityName,,net/minecraft/datafixers/fixes/EntityTransformFix,net/minecraft/class_1167
acd,net/minecraft/util/datafix/fixes/RidingToPassengers,net/minecraft/server/v1_14_R1/DataConverterRiding,,net/minecraft/datafixers/fixes/EntityRidingToPassengerFix,net/minecraft/class_1166
ace,net/minecraft/util/datafix/fixes/ShulkerBoxEntityColor,net/minecraft/server/v1_14_R1/DataConverterShulker,,net/minecraft/datafixers/fixes/EntityShulkerColorFix,net/minecraft/class_1169
acf,net/minecraft/util/datafix/fixes/SkeletonSplit,net/minecraft/server/v1_14_R1/DataConverterSkeleton,,net/minecraft/datafixers/fixes/EntitySkeletonSplitFix,net/minecraft/class_1168
acg,net/minecraft/util/datafix/fixes/StringToUUID,net/minecraft/server/v1_14_R1/DataConverterUUID,,net/minecraft/datafixers/fixes/EntityStringUuidFix,net/minecraft/class_1171
ach,net/minecraft/util/datafix/fixes/EntityRenameing1510,net/minecraft/server/v1_14_R1/DataConverterEntityRename,,net/minecraft/datafixers/fixes/EntityTheRenameningBlock,net/minecraft/class_1170
aci,net/minecraft/util/datafix/fixes/TippedArrow,net/minecraft/server/v1_14_R1/DataConverterEntityTippedArrow,,net/minecraft/datafixers/fixes/EntityTippedArrowFix,net/minecraft/class_1173
acj,net/minecraft/util/datafix/fixes/WolfCollarColor,net/minecraft/server/v1_14_R1/DataConverterWolf,,net/minecraft/datafixers/fixes/EntityWolfColorFix,net/minecraft/class_1172
ack,net/minecraft/util/datafix/fixes/ZombieSplit,net/minecraft/server/v1_14_R1/DataConverterZombieType,,net/minecraft/datafixers/fixes/EntityZombieSplitFix,net/minecraft/class_1175
acl,net/minecraft/util/datafix/fixes/ZombieProfToType,net/minecraft/server/v1_14_R1/DataConverterZombie,,net/minecraft/datafixers/fixes/EntityZombieVillagerTypeFix,net/minecraft/class_1174
acn,net/minecraft/util/datafix/fixes/HeightmapRenamingFix,net/minecraft/server/v1_14_R1/DataConverterHeightmapRenaming,,net/minecraft/datafixers/fixes/HeightmapRenamingFix,net/minecraft/class_1177
aco,net/minecraft/util/datafix/fixes/IglooMetadataRemoval,net/minecraft/server/v1_14_R1/DataConverterIglooMetadataRemoval,,net/minecraft/datafixers/fixes/IglooMetadataRemovalFix,net/minecraft/class_1176
acp,net/minecraft/util/datafix/fixes/BannerItemColor,net/minecraft/server/v1_14_R1/DataConverterBanner,,net/minecraft/datafixers/fixes/ItemBannerColorFix,net/minecraft/class_1179
acq,net/minecraft/util/datafix/fixes/CustomNameStringToComponentItem,net/minecraft/server/v1_14_R1/DataConverterCustomNameItem,,net/minecraft/datafixers/fixes/ItemCustomNameToComponentFix,net/minecraft/class_1178
acr,net/minecraft/util/datafix/fixes/ItemIntIDToString,net/minecraft/server/v1_14_R1/DataConverterMaterialId,,net/minecraft/datafixers/fixes/ItemIdFix,net/minecraft/class_1181
acs,net/minecraft/util/datafix/fixes/ItemLoreComponentizeFix,net/minecraft/server/v1_14_R1/DataConverterItemLoreComponentize,,net/minecraft/datafixers/fixes/ItemLoreToComponentFix,net/minecraft/class_1180
act,net/minecraft/util/datafix/fixes/PotionItems,net/minecraft/server/v1_14_R1/DataConverterPotionId,,net/minecraft/datafixers/fixes/ItemPotionFix,net/minecraft/class_1183
acu$1,net/minecraft/util/datafix/fixes/ItemRename$1,net/minecraft/server/v1_14_R1/DataConverterItemName$1,,net/minecraft/datafixers/fixes/FixItemName$1,net/minecraft/class_1182$1
acu,net/minecraft/util/datafix/fixes/ItemRename,net/minecraft/server/v1_14_R1/DataConverterItemName,,net/minecraft/datafixers/fixes/FixItemName,net/minecraft/class_1182
acv,net/minecraft/util/datafix/fixes/ShulkerBoxItemColor,net/minecraft/server/v1_14_R1/DataConverterShulkerBoxItem,,net/minecraft/datafixers/fixes/ItemShulkerBoxColorFix,net/minecraft/class_1185
acw,net/minecraft/util/datafix/fixes/SpawnEggNames,net/minecraft/server/v1_14_R1/DataConverterSpawnEgg,,net/minecraft/datafixers/fixes/ItemSpawnEggFix,net/minecraft/class_1184
acx,net/minecraft/util/datafix/fixes/ItemStackEnchantmentFix,net/minecraft/server/v1_14_R1/DataConverterItemStackEnchantment,,net/minecraft/datafixers/fixes/ItemStackEnchantmentFix,net/minecraft/class_1187
acy,net/minecraft/util/datafix/fixes/ItemFilledMapMetadata,net/minecraft/server/v1_14_R1/DataConverterMap,,net/minecraft/datafixers/fixes/ItemInstanceMapIdFix,net/minecraft/class_1186
acz,net/minecraft/util/datafix/fixes/ItemSpawnEggSplit,net/minecraft/server/v1_14_R1/DataConverterFlattenSpawnEgg,,net/minecraft/datafixers/fixes/ItemInstanceSpawnEggFix,net/minecraft/class_1189
ad,net/minecraft/advancements/criterion/CriterionInstance,net/minecraft/server/v1_14_R1/CriterionInstanceAbstract,,net/minecraft/advancement/criterion/AbstractCriterionConditions,net/minecraft/class_195
ada,net/minecraft/util/datafix/fixes/ItemStackDataFlattening,net/minecraft/server/v1_14_R1/DataConverterFlatten,,net/minecraft/datafixers/fixes/ItemInstanceTheFlatteningFix,net/minecraft/class_1188
adb,net/minecraft/util/datafix/fixes/PotionWater,net/minecraft/server/v1_14_R1/DataConverterPotionWater,,net/minecraft/datafixers/fixes/ItemWaterPotionFix,net/minecraft/class_1190
adc,net/minecraft/util/datafix/fixes/BookPagesStrictJSON,net/minecraft/server/v1_14_R1/DataConverterBook,,net/minecraft/datafixers/fixes/ItemWrittenBookPagesStrictJsonFix,net/minecraft/class_1194
add$a,net/minecraft/util/datafix/fixes/LeavesFix$LeavesSection,net/minecraft/server/v1_14_R1/DataConverterLeaves$a,,net/minecraft/datafixers/fixes/LeavesFix$class_1192,net/minecraft/class_1191$class_1192
add$b,net/minecraft/util/datafix/fixes/LeavesFix$Section,net/minecraft/server/v1_14_R1/DataConverterLeaves$b,,net/minecraft/datafixers/fixes/LeavesFix$class_1193,net/minecraft/class_1191$class_1193
add,net/minecraft/util/datafix/fixes/LeavesFix,net/minecraft/server/v1_14_R1/DataConverterLeaves,,net/minecraft/datafixers/fixes/LeavesFix,net/minecraft/class_1191
ade,net/minecraft/util/datafix/fixes/LevelDataGeneratorOptionsFix,net/minecraft/server/v1_14_R1/DataConverterLevelDataGeneratorOptions,,net/minecraft/datafixers/fixes/LevelDataGeneratorOptionsFix,net/minecraft/class_1196
adf,net/minecraft/util/datafix/fixes/BlockStateFlattenGenOptions,net/minecraft/server/v1_14_R1/DataConverterWorldGenSettings,,net/minecraft/datafixers/fixes/LevelFlatGeneratorInfoFix,net/minecraft/class_1195
adg,net/minecraft/util/datafix/fixes/MapIdFix,net/minecraft/server/v1_14_R1/DataConverterMapId,,net/minecraft/datafixers/fixes/MapIdFix,net/minecraft/class_3970
adh,net/minecraft/util/datafix/fixes/SpawnerEntityTypes,net/minecraft/server/v1_14_R1/DataConverterMobSpawner,,net/minecraft/datafixers/fixes/MobSpawnerEntityIdentifiersFix,net/minecraft/class_1198
adi,net/minecraft/util/datafix/fixes/NamedEntityFix,net/minecraft/server/v1_14_R1/DataConverterNamedEntity,,net/minecraft/datafixers/fixes/ChoiceFix,net/minecraft/class_1197
adj,net/minecraft/util/datafix/fixes/NewVillageFix,net/minecraft/server/v1_14_R1/DataConverterNewVillage,,net/minecraft/datafixers/fixes/NewVillageFix,net/minecraft/class_3904
adk,net/minecraft/util/datafix/fixes/ObjectiveDisplayName,net/minecraft/server/v1_14_R1/DataConverterObjectiveDisplayName,,net/minecraft/datafixers/fixes/ObjectiveDisplayNameFix,net/minecraft/class_1200
adl,net/minecraft/util/datafix/fixes/ObjectiveRenderType,net/minecraft/server/v1_14_R1/DataConverterObjectiveRenderType,,net/minecraft/datafixers/fixes/ObjectiveRenderTypeFix,net/minecraft/class_1199
adm,net/minecraft/util/datafix/fixes/OptionsAddTextBackgroundFix,net/minecraft/server/v1_14_R1/DataConverterOptionsAddTextBackground,,net/minecraft/datafixers/fixes/OptionsAddTextBackgroundFix,net/minecraft/class_4092
adn,net/minecraft/util/datafix/fixes/ForceVBOOn,net/minecraft/server/v1_14_R1/DataConverterVBO,,net/minecraft/datafixers/fixes/OptionsForceVBOFix,net/minecraft/class_1202
ado,net/minecraft/util/datafix/fixes/LWJGL3KeyOptions,net/minecraft/server/v1_14_R1/DataConverterKeybind,,net/minecraft/datafixers/fixes/OptionsKeyLwjgl3Fix,net/minecraft/class_1201
adp,net/minecraft/util/datafix/fixes/KeyOptionsTranslation,net/minecraft/server/v1_14_R1/DataConverterKeybind2,,net/minecraft/datafixers/fixes/OptionsKeyTranslationFix,net/minecraft/class_1204
adq,net/minecraft/util/datafix/fixes/OptionsLowerCaseLanguage,net/minecraft/server/v1_14_R1/DataConverterLang,,net/minecraft/datafixers/fixes/OptionsLowerCaseLanguageFix,net/minecraft/class_1203
adr,net/minecraft/util/datafix/fixes/RenamedRecipes,net/minecraft/server/v1_14_R1/DataConverterRecipes,,net/minecraft/datafixers/fixes/RecipeFix,net/minecraft/class_1206
ads,net/minecraft/util/datafix/fixes/RecipesRenaming,net/minecraft/server/v1_14_R1/DataConverterRecipeRename,,net/minecraft/datafixers/fixes/RecipeRenamingFix,net/minecraft/class_1205
adt,net/minecraft/util/datafix/TypeReferences,net/minecraft/server/v1_14_R1/DataConverterTypes,,net/minecraft/datafixers/TypeReferences,net/minecraft/class_1208
adu,net/minecraft/util/datafix/fixes/CoralFansRenameList,net/minecraft/server/v1_14_R1/DataConverterCoralFan,,net/minecraft/datafixers/mapping/LegacyCoralFanBlockMapping,net/minecraft/class_1207
adv,net/minecraft/util/datafix/fixes/RenamedCoral,net/minecraft/server/v1_14_R1/DataConverterCoral,,net/minecraft/datafixers/mapping/LegacyCoralBlockMapping,net/minecraft/class_1210
adw,net/minecraft/util/datafix/fixes/PointOfInterestReorganizationFix,net/minecraft/server/v1_14_R1/DataConverterPOI,,net/minecraft/datafixers/fixes/PointOfInterestReorganizationFix,net/minecraft/class_4285
adx,net/minecraft/util/datafix/fixes/BlockStateFlattenVillageCrops,net/minecraft/server/v1_14_R1/DataConverterVillage,,net/minecraft/datafixers/fixes/SavedDataVillageCropFix,net/minecraft/class_1209
ady,net/minecraft/util/datafix/fixes/EntityRenameHelper,net/minecraft/server/v1_14_R1/DataConverterEntityNameAbstract,,net/minecraft/datafixers/fixes/EntitySimpleTransformFix,net/minecraft/class_1212
adz,net/minecraft/util/datafix/fixes/TypedEntityRenameHelper,net/minecraft/server/v1_14_R1/DataConverterEntityRenameAbstract,,net/minecraft/datafixers/fixes/EntityRenameFix,net/minecraft/class_1211
ae$a,net/minecraft/advancements/criterion/BredAnimalsTrigger$Listeners,net/minecraft/server/v1_14_R1/CriterionTriggerBredAnimals$a,,net/minecraft/advancement/criterion/BredAnimalsCriterion$Handler,net/minecraft/class_196$class_197
ae$b,net/minecraft/advancements/criterion/BredAnimalsTrigger$Instance,net/minecraft/server/v1_14_R1/CriterionTriggerBredAnimals$b,,net/minecraft/advancement/criterion/BredAnimalsCriterion$Conditions,net/minecraft/class_196$class_198
ae,net/minecraft/advancements/criterion/BredAnimalsTrigger,net/minecraft/server/v1_14_R1/CriterionTriggerBredAnimals,,net/minecraft/advancement/criterion/BredAnimalsCriterion,net/minecraft/class_196
aea,net/minecraft/util/datafix/fixes/StatsRenaming,net/minecraft/server/v1_14_R1/DataConverterStatistic,,net/minecraft/datafixers/fixes/StatsCounterFix,net/minecraft/class_1214
aeb,net/minecraft/util/datafix/fixes/SwimStatsRename,net/minecraft/server/v1_14_R1/DataConverterSwimStats,,net/minecraft/datafixers/fixes/SwimStatsRenameFix,net/minecraft/class_1213
aec,net/minecraft/util/datafix/fixes/TeamDisplayName,net/minecraft/server/v1_14_R1/DataConverterTeamDisplayName,,net/minecraft/datafixers/fixes/TeamDisplayNameFix,net/minecraft/class_1217
aed$a,net/minecraft/util/datafix/fixes/TrappedChestTileEntitySplit$Section,net/minecraft/server/v1_14_R1/DataConverterTrappedChest$a,,net/minecraft/datafixers/fixes/AddTrappedChestFix$class_1216,net/minecraft/class_1215$class_1216
aed,net/minecraft/util/datafix/fixes/TrappedChestTileEntitySplit,net/minecraft/server/v1_14_R1/DataConverterTrappedChest,,net/minecraft/datafixers/fixes/AddTrappedChestFix,net/minecraft/class_1215
aee,net/minecraft/util/datafix/fixes/VillagerProfessionFix,net/minecraft/server/v1_14_R1/DataConverterVillagerProfession,,net/minecraft/datafixers/fixes/VillagerProfessionFix,net/minecraft/class_3845
aef,net/minecraft/util/datafix/fixes/VillagerLevelAndXpFix,net/minecraft/server/v1_14_R1/DataConverterVillagerLevelXp,,net/minecraft/datafixers/fixes/VillagerXpRebuildFix,net/minecraft/class_4300
aeg,net/minecraft/util/datafix/fixes/VillagerTrades,net/minecraft/server/v1_14_R1/DataConverterVillagerTrade,,net/minecraft/datafixers/fixes/VillagerTradeFix,net/minecraft/class_1219
aeh,net/minecraft/util/datafix/WriteAndReadDataFix,net/minecraft/server/v1_14_R1/DataConverterShoulderEntity,,net/minecraft/datafixers/fixes/WriteAndReadFix,net/minecraft/class_1218
aei,net/minecraft/util/datafix/fixes/ZombieVillagerXpFix,net/minecraft/server/v1_14_R1/DataConverterZombieVillagerLevelXp,,net/minecraft/datafixers/fixes/ZombieVillagerXpRebuildFix,net/minecraft/class_4301
ael,net/minecraft/util/datafix/NamespacedSchema,net/minecraft/server/v1_14_R1/DataConverterSchemaNamed,,net/minecraft/datafixers/schemas/SchemaIdentifierNormalize,net/minecraft/class_1220
aem,net/minecraft/util/datafix/versions/V0100,net/minecraft/server/v1_14_R1/DataConverterSchemaV100,,net/minecraft/datafixers/schemas/Schema100,net/minecraft/class_1222
aen,net/minecraft/util/datafix/versions/V0102,net/minecraft/server/v1_14_R1/DataConverterSchemaV102,,net/minecraft/datafixers/schemas/Schema102,net/minecraft/class_1221
aeo,net/minecraft/util/datafix/versions/V1022,net/minecraft/server/v1_14_R1/DataConverterSchemaV1022,,net/minecraft/datafixers/schemas/Schema1022,net/minecraft/class_1224
