owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,signature,descriptor,return_type
aak,"a(boolean arg0, boolean arg1, boolean arg2, boolean arg3)","func_210537_a(boolean arg0, boolean arg1, boolean arg2, boolean arg3)",,,,,method,"a(boolean arg0, boolean arg1, boolean arg2, boolean arg3)",(ZZZZ)I,int
aal,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aal,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aal,"a(String arg0, com.mojang.datafixers.types.DynamicOps<T> arg1)","func_210549_a(String arg0, com.mojang.datafixers.types.DynamicOps<T> arg1)",,,,,method,"a(String arg0, com.mojang.datafixers.types.DynamicOps<T> arg1)",(Ljava/lang/String;Lcom/mojang/datafixers/types/DynamicOps;)Lcom/mojang/datafixers/Dynamic;,<T> com.mojang.datafixers.Dynamic<T>
aal,a(String arg0),func_210548_a(String arg0),,,,,method,a(String arg0),(Ljava/lang/String;)Lcom/mojang/datafixers/util/Pair;,"com.mojang.datafixers.util.Pair<Integer, String>"
aal,b(String arg0),func_210552_b(String arg0),,,,,method,b(String arg0),(Ljava/lang/String;)Ljava/util/List;,"List<com.mojang.datafixers.util.Pair<Integer, String>>"
aam,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aam,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aam,a(com.mojang.datafixers.Dynamic<?> arg0),func_209636_a(com.mojang.datafixers.Dynamic<?> arg0),,,,,method,a(com.mojang.datafixers.Dynamic<?> arg0),(Lcom/mojang/datafixers/Dynamic;)Lcom/mojang/datafixers/Dynamic;,com.mojang.datafixers.Dynamic<?>
aam,a(String arg0),func_199180_a(String arg0),,,,,method,a(String arg0),(Ljava/lang/String;)Ljava/lang/String;,String
aan,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aan,a(com.mojang.datafixers.Dynamic<?> arg0),func_209659_a(com.mojang.datafixers.Dynamic<?> arg0),,,,,method,a(com.mojang.datafixers.Dynamic<?> arg0),(Lcom/mojang/datafixers/Dynamic;)Lcom/mojang/datafixers/Dynamic;,com.mojang.datafixers.Dynamic<?>
aan,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aao,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3, arg4)",(Lcom/mojang/datafixers/schemas/Schema;ZLjava/lang/String;Lcom/mojang/datafixers/DSL$TypeReference;Ljava/lang/String;)V,public
aao,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aao,a(com.mojang.datafixers.Typed<?> arg0),func_207419_a(com.mojang.datafixers.Typed<?> arg0),,,,,method,a(com.mojang.datafixers.Typed<?> arg0),(Lcom/mojang/datafixers/Typed;)Lcom/mojang/datafixers/Typed;,com.mojang.datafixers.Typed<?>
aap,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aap,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aaq,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aaq,a(String arg0),func_211858_a(String arg0),,,,,method,a(String arg0),(Ljava/lang/String;)Lcfe$a;,IScoreboardCriteria$EnumScoreboardHealthDisplay
aaq,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aar,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aar,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aas,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aas,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aat,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aat,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aau,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aau,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aav,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aav,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aaw,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aaw,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
ab$a,<init>,,,,,,constructor,(arg0),(Lpm;)V,public
ab$a,a(),func_193232_a(),,,,,method,a(),()Z,boolean
ab$a,a(s$a<ab$b> arg0),func_193233_a(ICriterionTrigger$Listener<ChangeDimensionTrigger$Instance> arg0),,,,,method,a(s$a<ab$b> arg0),(Ls$a;)V,void
ab$a,b(s$a<ab$b> arg0),func_193231_b(ICriterionTrigger$Listener<ChangeDimensionTrigger$Instance> arg0),,,,,method,b(s$a<ab$b> arg0),(Ls$a;)V,void
ab$a,"a(boc arg0, boc arg1)","func_193234_a(DimensionType arg0, DimensionType arg1)",,,,,method,"a(boc arg0, boc arg1)",(Lboc;Lboc;)V,void
ab$b,<init>,,,,,,constructor,"(arg0, arg1)",(Lboc;Lboc;)V,public
ab$b,a(boc arg0),func_203911_a(DimensionType arg0),,,,,method,a(boc arg0),(Lboc;)Lab$b;,CriterionTriggerChangedDimension$b
ab$b,"b(boc arg0, boc arg1)","func_193190_a(DimensionType arg0, DimensionType arg1)",,,,,method,"b(boc arg0, boc arg1)",(Lboc;Lboc;)Z,boolean
ab$b,b(),func_200288_b(),,,,,method,b(),()Lcom/google/gson/JsonElement;,com.google.gson.JsonElement
ab,<init>,,,,,,constructor,(),()V,public
ab,a(),func_192163_a(),,,,,method,a(),()Lpc;,MinecraftKey
ab,"a(pm arg0, s$a<ab$b> arg1)","func_192165_a(PlayerAdvancements arg0, ICriterionTrigger$Listener<ChangeDimensionTrigger$Instance> arg1)",,,,,method,"a(pm arg0, s$a<ab$b> arg1)",(Lpm;Ls$a;)V,void
ab,"b(pm arg0, s$a<ab$b> arg1)","func_192164_b(PlayerAdvancements arg0, ICriterionTrigger$Listener<ChangeDimensionTrigger$Instance> arg1)",,,,,method,"b(pm arg0, s$a<ab$b> arg1)",(Lpm;Ls$a;)V,void
ab,a(pm arg0),func_192167_a(PlayerAdvancements arg0),,,,,method,a(pm arg0),(Lpm;)V,void
ab,"b(com.google.gson.JsonObject arg0, com.google.gson.JsonDeserializationContext arg1)","func_192166_a(com.google.gson.JsonObject arg0, com.google.gson.JsonDeserializationContext arg1)",,,,,method,"b(com.google.gson.JsonObject arg0, com.google.gson.JsonDeserializationContext arg1)",(Lcom/google/gson/JsonObject;Lcom/google/gson/JsonDeserializationContext;)Lab$b;,CriterionTriggerChangedDimension$b
ab,"a(tf arg0, boc arg1, boc arg2)","func_193143_a(EntityPlayerMP arg0, DimensionType arg1, DimensionType arg2)",,,,,method,"a(tf arg0, boc arg1, boc arg2)",(Ltf;Lboc;Lboc;)V,void
aba,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
aba,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
aba,a(com.mojang.datafixers.Dynamic<T> arg0),func_209677_a(com.mojang.datafixers.Dynamic<T> arg0),,,,,method,a(com.mojang.datafixers.Dynamic<T> arg0),(Lcom/mojang/datafixers/Dynamic;)Lcom/mojang/datafixers/Dynamic;,<T> com.mojang.datafixers.Dynamic<T>
aba,b(com.mojang.datafixers.Dynamic<T> arg0),func_210590_b(com.mojang.datafixers.Dynamic<T> arg0),,,,,method,b(com.mojang.datafixers.Dynamic<T> arg0),(Lcom/mojang/datafixers/Dynamic;)Lcom/mojang/datafixers/Dynamic;,<T> com.mojang.datafixers.Dynamic<T>
aba,a(Stream<? extends com.mojang.datafixers.Dynamic<?>> arg0),func_210586_a(Stream<? extends com.mojang.datafixers.Dynamic<?>> arg0),,,,,method,a(Stream<? extends com.mojang.datafixers.Dynamic<?>> arg0),(Ljava/util/stream/Stream;)Ljava/util/stream/Stream;,Stream<? extends com.mojang.datafixers.Dynamic<?>>
aba,c(com.mojang.datafixers.Dynamic<T> arg0),func_210588_c(com.mojang.datafixers.Dynamic<T> arg0),,,,,method,c(com.mojang.datafixers.Dynamic<T> arg0),(Lcom/mojang/datafixers/Dynamic;)Lcom/mojang/datafixers/Dynamic;,<T> com.mojang.datafixers.Dynamic<T>
aba,d(com.mojang.datafixers.Dynamic<T> arg0),func_210589_d(com.mojang.datafixers.Dynamic<T> arg0),,,,,method,d(com.mojang.datafixers.Dynamic<T> arg0),(Lcom/mojang/datafixers/Dynamic;)Lcom/mojang/datafixers/Dynamic;,<T> com.mojang.datafixers.Dynamic<T>
aba,"a(com.mojang.datafixers.Dynamic<T> arg0, String arg1)","func_209676_a(com.mojang.datafixers.Dynamic<T> arg0, String arg1)",,,,,method,"a(com.mojang.datafixers.Dynamic<T> arg0, String arg1)",(Lcom/mojang/datafixers/Dynamic;Ljava/lang/String;)Lcom/mojang/datafixers/Dynamic;,<T> com.mojang.datafixers.Dynamic<T>
abb,<init>,,,,,,constructor,"(arg0, arg1, arg2)",(Ljava/lang/String;Lcom/mojang/datafixers/schemas/Schema;Z)V,public
abb,"a(String arg0, com.mojang.datafixers.Typed<?> arg1)","func_209149_a(String arg0, com.mojang.datafixers.Typed<?> arg1)",,,,,method,"a(String arg0, com.mojang.datafixers.Typed<?> arg1)",(Ljava/lang/String;Lcom/mojang/datafixers/Typed;)Lcom/mojang/datafixers/util/Pair;,"com.mojang.datafixers.util.Pair<String, com.mojang.datafixers.Typed<?>>"
abb,"a(String arg0, com.mojang.datafixers.Dynamic<?> arg1)","func_209758_a(String arg0, com.mojang.datafixers.Dynamic<?> arg1)",,,,,method,"a(String arg0, com.mojang.datafixers.Dynamic<?> arg1)",(Ljava/lang/String;Lcom/mojang/datafixers/Dynamic;)Lcom/mojang/datafixers/util/Pair;,"com.mojang.datafixers.util.Pair<String, com.mojang.datafixers.Dynamic<?>>"
abc,<init>,,,,,,constructor,"(arg0, arg1, arg2)",(Ljava/lang/String;Lcom/mojang/datafixers/schemas/Schema;Z)V,public
abc,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
abc,a(String arg0),func_211311_a(String arg0),,,,,method,a(String arg0),(Ljava/lang/String;)Ljava/lang/String;,String
abd,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
abd,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
abd,a(String arg0),func_209681_a(String arg0),,,,,method,a(String arg0),(Ljava/lang/String;)Ljava/lang/String;,String
abd,b(String arg0),func_206287_a(String arg0),,,,,method,b(String arg0),(Ljava/lang/String;)Ljava/lang/String;,String
abe,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
abe,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
abf,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
abf,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
abg$a,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/Typed;Lcom/mojang/datafixers/schemas/Schema;)V,public
abg$a,a(),func_212508_a(),,,,,method,a(),()Z,boolean
abg$a,a(int arg0),func_212511_a(int arg0),,,,,method,a(int arg0),(I)Z,boolean
abg,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
abg,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
abh,<init>,,,,,,constructor,"(arg0, arg1)",(Lcom/mojang/datafixers/schemas/Schema;Z)V,public
abh,a(com.mojang.datafixers.Typed<?> arg0),func_207419_a(com.mojang.datafixers.Typed<?> arg0),,,,,method,a(com.mojang.datafixers.Typed<?> arg0),(Lcom/mojang/datafixers/Typed;)Lcom/mojang/datafixers/Typed;,com.mojang.datafixers.Typed<?>
abh,"a(com.mojang.datafixers.OpticFinder<com.mojang.datafixers.util.Pair<String, String>> arg0, com.mojang.datafixers.Typed<?> arg1)","func_210482_a(com.mojang.datafixers.OpticFinder<com.mojang.datafixers.util.Pair<String, String>> arg0, com.mojang.datafixers.Typed<?> arg1)",,,,,method,"a(com.mojang.datafixers.OpticFinder<com.mojang.datafixers.util.Pair<String, String>> arg0, com.mojang.datafixers.Typed<?> arg1)",(Lcom/mojang/datafixers/OpticFinder;Lcom/mojang/datafixers/Typed;)Lcom/mojang/datafixers/Typed;,com.mojang.datafixers.Typed<?>
abi,<init>,,,,,,constructor,"(arg0, arg1, arg2)",(Lcom/mojang/datafixers/schemas/Schema;Ljava/lang/String;Lcom/mojang/datafixers/DSL$TypeReference;)V,public
abi,makeRule(),makeRule(),,,,,method,makeRule(),()Lcom/mojang/datafixers/TypeRewriteRule;,com.mojang.datafixers.TypeRewriteRule
abl,<init>,,,,,,constructor,"(arg0, arg1)",(ILcom/mojang/datafixers/schemas/Schema;)V,public
abl,a(String arg0),func_206477_f(String arg0),,,,,method,a(String arg0),(Ljava/lang/String;)Ljava/lang/String;,String
abl,"getChoiceType(com.mojang.datafixers.DSL$TypeReference arg0, String arg1)","getChoiceType(com.mojang.datafixers.DSL$TypeReference arg0, String arg1)",,,,,method,"getChoiceType(com.mojang.datafixers.DSL$TypeReference arg0, String arg1)",(Lcom/mojang/datafixers/DSL$TypeReference;Ljava/lang/String;)Lcom/mojang/datafixers/types/Type;,com.mojang.datafixers.types.Type<?>
abm,<init>,,,,,,constructor,"(arg0, arg1)",(ILcom/mojang/datafixers/schemas/Schema;)V,public
abm,a(com.mojang.datafixers.schemas.Schema arg0),func_206605_a(com.mojang.datafixers.schemas.Schema arg0),,,,,method,a(com.mojang.datafixers.schemas.Schema arg0),(Lcom/mojang/datafixers/schemas/Schema;)Lcom/mojang/datafixers/types/templates/TypeTemplate;,com.mojang.datafixers.types.templates.TypeTemplate
abm,"a(com.mojang.datafixers.schemas.Schema arg0, Map<String, Supplier<com.mojang.datafixers.types.templates.TypeTemplate>> arg1, String arg2)","func_206611_a(com.mojang.datafixers.schemas.Schema arg0, Map<String, Supplier<com.mojang.datafixers.types.templates.TypeTemplate>> arg1, String arg2)",,,,,method,"a(com.mojang.datafixers.schemas.Schema arg0, Map<String, Supplier<com.mojang.datafixers.types.templates.TypeTemplate>> arg1, String arg2)",(Lcom/mojang/datafixers/schemas/Schema;Ljava/util/Map;Ljava/lang/String;)V,void
abm,registerEntities(com.mojang.datafixers.schemas.Schema arg0),registerEntities(com.mojang.datafixers.schemas.Schema arg0),,,,,method,registerEntities(com.mojang.datafixers.schemas.Schema arg0),(Lcom/mojang/datafixers/schemas/Schema;)Ljava/util/Map;,"Map<String, Supplier<com.mojang.datafixers.types.templates.TypeTemplate>>"
