混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
ab$a,net/minecraft/advancements/ICriterionTrigger$Listener,net/minecraft/server/v1_15_R1/CriterionTrigger$a,net/minecraft/advancements/CriterionTrigger$Listener,net/minecraft/advancement/criterion/Criterion$ConditionsContainer,net/minecraft/class_179$class_180
ab,net/minecraft/advancements/ICriterionTrigger,net/minecraft/server/v1_15_R1/CriterionTrigger,net/minecraft/advancements/CriterionTrigger,net/minecraft/advancement/criterion/Criterion,net/minecraft/class_179
aba,net/minecraft/tags/TagCollection,net/minecraft/server/v1_15_R1/Tags,net/minecraft/tags/TagCollection,net/minecraft/tag/TagContainer,net/minecraft/class_3503
abb$a,net/minecraft/tags/NetworkTagManager$ReloadResults,net/minecraft/server/v1_15_R1/TagRegistry$a,net/minecraft/tags/TagManager$Preparations,net/minecraft/tag/RegistryTagManager$BuilderHolder,net/minecraft/class_3505$class_4015
abb,net/minecraft/tags/NetworkTagManager,net/minecraft/server/v1_15_R1/TagRegistry,net/minecraft/tags/TagManager,net/minecraft/tag/RegistryTagManager,net/minecraft/class_3505
abd,net/minecraft/util/BitArray,net/minecraft/server/v1_15_R1/DataBits,net/minecraft/util/BitStorage,net/minecraft/util/PackedIntegerArray,net/minecraft/class_3508
abe,net/minecraft/util/ClassInheritanceMultiMap,net/minecraft/server/v1_15_R1/EntitySlice,net/minecraft/util/ClassInstanceMultiMap,net/minecraft/util/TypeFilterableList,net/minecraft/class_3509
abf,net/minecraft/util/IntIdentityHashBiMap,net/minecraft/server/v1_15_R1/RegistryID,net/minecraft/util/CrudeIncrementalIntIdentityHashBiMap,net/minecraft/util/Int2ObjectBiMap,net/minecraft/class_3513
abg,net/minecraft/util/CryptManager,net/minecraft/server/v1_15_R1/MinecraftEncryption,net/minecraft/util/Crypt,net/minecraft/network/NetworkEncryptionUtils,net/minecraft/class_3515
abh$a,net/minecraft/util/CSVWriter$Builder,net/minecraft/server/v1_15_R1/CSVWriter$a,net/minecraft/util/CsvOutput$Builder,net/minecraft/util/CsvWriter$Header,net/minecraft/class_4456$class_4457
abh,net/minecraft/util/CSVWriter,net/minecraft/server/v1_15_R1/CSVWriter,net/minecraft/util/CsvOutput,net/minecraft/util/CsvWriter,net/minecraft/class_4456
abi,net/minecraft/util/IDynamicDeserializer,net/minecraft/server/v1_15_R1/DynamicDeserializer,net/minecraft/util/Deserializer,net/minecraft/util/DynamicDeserializer,net/minecraft/class_3817
abj,net/minecraft/util/FrameTimer,net/minecraft/server/v1_15_R1/CircularTimer,net/minecraft/util/FrameTimer,net/minecraft/util/MetricsData,net/minecraft/class_3517
abk,net/minecraft/util/JSONUtils,net/minecraft/server/v1_15_R1/ChatDeserializer,net/minecraft/util/GsonHelper,net/minecraft/util/JsonHelper,net/minecraft/class_3518
abl,net/minecraft/util/HTTPUtil,net/minecraft/server/v1_15_R1/HttpUtilities,net/minecraft/util/HttpUtil,net/minecraft/client/util/NetworkUtils,net/minecraft/class_3521
abm,net/minecraft/util/LowerStringMap,net/minecraft/server/v1_15_R1/InsensitiveStringMap,net/minecraft/util/InsensitiveStringMap,net/minecraft/util/LowercaseMap,net/minecraft/class_3522
abn,net/minecraft/util/LazyValue,net/minecraft/server/v1_15_R1/LazyInitVar,net/minecraft/util/LazyLoadedValue,net/minecraft/util/Lazy,net/minecraft/class_3528
abp,net/minecraft/util/FastRandom,net/minecraft/server/v1_15_R1/LinearCongruentialGenerator,net/minecraft/util/LinearCongruentialGenerator,net/minecraft/world/biome/source/SeedMixer,net/minecraft/class_4540
abq$1,net/minecraft/util/EnumTypeAdapterFactory$1,net/minecraft/server/v1_15_R1/ChatTypeAdapterFactory$1,net/minecraft/util/LowerCaseEnumTypeAdapterFactory$1,,net/minecraft/class_3530$1
abq,net/minecraft/util/EnumTypeAdapterFactory,net/minecraft/server/v1_15_R1/ChatTypeAdapterFactory,net/minecraft/util/LowerCaseEnumTypeAdapterFactory,net/minecraft/util/LowercaseEnumTypeAdapterFactory,net/minecraft/class_3530
abr,net/minecraft/util/math/MathHelper,net/minecraft/server/v1_15_R1/MathHelper,net/minecraft/util/Mth,net/minecraft/util/math/MathHelper,net/minecraft/class_3532
abs,net/minecraft/util/IProgressUpdate,net/minecraft/server/v1_15_R1/IProgressUpdate,net/minecraft/util/ProgressListener,net/minecraft/util/ProgressListener,net/minecraft/class_3536
abt$1,net/minecraft/util/ReuseableStream$1,net/minecraft/server/v1_15_R1/StreamAccumulator$1,net/minecraft/util/RewindableStream$1,net/minecraft/util/ReusableStream$1,net/minecraft/class_3538$1
abt,net/minecraft/util/ReuseableStream,net/minecraft/server/v1_15_R1/StreamAccumulator,net/minecraft/util/RewindableStream,net/minecraft/util/ReusableStream,net/minecraft/class_3538
abu,net/minecraft/util/IDynamicSerializable,net/minecraft/server/v1_15_R1/MinecraftSerializable,net/minecraft/util/Serializable,net/minecraft/util/DynamicSerializable,net/minecraft/class_4213
abw$a,net/minecraft/util/SortedArraySet$Itr,net/minecraft/server/v1_15_R1/ArraySetSorted$a,net/minecraft/util/SortedArraySet$ArrayIterator,net/minecraft/util/SortedArraySet$SetIterator,net/minecraft/class_4706$class_4707
abw,net/minecraft/util/SortedArraySet,net/minecraft/server/v1_15_R1/ArraySetSorted,net/minecraft/util/SortedArraySet,net/minecraft/util/SortedArraySet,net/minecraft/class_4706
abx,net/minecraft/util/IStringSerializable,net/minecraft/server/v1_15_R1/INamable,net/minecraft/util/StringRepresentable,net/minecraft/util/StringIdentifiable,net/minecraft/class_3542
aby,net/minecraft/util/StringUtils,net/minecraft/server/v1_15_R1/UtilColor,net/minecraft/util/StringUtil,net/minecraft/util/ChatUtil,net/minecraft/class_3544
abz,net/minecraft/util/Tuple,net/minecraft/server/v1_15_R1/Tuple,net/minecraft/util/Tuple,net/minecraft/util/Pair,net/minecraft/class_3545
ac,net/minecraft/advancements/ICriterionInstance,net/minecraft/server/v1_15_R1/CriterionInstance,net/minecraft/advancements/CriterionTriggerInstance,net/minecraft/advancement/criterion/CriterionConditions,net/minecraft/class_184
aca,net/minecraft/util/Unit,net/minecraft/server/v1_15_R1/Unit,net/minecraft/util/Unit,net/minecraft/util/Unit,net/minecraft/class_3902
acc$a,net/minecraft/util/WeightedRandom$Item,net/minecraft/server/v1_15_R1/WeightedRandom$WeightedRandomChoice,net/minecraft/util/WeighedRandom$WeighedRandomItem,net/minecraft/util/WeightedPicker$Entry,net/minecraft/class_3549$class_3550
acc,net/minecraft/util/WeightedRandom,net/minecraft/server/v1_15_R1/WeightedRandom,net/minecraft/util/WeighedRandom,net/minecraft/util/WeightedPicker,net/minecraft/class_3549
acd,net/minecraft/util/datafix/DefaultTypeReferences,net/minecraft/server/v1_15_R1/DataFixTypes,net/minecraft/util/datafix/DataFixTypes,net/minecraft/datafixers/DataFixTypes,net/minecraft/class_4284
ace$1,net/minecraft/util/datafix/DataFixesManager$1,net/minecraft/server/v1_15_R1/DataConverterRegistry$1,net/minecraft/util/datafix/DataFixers$1,net/minecraft/datafixers/Schemas$1,net/minecraft/class_3551$1
ace$2,net/minecraft/util/datafix/DataFixesManager$2,net/minecraft/server/v1_15_R1/DataConverterRegistry$2,net/minecraft/util/datafix/DataFixers$2,net/minecraft/datafixers/Schemas$2,net/minecraft/class_3551$2
ace,net/minecraft/util/datafix/DataFixesManager,net/minecraft/server/v1_15_R1/DataConverterRegistry,net/minecraft/util/datafix/DataFixers,net/minecraft/datafixers/Schemas,net/minecraft/class_3551
acf,net/minecraft/util/datafix/fixes/OminousBannerTileEntityRenameFix,net/minecraft/server/v1_15_R1/DataConverterOminousBannerBlockEntityRename,net/minecraft/util/datafix/OminousBannerBlockEntityRenameFix,net/minecraft/datafixers/fixes/OminousBannerBlockEntityRenameFix,net/minecraft/class_4299
acg,net/minecraft/util/datafix/fixes/OminousBannerRenameFix,net/minecraft/server/v1_15_R1/DataConverterOminousBannerRename,net/minecraft/util/datafix/OminousBannerRenameFix,net/minecraft/datafixers/fixes/OminousBannerItemRenameFix,net/minecraft/class_4294
ach,net/minecraft/util/datafix/fixes/AddNewChoices,net/minecraft/server/v1_15_R1/DataConverterAddChoices,net/minecraft/util/datafix/fixes/AddNewChoices,net/minecraft/datafixers/fixes/ChoiceTypesFix,net/minecraft/class_3553
aci,net/minecraft/util/datafix/fixes/AdvancementsFix,net/minecraft/server/v1_15_R1/DataConverterAdvancement,net/minecraft/util/datafix/fixes/AdvancementsFix,net/minecraft/datafixers/fixes/AdvancementsFix,net/minecraft/class_3555
acj,net/minecraft/util/datafix/fixes/AddBedTileEntity,net/minecraft/server/v1_15_R1/DataConverterBedBlock,net/minecraft/util/datafix/fixes/BedBlockEntityInjecter,net/minecraft/datafixers/fixes/BedBlockEntityFix,net/minecraft/class_3557
ack,net/minecraft/util/datafix/fixes/BedItemColor,net/minecraft/server/v1_15_R1/DataConverterBedItem,net/minecraft/util/datafix/fixes/BedItemColorFix,net/minecraft/datafixers/fixes/BedItemColorFix,net/minecraft/class_3559
acl,net/minecraft/util/datafix/fixes/RenameBeehivePointOfInterest,net/minecraft/server/v1_15_R1/DataConverterBeehive,net/minecraft/util/datafix/fixes/BeehivePoiRenameFix,net/minecraft/datafixers/fixes/BeehiveRenameFix,net/minecraft/class_4619
acm,net/minecraft/util/datafix/fixes/BiomeRenames,net/minecraft/server/v1_15_R1/DataConverterBiome,net/minecraft/util/datafix/fixes/BiomeFix,net/minecraft/datafixers/fixes/BiomesFix,net/minecraft/class_3561
acn,net/minecraft/util/datafix/fixes/BlockEntityBannerColor,net/minecraft/server/v1_15_R1/DataConverterBannerColour,net/minecraft/util/datafix/fixes/BlockEntityBannerColorFix,net/minecraft/datafixers/fixes/BlockEntityBannerColorFix,net/minecraft/class_3564
aco,net/minecraft/util/datafix/fixes/PistonPushedBlock,net/minecraft/server/v1_15_R1/DataConverterPiston,net/minecraft/util/datafix/fixes/BlockEntityBlockStateFix,net/minecraft/datafixers/fixes/BlockEntityBlockStateFix,net/minecraft/class_3566
acp,net/minecraft/util/datafix/fixes/CustomNameStringToComponentFixTileEntity,net/minecraft/server/v1_15_R1/DataConverterCustomNameTile,net/minecraft/util/datafix/fixes/BlockEntityCustomNameToComponentFix,net/minecraft/datafixers/fixes/BlockEntityCustomNameToComponentFix,net/minecraft/class_3567
acq,net/minecraft/util/datafix/fixes/TileEntityId,net/minecraft/server/v1_15_R1/DataConverterTileEntity,net/minecraft/util/datafix/fixes/BlockEntityIdFix,net/minecraft/datafixers/fixes/BlockEntityIdFix,net/minecraft/class_3571
acr,net/minecraft/util/datafix/fixes/JukeboxRecordItem,net/minecraft/server/v1_15_R1/DataConverterJukeBox,net/minecraft/util/datafix/fixes/BlockEntityJukeboxFix,net/minecraft/datafixers/fixes/BlockEntityJukeboxFix,net/minecraft/class_3573
acs,net/minecraft/util/datafix/fixes/BlockEntityKeepPacked,net/minecraft/server/v1_15_R1/DataConverterBlockEntityKeepPacked,net/minecraft/util/datafix/fixes/BlockEntityKeepPacked,net/minecraft/datafixers/fixes/BlockEntityKeepPacked,net/minecraft/class_3574
act,net/minecraft/util/datafix/fixes/ShulkerBoxTileColor,net/minecraft/server/v1_15_R1/DataConverterShulkerBoxBlock,net/minecraft/util/datafix/fixes/BlockEntityShulkerBoxColorFix,net/minecraft/datafixers/fixes/BlockEntityShulkerBoxColorFix,net/minecraft/class_3575
acu$1,net/minecraft/util/datafix/fixes/SignStrictJSON$1,net/minecraft/server/v1_15_R1/DataConverterSignText$1,net/minecraft/util/datafix/fixes/BlockEntitySignTextStrictJsonFix$1,net/minecraft/datafixers/fixes/BlockEntitySignTextStrictJsonFix$1,net/minecraft/class_3577$1
acu,net/minecraft/util/datafix/fixes/SignStrictJSON,net/minecraft/server/v1_15_R1/DataConverterSignText,net/minecraft/util/datafix/fixes/BlockEntitySignTextStrictJsonFix,net/minecraft/datafixers/fixes/BlockEntitySignTextStrictJsonFix,net/minecraft/class_3577
acv,net/minecraft/util/datafix/fixes/BlockNameFlattening,net/minecraft/server/v1_15_R1/DataConverterBlockName,net/minecraft/util/datafix/fixes/BlockNameFlatteningFix,net/minecraft/datafixers/fixes/BlockNameFlatteningFix,net/minecraft/class_3578
acw$1,net/minecraft/util/datafix/fixes/BlockRename$1,net/minecraft/server/v1_15_R1/DataConverterBlockRename$1,net/minecraft/util/datafix/fixes/BlockRenameFix$1,,net/minecraft/class_3579$1
acw,net/minecraft/util/datafix/fixes/BlockRename,net/minecraft/server/v1_15_R1/DataConverterBlockRename,net/minecraft/util/datafix/fixes/BlockRenameFix,net/minecraft/datafixers/fixes/BlockNameFix,net/minecraft/class_3579
acx,net/minecraft/util/datafix/fixes/BlockStateFlatteningMap,net/minecraft/server/v1_15_R1/DataConverterFlattenData,net/minecraft/util/datafix/fixes/BlockStateData,net/minecraft/datafixers/fixes/BlockStateFlattening,net/minecraft/class_3580
acy,net/minecraft/util/datafix/fixes/BlockStateFlattenStructures,net/minecraft/server/v1_15_R1/DataConverterFlattenState,net/minecraft/util/datafix/fixes/BlockStateStructureTemplateFix,net/minecraft/datafixers/fixes/BlockStateStructureTemplateFix,net/minecraft/class_3581
acz,net/minecraft/util/datafix/fixes/CatTypeFix,net/minecraft/server/v1_15_R1/DataConverterCatType,net/minecraft/util/datafix/fixes/CatTypeFix,net/minecraft/datafixers/fixes/CatTypeFix,net/minecraft/class_3903
ad,net/minecraft/advancements/DisplayInfo,net/minecraft/server/v1_15_R1/AdvancementDisplay,net/minecraft/advancements/DisplayInfo,net/minecraft/advancement/AdvancementDisplay,net/minecraft/class_185
ada,net/minecraft/util/datafix/fixes/BiomeIdFix,net/minecraft/server/v1_15_R1/DataConverterLeavesBiome,net/minecraft/util/datafix/fixes/ChunkBiomeFix,net/minecraft/datafixers/fixes/BiomeFormatFix,net/minecraft/class_4541
adb,net/minecraft/util/datafix/fixes/ChunkLightRemoveFix,net/minecraft/server/v1_15_R1/DataConverterChunkLightRemove,net/minecraft/util/datafix/fixes/ChunkLightRemoveFix,net/minecraft/datafixers/fixes/ChunkLightRemoveFix,net/minecraft/class_3755
adc$a,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$NibbleArray,net/minecraft/server/v1_15_R1/ChunkConverterPalette$a,net/minecraft/util/datafix/fixes/ChunkPalettedStorageFix$DataLayer,net/minecraft/datafixers/fixes/ChunkPalettedStorageFix$ChunkNibbleArray,net/minecraft/class_3582$class_3583
adc$b$a,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$Direction$Axis,net/minecraft/server/v1_15_R1/ChunkConverterPalette$Direction$Axis,net/minecraft/util/datafix/fixes/ChunkPalettedStorageFix$Direction$Axis,net/minecraft/datafixers/fixes/ChunkPalettedStorageFix$Facing$Axis,net/minecraft/class_3582$class_3584$class_3585
adc$b$b,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$Direction$Offset,net/minecraft/server/v1_15_R1/ChunkConverterPalette$Direction$AxisDirection,net/minecraft/util/datafix/fixes/ChunkPalettedStorageFix$Direction$AxisDirection,net/minecraft/datafixers/fixes/ChunkPalettedStorageFix$Facing$Direction,net/minecraft/class_3582$class_3584$class_3586
adc$b,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$Direction,net/minecraft/server/v1_15_R1/ChunkConverterPalette$Direction,net/minecraft/util/datafix/fixes/ChunkPalettedStorageFix$Direction,net/minecraft/datafixers/fixes/ChunkPalettedStorageFix$Facing,net/minecraft/class_3582$class_3584
adc$c,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$Section,net/minecraft/server/v1_15_R1/ChunkConverterPalette$c,net/minecraft/util/datafix/fixes/ChunkPalettedStorageFix$Section,net/minecraft/datafixers/fixes/ChunkPalettedStorageFix$Section,net/minecraft/class_3582$class_3587
adc$d,net/minecraft/util/datafix/fixes/ChunkPaletteFormat$UpgradeChunk,net/minecraft/server/v1_15_R1/ChunkConverterPalette$d,net/minecraft/util/datafix/fixes/ChunkPalettedStorageFix$UpgradeChunk,net/minecraft/datafixers/fixes/ChunkPalettedStorageFix$Level,net/minecraft/class_3582$class_3588
adc,net/minecraft/util/datafix/fixes/ChunkPaletteFormat,net/minecraft/server/v1_15_R1/ChunkConverterPalette,net/minecraft/util/datafix/fixes/ChunkPalettedStorageFix,net/minecraft/datafixers/fixes/ChunkPalettedStorageFix,net/minecraft/class_3582
add,net/minecraft/util/datafix/fixes/ChunkStatusFix,net/minecraft/server/v1_15_R1/DataConverterChunkStatus,net/minecraft/util/datafix/fixes/ChunkStatusFix,net/minecraft/datafixers/fixes/ChunkStatusFix,net/minecraft/class_3589
ade,net/minecraft/util/datafix/fixes/ChunkStatusFix2,net/minecraft/server/v1_15_R1/DataConverterChunkStatus2,net/minecraft/util/datafix/fixes/ChunkStatusFix2,net/minecraft/datafixers/fixes/ChunkStatusFix2,net/minecraft/class_3788
adf,net/minecraft/util/datafix/fixes/ChunkStructuresTemplateRenameFix,net/minecraft/server/v1_15_R1/DataConverterChunkStructuresTemplateRename,net/minecraft/util/datafix/fixes/ChunkStructuresTemplateRenameFix,net/minecraft/datafixers/fixes/ChunkStructuresTemplateRenameFix,net/minecraft/class_3590
adg,net/minecraft/util/datafix/fixes/ChunkGenStatus,net/minecraft/server/v1_15_R1/DataConverterProtoChunk,net/minecraft/util/datafix/fixes/ChunkToProtochunkFix,net/minecraft/datafixers/fixes/ChunkToProtoChunkFix,net/minecraft/class_3591
adh,net/minecraft/util/datafix/fixes/ColorlessShulkerEntityFix,net/minecraft/server/v1_15_R1/DataConverterColorlessShulkerEntity,net/minecraft/util/datafix/fixes/ColorlessShulkerEntityFix,net/minecraft/datafixers/fixes/ColorlessShulkerEntityFix,net/minecraft/class_3592
adi,net/minecraft/util/datafix/fixes/DyeRenameMap,net/minecraft/server/v1_15_R1/DataConverterDye,net/minecraft/util/datafix/fixes/DyeItemRenameFix,net/minecraft/datafixers/mapping/LegacyDyeItemMapping,net/minecraft/class_3593
adj,net/minecraft/util/datafix/fixes/ArmorStandSilent,net/minecraft/server/v1_15_R1/DataConverterArmorStand,net/minecraft/util/datafix/fixes/EntityArmorStandSilentFix,net/minecraft/datafixers/fixes/EntityArmorStandSilentFix,net/minecraft/class_3594
adk,net/minecraft/util/datafix/fixes/BlockStateFlatternEntities,net/minecraft/server/v1_15_R1/DataConverterEntityBlockState,net/minecraft/util/datafix/fixes/EntityBlockStateFix,net/minecraft/datafixers/fixes/EntityBlockStateFix,net/minecraft/class_3595
adl,net/minecraft/util/datafix/fixes/EntityCatSplitFix,net/minecraft/server/v1_15_R1/DataConverterEntityCatSplit,net/minecraft/util/datafix/fixes/EntityCatSplitFix,net/minecraft/datafixers/fixes/EntityCatSplitFix,net/minecraft/class_3725
adm,net/minecraft/util/datafix/fixes/EntityCodSalmonFix,net/minecraft/server/v1_15_R1/DataConverterEntityCodSalmon,net/minecraft/util/datafix/fixes/EntityCodSalmonFix,net/minecraft/datafixers/fixes/EntityCodSalmonFix,net/minecraft/class_3596
adn,net/minecraft/util/datafix/fixes/CustomNameStringToComponentEntity,net/minecraft/server/v1_15_R1/DataConverterCustomNameEntity,net/minecraft/util/datafix/fixes/EntityCustomNameToComponentFix,net/minecraft/datafixers/fixes/EntityCustomNameToComponentFix,net/minecraft/class_3597
ado,net/minecraft/util/datafix/fixes/ElderGuardianSplit,net/minecraft/server/v1_15_R1/DataConverterGuardian,net/minecraft/util/datafix/fixes/EntityElderGuardianSplitFix,net/minecraft/datafixers/fixes/EntityElderGuardianSplitFix,net/minecraft/class_3598
adp,net/minecraft/util/datafix/fixes/EntityArmorAndHeld,net/minecraft/server/v1_15_R1/DataConverterEquipment,net/minecraft/util/datafix/fixes/EntityEquipmentToArmorAndHandFix,net/minecraft/datafixers/fixes/EntityEquipmentToArmorAndHandFix,net/minecraft/class_3599
adq,net/minecraft/util/datafix/fixes/EntityHealth,net/minecraft/server/v1_15_R1/DataConverterHealth,net/minecraft/util/datafix/fixes/EntityHealthFix,net/minecraft/datafixers/fixes/EntityHealthFix,net/minecraft/class_3600
adr,net/minecraft/util/datafix/fixes/HorseSaddle,net/minecraft/server/v1_15_R1/DataConverterSaddle,net/minecraft/util/datafix/fixes/EntityHorseSaddleFix,net/minecraft/datafixers/fixes/EntityHorseSaddleFix,net/minecraft/class_3601
ads,net/minecraft/util/datafix/fixes/HorseSplit,net/minecraft/server/v1_15_R1/DataConverterHorse,net/minecraft/util/datafix/fixes/EntityHorseSplitFix,net/minecraft/datafixers/fixes/EntityHorseSplitFix,net/minecraft/class_3602
adt,net/minecraft/util/datafix/fixes/EntityId,net/minecraft/server/v1_15_R1/DataConverterEntity,net/minecraft/util/datafix/fixes/EntityIdFix,net/minecraft/datafixers/fixes/EntityIdFix,net/minecraft/class_3603
adu,net/minecraft/util/datafix/fixes/EntityItemFrameFacing,net/minecraft/server/v1_15_R1/DataConverterItemFrame,net/minecraft/util/datafix/fixes/EntityItemFrameDirectionFix,net/minecraft/datafixers/fixes/EntityItemFrameDirectionFix,net/minecraft/class_3604
adv,net/minecraft/util/datafix/fixes/MinecartEntityTypes,net/minecraft/server/v1_15_R1/DataConverterMinecart,net/minecraft/util/datafix/fixes/EntityMinecartIdentifiersFix,net/minecraft/datafixers/fixes/EntityMinecartIdentifiersFix,net/minecraft/class_3605
