混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
pa,net/minecraft/src/C_4904_,net/minecraft/gametest/framework/GameTestHarnessTestFunction,net/minecraft/gametest/framework/TestFunction,net/minecraft/test/TestFunction,net/minecraft/class_4529
oh,net/minecraft/src/C_141820_,net/minecraft/gametest/framework/GameTestGenerator,net/minecraft/gametest/framework/GameTestGenerator,net/minecraft/test/CustomTestProvider,net/minecraft/class_6303
oz$a,net/minecraft/src/C_4902_$C_4903_,net/minecraft/gametest/framework/GameTestHarnessTestCommand$a,net/minecraft/gametest/framework/TestCommand$TestSummaryDisplayer,net/minecraft/server/command/TestCommand$Listener,net/minecraft/class_4527$class_4528
ox,net/minecraft/src/C_141830_,,net/minecraft/gametest/framework/TeamcityTestReporter,net/minecraft/test/TeamCityTestCompletionListener,net/minecraft/class_6308
pb,net/minecraft/src/C_4905_,net/minecraft/gametest/framework/GameTestHarnessTestFunctionArgument,net/minecraft/gametest/framework/TestFunctionArgument,net/minecraft/command/argument/TestFunctionArgumentType,net/minecraft/class_4530
oq,net/minecraft/src/C_4896_,net/minecraft/gametest/framework/GameTestHarnessTimeout,net/minecraft/gametest/framework/GameTestTimeoutException,net/minecraft/test/TickLimitExceededException,net/minecraft/class_4522
of$1,net/minecraft/src/C_4885_$C_4886_,net/minecraft/gametest/framework/GameTestHarnessBatchRunner$1,net/minecraft/gametest/framework/GameTestBatchRunner$1,net/minecraft/test/TestRunner$1,net/minecraft/class_4515$1
ou,net/minecraft/src/C_4898_,net/minecraft/gametest/framework/GameTestHarnessCollector,net/minecraft/gametest/framework/MultipleTestTracker,net/minecraft/test/TestSet,net/minecraft/class_4524
op,net/minecraft/src/C_4895_,net/minecraft/gametest/framework/GameTestHarnessTicker,net/minecraft/gametest/framework/GameTestTicker,net/minecraft/test/TestManager,net/minecraft/class_4521
oz,net/minecraft/src/C_4902_,net/minecraft/gametest/framework/GameTestHarnessTestCommand,net/minecraft/gametest/framework/TestCommand,net/minecraft/server/command/TestCommand,net/minecraft/class_4527
ok,net/minecraft/src/C_4890_,net/minecraft/gametest/framework/GameTestHarnessListener,net/minecraft/gametest/framework/GameTestListener,net/minecraft/test/TestListener,net/minecraft/class_4518
ny,net/minecraft/src/C_141816_,net/minecraft/gametest/framework/AfterBatch,net/minecraft/gametest/framework/AfterBatch,net/minecraft/test/AfterBatch,net/minecraft/class_6300
od,net/minecraft/src/C_4882_,net/minecraft/gametest/framework/GameTestHarnessAssertionPosition,net/minecraft/gametest/framework/GameTestAssertPosException,net/minecraft/test/PositionedException,net/minecraft/class_4513
om,net/minecraft/src/C_4892_,net/minecraft/gametest/framework/GameTestHarnessRunner,net/minecraft/gametest/framework/GameTestRunner,net/minecraft/test/TestUtil,net/minecraft/class_4520
ou$1,net/minecraft/src/C_4898_$C_4899_,net/minecraft/gametest/framework/GameTestHarnessCollector$1,net/minecraft/gametest/framework/MultipleTestTracker$1,net/minecraft/test/TestSet$1,net/minecraft/class_4524$1
oo,net/minecraft/src/C_141824_,,net/minecraft/gametest/framework/GameTestServer,net/minecraft/test/TestServer,net/minecraft/class_6306
os,net/minecraft/src/C_141827_,,net/minecraft/gametest/framework/JUnitLikeTestReporter,net/minecraft/test/XmlReportingTestCompletionListener,net/minecraft/class_6307
on$a,net/minecraft/src/C_4894_$C_141823_,net/minecraft/gametest/framework/GameTestHarnessSequence$a,net/minecraft/gametest/framework/GameTestSequence$Condition,net/minecraft/test/TimedTaskRunner$Trigger,net/minecraft/class_4693$class_6304
oa,net/minecraft/src/C_141818_,net/minecraft/gametest/framework/ExhaustedAttemptsException,net/minecraft/gametest/framework/ExhaustedAttemptsException,net/minecraft/test/NotEnoughSuccessesError,net/minecraft/class_5622
on,net/minecraft/src/C_4894_,net/minecraft/gametest/framework/GameTestHarnessSequence,net/minecraft/gametest/framework/GameTestSequence,net/minecraft/test/TimedTaskRunner,net/minecraft/class_4693
og,net/minecraft/src/C_4887_,net/minecraft/gametest/framework/GameTestHarnessEvent,net/minecraft/gametest/framework/GameTestEvent,net/minecraft/test/TimedTask,net/minecraft/class_4692
oy,net/minecraft/src/C_4901_,net/minecraft/gametest/framework/GameTestHarnessTestClassArgument,net/minecraft/gametest/framework/TestClassNameArgument,net/minecraft/command/argument/TestClassArgumentType,net/minecraft/class_4526
pc,net/minecraft/src/C_4906_,net/minecraft/gametest/framework/GameTestHarnessITestReporter,net/minecraft/gametest/framework/TestReporter,net/minecraft/test/TestCompletionListener,net/minecraft/class_4531
oi$1,net/minecraft/src/C_4888_$C_141821_,net/minecraft/gametest/framework/GameTestHarnessHelper$1,net/minecraft/gametest/framework/GameTestHelper$1,net/minecraft/test/TestContext$1,net/minecraft/class_4516$1
oj,net/minecraft/src/C_4889_,net/minecraft/gametest/framework/GameTestHarnessInfo,net/minecraft/gametest/framework/GameTestInfo,net/minecraft/test/GameTestState,net/minecraft/class_4517
ad$7,net/minecraft/src/C_5322_$C_5328_,net/minecraft/SystemUtils$7,net/minecraft/Util$7,net/minecraft/util/Util$7,net/minecraft/class_156$7
x,net/minecraft/src/C_5144_,net/minecraft/FileUtils,net/minecraft/FileUtil,net/minecraft/util/FileNameUtil,net/minecraft/class_4239
ad$a,net/minecraft/src/C_5322_$C_5329_,net/minecraft/SystemUtils$IdentityHashingStrategy,net/minecraft/Util$IdentityStrategy,net/minecraft/util/Util$IdentityHashStrategy,net/minecraft/class_156$class_157
ad$5,net/minecraft/src/C_5322_$C_5326_,net/minecraft/SystemUtils$5,net/minecraft/Util$5,net/minecraft/util/Util$5,net/minecraft/class_156$5
s,net/minecraft/src/C_4957_,net/minecraft/CrashReportCallable,net/minecraft/CrashReportDetail,net/minecraft/util/crash/CrashCallable,net/minecraft/class_133
ad$3,net/minecraft/src/C_5322_$C_212937_,net/minecraft/SystemUtils$3,net/minecraft/Util$11,net/minecraft/util/Util$3,net/minecraft/class_156$3
t,net/minecraft/src/C_5018_,net/minecraft/DefaultUncaughtExceptionHandler,net/minecraft/DefaultUncaughtExceptionHandler,net/minecraft/util/logging/UncaughtExceptionLogger,net/minecraft/class_140
y,net/minecraft/src/C_141895_,,net/minecraft/MethodsReturnNonnullByDefault,net/minecraft/util/annotation/MethodsReturnNonnullByDefault,net/minecraft/class_6328
ad,net/minecraft/src/C_5322_,net/minecraft/SystemUtils,net/minecraft/Util,net/minecraft/util/Util,net/minecraft/class_156
ad$6,net/minecraft/src/C_5322_$C_5327_,net/minecraft/SystemUtils$6,net/minecraft/Util$6,net/minecraft/util/Util$6,net/minecraft/class_156$6
n$a,net/minecraft/src/C_4777_$C_4778_,net/minecraft/BlockUtil$Rectangle,net/minecraft/BlockUtil$FoundRectangle,net/minecraft/world/BlockLocating$Rectangle,net/minecraft/class_5459$class_5460
am$a,net/minecraft/src/C_176_$C_177_,net/minecraft/advancements/CriterionTrigger$a,net/minecraft/advancements/CriterionTrigger$Listener,net/minecraft/advancement/criterion/Criterion$ConditionsContainer,net/minecraft/class_179$class_180
ao,net/minecraft/src/C_237_,net/minecraft/advancements/AdvancementDisplay,net/minecraft/advancements/DisplayInfo,net/minecraft/advancement/AdvancementDisplay,net/minecraft/class_185
ai,net/minecraft/src/C_35_,net/minecraft/advancements/AdvancementRewards,net/minecraft/advancements/AdvancementRewards,net/minecraft/advancement/AdvancementRewards,net/minecraft/class_170
al,net/minecraft/src/C_134_,net/minecraft/advancements/CriterionProgress,net/minecraft/advancements/CriterionProgress,net/minecraft/advancement/criterion/CriterionProgress,net/minecraft/class_178
ar,net/minecraft/src/C_328_,net/minecraft/advancements/AdvancementTree,net/minecraft/advancements/TreeNodePosition,net/minecraft/advancement/AdvancementPositioner,net/minecraft/class_194
af,net/minecraft/src/C_5362_,net/minecraft/advancements/Advancement,net/minecraft/advancements/Advancement,net/minecraft/advancement/Advancement,net/minecraft/class_161
am,net/minecraft/src/C_176_,net/minecraft/advancements/CriterionTrigger,net/minecraft/advancements/CriterionTrigger,net/minecraft/advancement/criterion/Criterion,net/minecraft/class_179
ak,net/minecraft/src/C_109_,net/minecraft/advancements/Criterion,net/minecraft/advancements/Criterion,net/minecraft/advancement/AdvancementCriterion,net/minecraft/class_175
an,net/minecraft/src/C_207_,net/minecraft/advancements/CriterionInstance,net/minecraft/advancements/CriterionTriggerInstance,net/minecraft/advancement/criterion/CriterionConditions,net/minecraft/class_184
ap,net/minecraft/src/C_271_,net/minecraft/advancements/AdvancementFrameType,net/minecraft/advancements/FrameType,net/minecraft/advancement/AdvancementFrame,net/minecraft/class_189
ah$a,net/minecraft/src/C_2_$C_3_,net/minecraft/advancements/AdvancementProgress$a,net/minecraft/advancements/AdvancementProgress$Serializer,net/minecraft/advancement/AdvancementProgress$Serializer,net/minecraft/class_167$class_168
ai$a,net/minecraft/src/C_35_$C_36_,net/minecraft/advancements/AdvancementRewards$a,net/minecraft/advancements/AdvancementRewards$Builder,net/minecraft/advancement/AdvancementRewards$Builder,net/minecraft/class_170$class_171
cj$a,net/minecraft/src/C_1863_$C_1864_,net/minecraft/advancements/critereon/CriterionConditionValue$a,net/minecraft/advancements/critereon/MinMaxBounds$BoundsFactory,net/minecraft/predicate/NumberRange$Factory,net/minecraft/class_2096$class_2097
ba,net/minecraft/src/C_609_,net/minecraft/advancements/critereon/CriterionTriggerConsumeItem,net/minecraft/advancements/critereon/ConsumeItemTrigger,net/minecraft/advancement/criterion/ConsumeItemCriterion,net/minecraft/class_2010
cz,net/minecraft/src/C_2332_,net/minecraft/advancements/critereon/CriterionTriggerProperties,net/minecraft/advancements/critereon/StatePropertiesPredicate,net/minecraft/predicate/StatePredicate,net/minecraft/class_4559
bd$a,net/minecraft/src/C_696_$C_697_,net/minecraft/advancements/critereon/CriterionConditionDamageSource$a,net/minecraft/advancements/critereon/DamageSourcePredicate$Builder,net/minecraft/predicate/entity/DamageSourcePredicate$Builder,net/minecraft/class_2022$class_2023
bm,net/minecraft/src/C_1065_,net/minecraft/advancements/critereon/CriterionConditionEntityFlags,net/minecraft/advancements/critereon/EntityFlagsPredicate,net/minecraft/predicate/entity/EntityFlagsPredicate,net/minecraft/class_2040
dh,net/minecraft/src/C_2662_,net/minecraft/advancements/critereon/CriterionConditionRange,net/minecraft/advancements/critereon/WrappedMinMaxBounds,net/minecraft/command/FloatRangeArgument,net/minecraft/class_2152
dd$a,net/minecraft/src/C_2476_$C_2477_,net/minecraft/advancements/critereon/CriterionTriggerVillagerTrade$a,net/minecraft/advancements/critereon/TradeTrigger$TriggerInstance,net/minecraft/advancement/criterion/VillagerTradeCriterion$Conditions,net/minecraft/class_2140$class_2142
cu,net/minecraft/src/C_2232_,net/minecraft/advancements/critereon/CriterionTriggerShotCrossbow,net/minecraft/advancements/critereon/ShotCrossbowTrigger,net/minecraft/advancement/criterion/ShotCrossbowCriterion,net/minecraft/class_2123
ce,net/minecraft/src/C_1722_,net/minecraft/advancements/critereon/CriterionConditionLight,net/minecraft/advancements/critereon/LightPredicate,net/minecraft/predicate/LightPredicate,net/minecraft/class_4552
cd,net/minecraft/src/C_1687_,net/minecraft/advancements/critereon/CriterionTriggerLevitation,net/minecraft/advancements/critereon/LevitationTrigger,net/minecraft/advancement/criterion/LevitationCriterion,net/minecraft/class_2085
cg$a,net/minecraft/src/C_141209_$C_141210_,net/minecraft/advancements/critereon/LightningStrikeTrigger$a,net/minecraft/advancements/critereon/LightningStrikeTrigger$TriggerInstance,net/minecraft/advancement/criterion/LightningStrikeCriterion$Conditions,net/minecraft/class_6405$class_6406
cw,net/minecraft/src/C_2302_,net/minecraft/advancements/critereon/CriterionSlideDownBlock,net/minecraft/advancements/critereon/SlideDownBlockTrigger,net/minecraft/advancement/criterion/SlideDownBlockCriterion,net/minecraft/class_4713
ck,net/minecraft/src/C_1907_,net/minecraft/advancements/critereon/CriterionConditionMobEffect,net/minecraft/advancements/critereon/MobEffectsPredicate,net/minecraft/predicate/entity/EntityEffectPredicate,net/minecraft/class_2102
aw,net/minecraft/src/C_477_,net/minecraft/advancements/critereon/CriterionTriggerBrewedPotion,net/minecraft/advancements/critereon/BrewedPotionTrigger,net/minecraft/advancement/criterion/BrewedPotionCriterion,net/minecraft/class_1996
dd,net/minecraft/src/C_2476_,net/minecraft/advancements/critereon/CriterionTriggerVillagerTrade,net/minecraft/advancements/critereon/TradeTrigger,net/minecraft/advancement/criterion/VillagerTradeCriterion,net/minecraft/class_2140
av,net/minecraft/src/C_447_,net/minecraft/advancements/critereon/CriterionTriggerBredAnimals,net/minecraft/advancements/critereon/BredAnimalsTrigger,net/minecraft/advancement/criterion/BredAnimalsCriterion,net/minecraft/class_196
ca$a,net/minecraft/src/C_1529_$C_1530_,net/minecraft/advancements/critereon/CriterionConditionItem$a,net/minecraft/advancements/critereon/ItemPredicate$Builder,net/minecraft/predicate/item/ItemPredicate$Builder,net/minecraft/class_2073$class_2074
cn,net/minecraft/src/C_2013_,net/minecraft/advancements/critereon/CriterionTriggerPlacedBlock,net/minecraft/advancements/critereon/PlacedBlockTrigger,net/minecraft/advancement/criterion/PlacedBlockCriterion,net/minecraft/class_2111
cm$a,net/minecraft/src/C_213093_$C_213094_,net/minecraft/advancements/critereon/PickedUpItemTrigger$a,net/minecraft/advancements/critereon/PickedUpItemTrigger$TriggerInstance,net/minecraft/advancement/criterion/ThrownItemPickedUpByEntityCriterion$Conditions,net/minecraft/class_5279$class_5280
ay$a,net/minecraft/src/C_538_$C_539_,net/minecraft/advancements/critereon/CriterionTriggerChanneledLightning$a,net/minecraft/advancements/critereon/ChanneledLightningTrigger$TriggerInstance,net/minecraft/advancement/criterion/ChanneledLightningCriterion$Conditions,net/minecraft/class_2002$class_2004
co$a,net/minecraft/src/C_2045_$C_2046_,net/minecraft/advancements/critereon/CriterionTriggerPlayerHurtEntity$a,net/minecraft/advancements/critereon/PlayerHurtEntityTrigger$TriggerInstance,net/minecraft/advancement/criterion/PlayerHurtEntityCriterion$Conditions,net/minecraft/class_2115$class_2117
co,net/minecraft/src/C_2045_,net/minecraft/advancements/critereon/CriterionTriggerPlayerHurtEntity,net/minecraft/advancements/critereon/PlayerHurtEntityTrigger,net/minecraft/advancement/criterion/PlayerHurtEntityCriterion,net/minecraft/class_2115
ci$a,net/minecraft/src/C_1829_$C_1830_,net/minecraft/advancements/critereon/CriterionTriggerPlayerGeneratesContainerLoot$a,net/minecraft/advancements/critereon/LootTableTrigger$TriggerInstance,net/minecraft/advancement/criterion/PlayerGeneratesContainerLootCriterion$Conditions,net/minecraft/class_5282$class_5283
ck$a,net/minecraft/src/C_1907_$C_1908_,net/minecraft/advancements/critereon/CriterionConditionMobEffect$a,net/minecraft/advancements/critereon/MobEffectsPredicate$MobEffectInstancePredicate,net/minecraft/predicate/entity/EntityEffectPredicate$EffectData,net/minecraft/class_2102$class_2103
cg,net/minecraft/src/C_141209_,net/minecraft/advancements/critereon/LightningStrikeTrigger,net/minecraft/advancements/critereon/LightningStrikeTrigger,net/minecraft/advancement/criterion/LightningStrikeCriterion,net/minecraft/class_6405
bq$b,net/minecraft/src/C_1181_$C_1184_,net/minecraft/advancements/critereon/CriterionConditionEntityType$b,net/minecraft/advancements/critereon/EntityTypePredicate$TypePredicate,net/minecraft/predicate/entity/EntityTypePredicate$Single,net/minecraft/class_2050$class_2052
az,net/minecraft/src/C_575_,net/minecraft/advancements/critereon/CriterionTriggerConstructBeacon,net/minecraft/advancements/critereon/ConstructBeaconTrigger,net/minecraft/advancement/criterion/ConstructBeaconCriterion,net/minecraft/class_2006
df,net/minecraft/src/C_2631_,net/minecraft/advancements/critereon/CriterionTriggerUsedTotem,net/minecraft/advancements/critereon/UsedTotemTrigger,net/minecraft/advancement/criterion/UsedTotemCriterion,net/minecraft/class_2148
bg$a,net/minecraft/src/C_182845_$C_182846_,net/minecraft/advancements/critereon/DistanceTrigger$a,net/minecraft/advancements/critereon/DistanceTrigger$TriggerInstance,net/minecraft/advancement/criterion/TravelCriterion$Conditions,net/minecraft/class_2108$class_2110
bo,net/minecraft/src/C_1147_,net/minecraft/advancements/critereon/CriterionConditionEntity,net/minecraft/advancements/critereon/EntityPredicate,net/minecraft/predicate/entity/EntityPredicate,net/minecraft/class_2048
br,net/minecraft/src/C_213055_,net/minecraft/advancements/critereon/EntityVariantPredicate,net/minecraft/advancements/critereon/EntityVariantPredicate,net/minecraft/predicate/entity/VariantPredicates,net/minecraft/class_7380
cs$a,net/minecraft/src/C_2170_$C_2171_,net/minecraft/advancements/critereon/CriterionTriggerRecipeUnlocked$a,net/minecraft/advancements/critereon/RecipeUnlockedTrigger$TriggerInstance,net/minecraft/advancement/criterion/RecipeUnlockedCriterion$Conditions,net/minecraft/class_2119$class_2121
as,net/minecraft/src/C_355_,net/minecraft/advancements/critereon/CriterionInstanceAbstract,net/minecraft/advancements/critereon/AbstractCriterionTriggerInstance,net/minecraft/advancement/criterion/AbstractCriterionConditions,net/minecraft/class_195
bp$1,net/minecraft/src/C_213049_$C_213050_,net/minecraft/advancements/critereon/EntitySubPredicate$1,net/minecraft/advancements/critereon/EntitySubPredicate$1,net/minecraft/predicate/entity/TypeSpecificPredicate$1,net/minecraft/class_7376$1
cq$c,net/minecraft/src/C_2120_$C_2124_,net/minecraft/advancements/critereon/CriterionConditionPlayer$c,net/minecraft/advancements/critereon/PlayerPredicate$AdvancementPredicate,net/minecraft/predicate/entity/PlayerPredicate$AdvancementPredicate,net/minecraft/class_4553$class_4556
bi,net/minecraft/src/C_803_,net/minecraft/advancements/critereon/CriterionTriggerEnchantedItem,net/minecraft/advancements/critereon/EnchantedItemTrigger,net/minecraft/advancement/criterion/EnchantedItemCriterion,net/minecraft/class_2030
bq$a,net/minecraft/src/C_1181_$C_1183_,net/minecraft/advancements/critereon/CriterionConditionEntityType$a,net/minecraft/advancements/critereon/EntityTypePredicate$TagPredicate,net/minecraft/predicate/entity/EntityTypePredicate$Tagged,net/minecraft/class_2050$class_2051
ch$a,net/minecraft/src/C_1761_$C_1762_,net/minecraft/advancements/critereon/CriterionConditionLocation$a,net/minecraft/advancements/critereon/LocationPredicate$Builder,net/minecraft/predicate/entity/LocationPredicate$Builder,net/minecraft/class_2090$class_2091
cz$b,net/minecraft/src/C_2332_$C_2335_,net/minecraft/advancements/critereon/CriterionTriggerProperties$b,net/minecraft/advancements/critereon/StatePropertiesPredicate$ExactPropertyMatcher,net/minecraft/predicate/StatePredicate$ExactValueCondition,net/minecraft/class_4559$class_4561
de,net/minecraft/src/C_2603_,net/minecraft/advancements/critereon/CriterionTriggerUsedEnderEye,net/minecraft/advancements/critereon/UsedEnderEyeTrigger,net/minecraft/advancement/criterion/UsedEnderEyeCriterion,net/minecraft/class_2143
dc,net/minecraft/src/C_2425_,net/minecraft/advancements/critereon/CriterionTriggerTargetHit,net/minecraft/advancements/critereon/TargetBlockTrigger,net/minecraft/advancement/criterion/TargetHitCriterion,net/minecraft/class_4851
bx$a,net/minecraft/src/C_1418_$C_1419_,net/minecraft/advancements/critereon/CriterionTriggerInventoryChanged$a,net/minecraft/advancements/critereon/InventoryChangeTrigger$TriggerInstance,net/minecraft/advancement/criterion/InventoryChangedCriterion$Conditions,net/minecraft/class_2066$class_2068
cu$a,net/minecraft/src/C_2232_$C_2233_,net/minecraft/advancements/critereon/CriterionTriggerShotCrossbow$a,net/minecraft/advancements/critereon/ShotCrossbowTrigger$TriggerInstance,net/minecraft/advancement/criterion/ShotCrossbowCriterion$Conditions,net/minecraft/class_2123$class_2125
by$a,net/minecraft/src/C_1448_$C_1449_,net/minecraft/advancements/critereon/CriterionTriggerItemDurabilityChanged$a,net/minecraft/advancements/critereon/ItemDurabilityTrigger$TriggerInstance,net/minecraft/advancement/criterion/ItemDurabilityChangedCriterion$Conditions,net/minecraft/class_2069$class_2071
by,net/minecraft/src/C_1448_,net/minecraft/advancements/critereon/CriterionTriggerItemDurabilityChanged,net/minecraft/advancements/critereon/ItemDurabilityTrigger,net/minecraft/advancement/criterion/ItemDurabilityChangedCriterion,net/minecraft/class_2069
bo$a,net/minecraft/src/C_1147_$C_1149_,net/minecraft/advancements/critereon/CriterionConditionEntity$a,net/minecraft/advancements/critereon/EntityPredicate$Builder,net/minecraft/predicate/entity/EntityPredicate$Builder,net/minecraft/class_2048$class_2049
df$a,net/minecraft/src/C_2631_$C_2632_,net/minecraft/advancements/critereon/CriterionTriggerUsedTotem$a,net/minecraft/advancements/critereon/UsedTotemTrigger$TriggerInstance,net/minecraft/advancement/criterion/UsedTotemCriterion$Conditions,net/minecraft/class_2148$class_2150
dg,net/minecraft/src/C_141427_,net/minecraft/advancements/critereon/UsingItemTrigger,net/minecraft/advancements/critereon/UsingItemTrigger,net/minecraft/advancement/criterion/UsingItemCriterion,net/minecraft/class_6409
bf,net/minecraft/src/C_750_,net/minecraft/advancements/critereon/CriterionConditionDistance,net/minecraft/advancements/critereon/DistancePredicate,net/minecraft/predicate/entity/DistancePredicate,net/minecraft/class_2025
br$1,net/minecraft/src/C_213055_$C_213056_,net/minecraft/advancements/critereon/EntityVariantPredicate$1,net/minecraft/advancements/critereon/EntityVariantPredicate$1,net/minecraft/predicate/entity/VariantPredicates$1,net/minecraft/class_7380$1
bl,net/minecraft/src/C_983_,net/minecraft/advancements/critereon/CriterionConditionEntityEquipment,net/minecraft/advancements/critereon/EntityEquipmentPredicate,net/minecraft/predicate/entity/EntityEquipmentPredicate,net/minecraft/class_3735
cy,net/minecraft/src/C_141373_,net/minecraft/advancements/critereon/StartRidingTrigger,net/minecraft/advancements/critereon/StartRidingTrigger,net/minecraft/advancement/criterion/StartedRidingCriterion,net/minecraft/class_6407
cl,net/minecraft/src/C_1941_,net/minecraft/advancements/critereon/CriterionConditionNBT,net/minecraft/advancements/critereon/NbtPredicate,net/minecraft/predicate/NbtPredicate,net/minecraft/class_2105
bo$b,net/minecraft/src/C_1147_$C_1150_,net/minecraft/advancements/critereon/CriterionConditionEntity$b,net/minecraft/advancements/critereon/EntityPredicate$Composite,net/minecraft/predicate/entity/EntityPredicate$Extended,net/minecraft/class_2048$class_5258
cr$a,net/minecraft/src/C_213118_$C_213119_,net/minecraft/advancements/critereon/PlayerTrigger$a,net/minecraft/advancements/critereon/PlayerTrigger$TriggerInstance,net/minecraft/advancement/criterion/TickCriterion$Conditions,net/minecraft/class_2135$class_2137
bd,net/minecraft/src/C_696_,net/minecraft/advancements/critereon/CriterionConditionDamageSource,net/minecraft/advancements/critereon/DamageSourcePredicate,net/minecraft/predicate/entity/DamageSourcePredicate,net/minecraft/class_2022
bn,net/minecraft/src/C_1109_,net/minecraft/advancements/critereon/CriterionTriggerEntityHurtPlayer,net/minecraft/advancements/critereon/EntityHurtPlayerTrigger,net/minecraft/advancement/criterion/EntityHurtPlayerCriterion,net/minecraft/class_2044
da,net/minecraft/src/C_2368_,net/minecraft/advancements/critereon/CriterionTriggerSummonedEntity,net/minecraft/advancements/critereon/SummonedEntityTrigger,net/minecraft/advancement/criterion/SummonedEntityCriterion,net/minecraft/class_2128
cf,net/minecraft/src/C_141205_,net/minecraft/advancements/critereon/LighthingBoltPredicate,net/minecraft/advancements/critereon/LighthingBoltPredicate,net/minecraft/predicate/entity/LightningBoltPredicate,net/minecraft/class_6404
cp$a,net/minecraft/src/C_2086_$C_2087_,net/minecraft/advancements/critereon/CriterionTriggerPlayerInteractedWithEntity$a,net/minecraft/advancements/critereon/PlayerInteractTrigger$TriggerInstance,net/minecraft/advancement/criterion/PlayerInteractedWithEntityCriterion$Conditions,net/minecraft/class_5409$class_5410
cq,net/minecraft/src/C_2120_,net/minecraft/advancements/critereon/CriterionConditionPlayer,net/minecraft/advancements/critereon/PlayerPredicate,net/minecraft/predicate/entity/PlayerPredicate,net/minecraft/class_4553
ay,net/minecraft/src/C_538_,net/minecraft/advancements/critereon/CriterionTriggerChanneledLightning,net/minecraft/advancements/critereon/ChanneledLightningTrigger,net/minecraft/advancement/criterion/ChanneledLightningCriterion,net/minecraft/class_2002
cj$d,net/minecraft/src/C_1863_$C_1867_,net/minecraft/advancements/critereon/CriterionConditionValue$IntegerRange,net/minecraft/advancements/critereon/MinMaxBounds$Ints,net/minecraft/predicate/NumberRange$IntRange,net/minecraft/class_2096$class_2100
bx,net/minecraft/src/C_1418_,net/minecraft/advancements/critereon/CriterionTriggerInventoryChanged,net/minecraft/advancements/critereon/InventoryChangeTrigger,net/minecraft/advancement/criterion/InventoryChangedCriterion,net/minecraft/class_2066
cq$d,net/minecraft/src/C_2120_$C_2125_,net/minecraft/advancements/critereon/CriterionConditionPlayer$d,net/minecraft/advancements/critereon/PlayerPredicate$Builder,net/minecraft/predicate/entity/PlayerPredicate$Builder,net/minecraft/class_4553$class_4557
cc,net/minecraft/src/C_1652_,net/minecraft/advancements/critereon/CriterionTriggerKilled,net/minecraft/advancements/critereon/KilledTrigger,net/minecraft/advancement/criterion/OnKilledCriterion,net/minecraft/class_2080
dc$a,net/minecraft/src/C_2425_$C_2426_,net/minecraft/advancements/critereon/CriterionTriggerTargetHit$a,net/minecraft/advancements/critereon/TargetBlockTrigger$TriggerInstance,net/minecraft/advancement/criterion/TargetHitCriterion$Conditions,net/minecraft/class_4851$class_4852
