owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,signature,descriptor,return_type
aab,Q(),func_70058_J(),canSpawn(),,,,method,Q(),()Z,boolean
aab,h_(),func_70005_c_(),getName(),,,,method,h_(),()Ljava/lang/String;,String
aab,dm(),func_175544_ck(),,,,,method,dm(),()V,void
aab,"a(ua arg0, vs arg1)","func_180482_a(DifficultyInstance arg0, IEntityLivingData arg1)","prepare(DifficultyDamageScaler arg0, GroupDataEntity arg1)",,,,method,"a(ua arg0, vs arg1)",(Lua;Lvs;)Lvs;,GroupDataEntity
aac$1,<init>,,,,,,constructor,(),()V,
aac$1,a(vq arg0),apply(EntityLiving arg0),,,,,method,a(vq arg0),(Lvq;)Z,boolean
aac,<init>,,,,,,constructor,(arg0),(Lamu;)V,public
aac,"a(ua arg0, vs arg1)","func_180482_a(DifficultyInstance arg0, IEntityLivingData arg1)","prepare(DifficultyDamageScaler arg0, GroupDataEntity arg1)",,,,method,"a(ua arg0, vs arg1)",(Lua;Lvs;)Lvs;,GroupDataEntity
aac,r(),func_184651_r(),,,,,method,r(),()V,void
aac,bM(),func_110147_ax(),initAttributes(),,,,method,bM(),()V,void
aac,b(amu arg0),func_175447_b(World arg0),,,,,method,b(amu arg0),(Lamu;)Lze;,NavigationAbstract
aac,by(),func_70047_e(),getHeadHeight(),,,,method,by(),()F,float
aac,n(),func_70636_d(),,,,,method,n(),()V,void
aac,dx(),func_192001_dv(),,,,,method,dx(),()V,void
aac,"b(amu arg0, vg arg1)","func_192006_b(World arg0, Entity arg1)",,,,,method,"b(amu arg0, vg arg1)",(Lamu;Lvg;)Z,boolean
aac,"a(aed arg0, ub arg1)","func_184645_a(EntityPlayer arg0, EnumHand arg1)",,,,,method,"a(aed arg0, ub arg1)",(Laed;Lub;)Z,boolean
aac,e(aip arg0),func_70877_b(ItemStack arg0),,,,,method,e(aip arg0),(Laip;)Z,boolean
aac,P(),func_70601_bi(),,,,,method,P(),()Z,boolean
aac,"e(float arg0, float arg1)","func_180430_e(float arg0, float arg1)",,,,,method,"e(float arg0, float arg1)",(FF)V,void
aac,"a(double arg0, boolean arg1, awt arg2, et arg3)","func_184231_a(double arg0, boolean arg1, IBlockState arg2, BlockPos arg3)",,,,,method,"a(double arg0, boolean arg1, awt arg2, et arg3)",(DZLawt;Let;)V,void
aac,a(zv arg0),func_70878_b(EntityAnimal arg0),mate(EntityAnimal arg0),,,,method,a(zv arg0),(Lzv;)Z,boolean
aac,a(vd arg0),func_90011_a(EntityAgeable arg0),createChild(EntityAgeable arg0),,,,method,a(vd arg0),(Lvd;)Lvd;,EntityAgeable
aac,"a(amu arg0, vg arg1)","func_192005_a(World arg0, Entity arg1)",,,,,method,"a(amu arg0, vg arg1)",(Lamu;Lvg;)V,void
aac,B(vg arg0),func_70652_k(Entity arg0),,,,,method,B(vg arg0),(Lvg;)Z,boolean
aac,F(),func_184639_G(),,,,,method,F(),()Lqe;,SoundEffect
aac,a(Random arg0),func_192003_a(Random arg0),,,,,method,a(Random arg0),(Ljava/util/Random;)Lqe;,SoundEffect
aac,g(int arg0),func_191999_g(int arg0),,,,,method,g(int arg0),(I)Lqe;,SoundEffect
aac,d(ur arg0),func_184601_bQ(DamageSource arg0),,,,,method,d(ur arg0),(Lur;)Lqe;,SoundEffect
aac,cf(),func_184615_bR(),,,,,method,cf(),()Lqe;,SoundEffect
aac,"a(et arg0, aow arg1)","func_180429_a(BlockPos arg0, Block arg1)",,,,,method,"a(et arg0, aow arg1)",(Let;Laow;)V,void
aac,d(float arg0),func_191954_d(float arg0),,,,,method,d(float arg0),(F)F,float
aac,ah(),func_191957_ae(),,,,,method,ah(),()Z,boolean
aac,cr(),func_70647_i(),,,,,method,cr(),()F,float
aac,b(Random arg0),func_192000_b(Random arg0),,,,,method,b(Random arg0),(Ljava/util/Random;)F,float
aac,bK(),func_184176_by(),,,,,method,bK(),()Lqg;,SoundCategory
aac,az(),func_70104_M(),isCollidable(),,,,method,az(),()Z,boolean
aac,C(vg arg0),func_82167_n(Entity arg0),,,,,method,C(vg arg0),(Lvg;)V,void
aac,"a(ur arg0, float arg1)","func_70097_a(DamageSource arg0, float arg1)","damageEntity(DamageSource arg0, float arg1)",,,,method,"a(ur arg0, float arg1)",(Lur;F)Z,boolean
aac,du(),func_191998_ds(),getVariant(),,,,method,du(),()I,int
aac,m(int arg0),func_191997_m(int arg0),setVariant(int arg0),,,,method,m(int arg0),(I)V,void
aac,i(),func_70088_a(),,,,,method,i(),()V,void
aac,b(fy arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(fy arg0),(Lfy;)V,void
aac,a(fy arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(fy arg0),(Lfy;)V,void
aac,J(),func_184647_J(),,,,,method,J(),()Lnf;,MinecraftKey
aac,a(),func_192002_a(),,,,,method,a(),()Z,boolean
aac,"a(et arg0, boolean arg1)","func_191987_a(BlockPos arg0, boolean arg1)",,,,,method,"a(et arg0, boolean arg1)",(Let;Z)V,void
aac,dt(),func_192004_dr(),,,,,method,dt(),()Z,boolean
aad,<init>,,,,,,constructor,(arg0),(Lamu;)V,public
aad,r(),func_184651_r(),,,,,method,r(),()V,void
aad,bM(),func_110147_ax(),initAttributes(),,,,method,bM(),()V,void
aad,bE(),func_184179_bs(),,,,,method,bE(),()Lvg;,Entity
aad,cV(),func_82171_bF(),,,,,method,cV(),()Z,boolean
aad,a(my<?> arg0),func_184206_a(DataParameter<?> arg0),,,,,method,a(my<?> arg0),(Lmy;)V,void
aad,i(),func_70088_a(),,,,,method,i(),()V,void
aad,a(ry arg0),func_189792_b(DataFixer arg0),,,,,method,a(ry arg0),(Lry;)V,void
aad,b(fy arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(fy arg0),(Lfy;)V,void
aad,a(fy arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(fy arg0),(Lfy;)V,void
aad,F(),func_184639_G(),,,,,method,F(),()Lqe;,SoundEffect
aad,d(ur arg0),func_184601_bQ(DamageSource arg0),,,,,method,d(ur arg0),(Lur;)Lqe;,SoundEffect
aad,cf(),func_184615_bR(),,,,,method,cf(),()Lqe;,SoundEffect
aad,"a(et arg0, aow arg1)","func_180429_a(BlockPos arg0, Block arg1)",,,,,method,"a(et arg0, aow arg1)",(Let;Laow;)V,void
aad,"a(aed arg0, ub arg1)","func_184645_a(EntityPlayer arg0, EnumHand arg1)",,,,,method,"a(aed arg0, ub arg1)",(Laed;Lub;)Z,boolean
aad,a(ur arg0),func_70645_a(DamageSource arg0),die(DamageSource arg0),,,,method,a(ur arg0),(Lur;)V,void
aad,J(),func_184647_J(),,,,,method,J(),()Lnf;,MinecraftKey
aad,dl(),func_70901_n(),hasSaddle(),,,,method,dl(),()Z,boolean
aad,p(boolean arg0),func_70900_e(boolean arg0),setSaddle(boolean arg0),,,,method,p(boolean arg0),(Z)V,void
aad,a(aci arg0),func_70077_a(EntityLightningBolt arg0),onLightningStrike(EntityLightning arg0),,,,method,a(aci arg0),(Laci;)V,void
aad,"a(float arg0, float arg1, float arg2)","func_191986_a(float arg0, float arg1, float arg2)",,,,,method,"a(float arg0, float arg1, float arg2)",(FFF)V,void
aad,dm(),func_184762_da(),,,,,method,dm(),()Z,boolean
aad,b(vd arg0),func_90011_a(EntityAgeable arg0),createChild(EntityAgeable arg0),,,,method,b(vd arg0),(Lvd;)Laad;,EntityPig
aad,e(aip arg0),func_70877_b(ItemStack arg0),,,,,method,e(aip arg0),(Laip;)Z,boolean
aae$a,<init>,,,,,,constructor,(arg0),(Laae;)V,public
aae$a,a(),func_75250_a(),,,,,method,a(),()Z,boolean
aae$a,i(),func_111175_f(),,,,,method,i(),()D,double
aae$b,<init>,,,,,,constructor,(),()V,private
aae$c,<init>,,,,,,constructor,(arg0),(Laae;)V,public
aae$c,c(),func_75249_e(),,,,,method,c(),()V,void
aae$c,"a(vx arg0, vp arg1)","func_179446_a(EntityCreature arg0, EntityLivingBase arg1)",,,,,method,"a(vx arg0, vp arg1)",(Lvx;Lvp;)V,void
aae$d,<init>,,,,,,constructor,(arg0),(Laae;)V,public
aae$d,"a(vp arg0, double arg1)","func_190102_a(EntityLivingBase arg0, double arg1)",,,,,method,"a(vp arg0, double arg1)",(Lvp;D)V,void
aae$d,d(),func_75251_c(),,,,,method,d(),()V,void
aae$d,a(vp arg0),func_179512_a(EntityLivingBase arg0),,,,,method,a(vp arg0),(Lvp;)D,double
aae$e,<init>,,,,,,constructor,(arg0),(Laae;)V,public
aae$e,a(),func_75250_a(),,,,,method,a(),()Z,boolean
aae,<init>,,,,,,constructor,(arg0),(Lamu;)V,public
aae,a(vd arg0),func_90011_a(EntityAgeable arg0),createChild(EntityAgeable arg0),,,,method,a(vd arg0),(Lvd;)Lvd;,EntityAgeable
aae,e(aip arg0),func_70877_b(ItemStack arg0),,,,,method,e(aip arg0),(Laip;)Z,boolean
aae,r(),func_184651_r(),,,,,method,r(),()V,void
aae,bM(),func_110147_ax(),initAttributes(),,,,method,bM(),()V,void
aae,F(),func_184639_G(),,,,,method,F(),()Lqe;,SoundEffect
aae,d(ur arg0),func_184601_bQ(DamageSource arg0),,,,,method,d(ur arg0),(Lur;)Lqe;,SoundEffect
aae,cf(),func_184615_bR(),,,,,method,cf(),()Lqe;,SoundEffect
aae,"a(et arg0, aow arg1)","func_180429_a(BlockPos arg0, Block arg1)",,,,,method,"a(et arg0, aow arg1)",(Let;Laow;)V,void
aae,dl(),func_189796_de(),,,,,method,dl(),()V,void
aae,J(),func_184647_J(),,,,,method,J(),()Lnf;,MinecraftKey
aae,i(),func_70088_a(),,,,,method,i(),()V,void
aae,B_(),func_70071_h_(),,,,,method,B_(),()V,void
aae,B(vg arg0),func_70652_k(Entity arg0),,,,,method,B(vg arg0),(Lvg;)Z,boolean
aae,dm(),func_189793_df(),,,,,method,dm(),()Z,boolean
aae,p(boolean arg0),func_189794_p(boolean arg0),,,,,method,p(boolean arg0),(Z)V,void
aae,cx(),func_189749_co(),,,,,method,cx(),()F,float
aae,"a(ua arg0, vs arg1)","func_180482_a(DifficultyInstance arg0, IEntityLivingData arg1)","prepare(DifficultyDamageScaler arg0, GroupDataEntity arg1)",,,,method,"a(ua arg0, vs arg1)",(Lua;Lvs;)Lvs;,GroupDataEntity
aae,r(float arg0),func_189795_r(float arg0),,,,,method,r(float arg0),(F)F,float
aaf$a,<init>,,,,,,constructor,(arg0),(Laaf;)V,public
aaf$a,a(vp arg0),func_179512_a(EntityLivingBase arg0),,,,,method,a(vp arg0),(Lvp;)D,double
aaf$b,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3, arg4)",(Laaf;Ljava/lang/Class;FDD)V,public
aaf$b,a(),func_75250_a(),,,,,method,a(),()Z,boolean
aaf$c,<init>,,,,,,constructor,(arg0),(I)V,public
aaf$d,<init>,,,,,,constructor,"(arg0, arg1)",(Laaf;Laaf;)V,public
aaf$d,c(),func_180067_c(),,,,,method,c(),()Z,boolean
aaf$d,d(),func_180065_d(),,,,,method,d(),()Z,boolean
aaf$d,a(boolean arg0),func_180066_a(boolean arg0),,,,,method,a(boolean arg0),(Z)V,void
aaf$d,b(),func_75661_b(),,,,,method,b(),()V,void
aaf$e,<init>,,,,,,constructor,(arg0),(Laaf;)V,public
aaf$e,a(),func_75641_c(),,,,,method,a(),()V,void
aaf$e,"a(double arg0, double arg1, double arg2, double arg3)","func_75642_a(double arg0, double arg1, double arg2, double arg3)",,,,,method,"a(double arg0, double arg1, double arg2, double arg3)",(DDDD)V,void
aaf$f,<init>,,,,,,constructor,"(arg0, arg1)",(Laaf;D)V,public
aaf$f,e(),func_75246_d(),,,,,method,e(),()V,void
aaf$g,<init>,,,,,,constructor,(arg0),(Laaf;)V,public
aaf$g,a(),func_75250_a(),,,,,method,a(),()Z,boolean
aaf$g,b(),func_75253_b(),,,,,method,b(),()Z,boolean
aaf$g,e(),func_75246_d(),,,,,method,e(),()V,void
aaf$g,"a(amu arg0, et arg1)","func_179488_a(World arg0, BlockPos arg1)",,,,,method,"a(amu arg0, et arg1)",(Lamu;Let;)Z,boolean
aaf,<init>,,,,,,constructor,(arg0),(Lamu;)V,public
aaf,r(),func_184651_r(),,,,,method,r(),()V,void
aaf,ct(),func_175134_bD(),,,,,method,ct(),()F,float
aaf,cu(),func_70664_aZ(),,,,,method,cu(),()V,void
aaf,c(double arg0),func_175515_b(double arg0),,,,,method,c(double arg0),(D)V,void
aaf,l(boolean arg0),func_70637_d(boolean arg0),,,,,method,l(boolean arg0),(Z)V,void
aaf,dl(),func_184770_cZ(),,,,,method,dl(),()V,void
aaf,i(),func_70088_a(),,,,,method,i(),()V,void
aaf,M(),func_70619_bc(),,,,,method,M(),()V,void
aaf,as(),func_174830_Y(),,,,,method,as(),()V,void
aaf,"a(double arg0, double arg1)","func_175533_a(double arg0, double arg1)",,,,,method,"a(double arg0, double arg1)",(DD)V,void
aaf,dp(),func_175518_cr(),,,,,method,dp(),()V,void
aaf,dt(),func_175520_cs(),,,,,method,dt(),()V,void
aaf,du(),func_175530_ct(),,,,,method,du(),()V,void
aaf,dv(),func_175517_cu(),,,,,method,dv(),()V,void
aaf,n(),func_70636_d(),,,,,method,n(),()V,void
aaf,bM(),func_110147_ax(),initAttributes(),,,,method,bM(),()V,void
aaf,a(ry arg0),func_189801_b(DataFixer arg0),,,,,method,a(ry arg0),(Lry;)V,void
aaf,b(fy arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(fy arg0),(Lfy;)V,void
aaf,a(fy arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(fy arg0),(Lfy;)V,void
aaf,dm(),func_184771_da(),,,,,method,dm(),()Lqe;,SoundEffect
aaf,F(),func_184639_G(),,,,,method,F(),()Lqe;,SoundEffect
aaf,d(ur arg0),func_184601_bQ(DamageSource arg0),,,,,method,d(ur arg0),(Lur;)Lqe;,SoundEffect
aaf,cf(),func_184615_bR(),,,,,method,cf(),()Lqe;,SoundEffect
aaf,B(vg arg0),func_70652_k(Entity arg0),,,,,method,B(vg arg0),(Lvg;)Z,boolean
aaf,bK(),func_184176_by(),,,,,method,bK(),()Lqg;,SoundCategory
aaf,"a(ur arg0, float arg1)","func_70097_a(DamageSource arg0, float arg1)","damageEntity(DamageSource arg0, float arg1)",,,,method,"a(ur arg0, float arg1)",(Lur;F)Z,boolean
aaf,J(),func_184647_J(),,,,,method,J(),()Lnf;,MinecraftKey
aaf,a(ain arg0),func_175525_a(Item arg0),,,,,method,a(ain arg0),(Lain;)Z,boolean
aaf,b(vd arg0),func_90011_a(EntityAgeable arg0),createChild(EntityAgeable arg0),,,,method,b(vd arg0),(Lvd;)Laaf;,EntityRabbit
aaf,e(aip arg0),func_70877_b(ItemStack arg0),,,,,method,e(aip arg0),(Laip;)Z,boolean
aaf,dn(),func_175531_cl(),getRabbitType(),,,,method,dn(),()I,int
aaf,g(int arg0),func_175529_r(int arg0),setRabbitType(int arg0),,,,method,g(int arg0),(I)V,void
aaf,"a(ua arg0, vs arg1)","func_180482_a(DifficultyInstance arg0, IEntityLivingData arg1)","prepare(DifficultyDamageScaler arg0, GroupDataEntity arg1)",,,,method,"a(ua arg0, vs arg1)",(Lua;Lvs;)Lvs;,GroupDataEntity
aaf,dw(),func_184772_dk(),,,,,method,dw(),()I,int
aaf,dx(),func_175534_cv(),,,,,method,dx(),()Z,boolean
aaf,do(),func_175528_cn(),do_(),,,,method,do(),()V,void
aaf,r(float arg0),func_175521_o(float arg0),,,,,method,r(float arg0),(F)F,float
aaf,a(byte arg0),func_70103_a(byte arg0),,,,,method,a(byte arg0),(B)V,void
aag$1,<init>,,,,,,constructor,(arg0),(Laag;)V,
aag$1,a(aed arg0),func_75145_c(EntityPlayer arg0),,,,,method,a(aed arg0),(Laed;)Z,boolean
aag,<init>,,,,,,constructor,(arg0),(Lamu;)V,public
aag,c(ahs arg0),func_192020_c(EnumDyeColor arg0),,,,,method,c(ahs arg0),(Lahs;)[F,float[]
aag,r(),func_184651_r(),,,,,method,r(),()V,void
aag,M(),func_70619_bc(),,,,,method,M(),()V,void
aag,n(),func_70636_d(),,,,,method,n(),()V,void
aag,bM(),func_110147_ax(),initAttributes(),,,,method,bM(),()V,void
aag,i(),func_70088_a(),,,,,method,i(),()V,void
aag,J(),func_184647_J(),,,,,method,J(),()Lnf;,MinecraftKey
aag,"a(aed arg0, ub arg1)","func_184645_a(EntityPlayer arg0, EnumHand arg1)",,,,,method,"a(aed arg0, ub arg1)",(Laed;Lub;)Z,boolean
aag,a(ry arg0),func_189802_b(DataFixer arg0),,,,,method,a(ry arg0),(Lry;)V,void
aag,b(fy arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(fy arg0),(Lfy;)V,void
aag,a(fy arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(fy arg0),(Lfy;)V,void
aag,F(),func_184639_G(),,,,,method,F(),()Lqe;,SoundEffect
aag,d(ur arg0),func_184601_bQ(DamageSource arg0),,,,,method,d(ur arg0),(Lur;)Lqe;,SoundEffect
aag,cf(),func_184615_bR(),,,,,method,cf(),()Lqe;,SoundEffect
aag,"a(et arg0, aow arg1)","func_180429_a(BlockPos arg0, Block arg1)",,,,,method,"a(et arg0, aow arg1)",(Let;Laow;)V,void
aag,dl(),func_175509_cj(),getColor(),,,,method,dl(),()Lahs;,EnumColor
aag,b(ahs arg0),func_175512_b(EnumDyeColor arg0),setColor(EnumColor arg0),,,,method,b(ahs arg0),(Lahs;)V,void
aag,dm(),func_70892_o(),isSheared(),,,,method,dm(),()Z,boolean
aag,p(boolean arg0),func_70893_e(boolean arg0),setSheared(boolean arg0),,,,method,p(boolean arg0),(Z)V,void
aag,a(Random arg0),func_175510_a(Random arg0),,,,,method,a(Random arg0),(Ljava/util/Random;)Lahs;,EnumColor
aag,b(vd arg0),func_90011_a(EntityAgeable arg0),createChild(EntityAgeable arg0),,,,method,b(vd arg0),(Lvd;)Laag;,EntitySheep
aag,A(),func_70615_aA(),,,,,method,A(),()V,void
aag,"a(ua arg0, vs arg1)","func_180482_a(DifficultyInstance arg0, IEntityLivingData arg1)","prepare(DifficultyDamageScaler arg0, GroupDataEntity arg1)",,,,method,"a(ua arg0, vs arg1)",(Lua;Lvs;)Lvs;,GroupDataEntity
aag,"a(zv arg0, zv arg1)","func_175511_a(EntityAnimal arg0, EntityAnimal arg1)",,,,,method,"a(zv arg0, zv arg1)",(Lzv;Lzv;)Lahs;,EnumColor
aag,by(),func_70047_e(),getHeadHeight(),,,,method,by(),()F,float
aag,a(ahs arg0),func_175513_a(EnumDyeColor arg0),,,,,method,a(ahs arg0),(Lahs;)[F,float[]
aag,a(byte arg0),func_70103_a(byte arg0),,,,,method,a(byte arg0),(B)V,void
aag,r(float arg0),func_70894_j(float arg0),,,,,method,r(float arg0),(F)F,float
aag,s(float arg0),func_70890_k(float arg0),,,,,method,s(float arg0),(F)F,float
aah,<init>,,,,,,constructor,(arg0),(Lamu;)V,public
aah,g(aed arg0),func_191994_f(EntityPlayer arg0),,,,,method,g(aed arg0),(Laed;)Z,boolean
aah,B_(),func_70071_h_(),,,,,method,B_(),()V,void
aah,dw(),func_191995_du(),,,,,method,dw(),()Z,boolean
aai,<init>,,,,,,constructor,(arg0),(Lamu;)V,public
aai,a(ry arg0),func_189783_b(DataFixer arg0),,,,,method,a(ry arg0),(Lry;)V,void
aai,r(),func_184651_r(),,,,,method,r(),()V,void
aai,bM(),func_110147_ax(),initAttributes(),,,,method,bM(),()V,void
aai,i(),func_70088_a(),,,,,method,i(),()V,void
aai,b(fy arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(fy arg0),(Lfy;)V,void
aai,a(fy arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(fy arg0),(Lfy;)V,void
aai,n(),func_70636_d(),,,,,method,n(),()V,void
aai,J(),func_184647_J(),,,,,method,J(),()Lnf;,MinecraftKey
aai,"a(vp arg0, float arg1)","func_82196_d(EntityLivingBase arg0, float arg1)",,,,,method,"a(vp arg0, float arg1)",(Lvp;F)V,void
aai,by(),func_70047_e(),getHeadHeight(),,,,method,by(),()F,float
aai,"a(aed arg0, ub arg1)","func_184645_a(EntityPlayer arg0, EnumHand arg1)",,,,,method,"a(aed arg0, ub arg1)",(Laed;Lub;)Z,boolean
aai,p(),func_184748_o(),hasPumpkin(),,,,method,p(),()Z,boolean
aai,a(boolean arg0),func_184747_a(boolean arg0),setHasPumpkin(boolean arg0),,,,method,a(boolean arg0),(Z)V,void
aai,F(),func_184639_G(),,,,,method,F(),()Lqe;,SoundEffect
aai,d(ur arg0),func_184601_bQ(DamageSource arg0),,,,,method,d(ur arg0),(Lur;)Lqe;,SoundEffect
aai,cf(),func_184615_bR(),,,,,method,cf(),()Lqe;,SoundEffect
aai,p(boolean arg0),func_184724_a(boolean arg0),,,,,method,p(boolean arg0),(Z)V,void
aaj$a,<init>,,,,,,constructor,(arg0),(Laaj;)V,public
aaj$a,a(),func_75250_a(),,,,,method,a(),()Z,boolean
aaj$a,e(),func_75246_d(),,,,,method,e(),()V,void
