混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
aao$1,net/minecraft/entity/passive/AbstractHorse$1,net/minecraft/server/v1_12_R1/EntityHorseAbstract$1,,,
aao,net/minecraft/entity/passive/AbstractHorse,net/minecraft/server/v1_12_R1/EntityHorseAbstract,,,
aap,net/minecraft/entity/passive/EntityDonkey,net/minecraft/server/v1_12_R1/EntityHorseDonkey,,,
aaq$a,net/minecraft/entity/passive/EntityHorse$GroupData,net/minecraft/server/v1_12_R1/EntityHorse$a,,,
aaq,net/minecraft/entity/passive/EntityHorse,net/minecraft/server/v1_12_R1/EntityHorse,,,
aar,net/minecraft/entity/passive/HorseArmorType,net/minecraft/server/v1_12_R1/EnumHorseArmor,,,
aas$a,net/minecraft/entity/passive/EntityLlama$AIDefendTarget,net/minecraft/server/v1_12_R1/EntityLlama$a,,,
aas$b,net/minecraft/entity/passive/EntityLlama$GroupData,net/minecraft/server/v1_12_R1/EntityLlama$b,,,
aas$c,net/minecraft/entity/passive/EntityLlama$AIHurtByTarget,net/minecraft/server/v1_12_R1/EntityLlama$c,,,
aas,net/minecraft/entity/passive/EntityLlama,net/minecraft/server/v1_12_R1/EntityLlama,,,
aat,net/minecraft/entity/passive/EntityMule,net/minecraft/server/v1_12_R1/EntityHorseMule,,,
aau,net/minecraft/entity/passive/EntitySkeletonHorse,net/minecraft/server/v1_12_R1/EntityHorseSkeleton,,,
aav,net/minecraft/entity/ai/EntityAISkeletonRiders,net/minecraft/server/v1_12_R1/PathfinderGoalHorseTrap,,,
aaw,net/minecraft/entity/passive/EntityZombieHorse,net/minecraft/server/v1_12_R1/EntityHorseZombie,,,
ab,net/minecraft/advancements/critereon/DamagePredicate,net/minecraft/server/v1_12_R1/CriterionConditionDamage,,,
aba,net/minecraft/entity/IEntityMultiPart,net/minecraft/server/v1_12_R1/IComplex,,,
abb,net/minecraft/entity/MultiPartEntityPart,net/minecraft/server/v1_12_R1/EntityComplexPart,,,
abc,net/minecraft/entity/item/EntityEnderCrystal,net/minecraft/server/v1_12_R1/EntityEnderCrystal,,,
abd,net/minecraft/entity/boss/EntityDragon,net/minecraft/server/v1_12_R1/EntityEnderDragon,,,
abf,net/minecraft/entity/boss/dragon/phase/PhaseBase,net/minecraft/server/v1_12_R1/AbstractDragonController,,,
abg,net/minecraft/entity/boss/dragon/phase/PhaseSittingBase,net/minecraft/server/v1_12_R1/AbstractDragonControllerLanded,,,
abh,net/minecraft/entity/boss/dragon/phase/PhaseChargingPlayer,net/minecraft/server/v1_12_R1/DragonControllerCharge,,,
abi,net/minecraft/entity/boss/dragon/phase/PhaseDying,net/minecraft/server/v1_12_R1/DragonControllerDying,,,
abj,net/minecraft/entity/boss/dragon/phase/PhaseHoldingPattern,net/minecraft/server/v1_12_R1/DragonControllerHold,,,
abk,net/minecraft/entity/boss/dragon/phase/PhaseHover,net/minecraft/server/v1_12_R1/DragonControllerHover,,,
abl,net/minecraft/entity/boss/dragon/phase/PhaseLandingApproach,net/minecraft/server/v1_12_R1/DragonControllerLandingFly,,,
abm,net/minecraft/entity/boss/dragon/phase/PhaseLanding,net/minecraft/server/v1_12_R1/DragonControllerLanding,,,
abn,net/minecraft/entity/boss/dragon/phase/IPhase,net/minecraft/server/v1_12_R1/IDragonController,,,
abo,net/minecraft/entity/boss/dragon/phase/PhaseSittingAttacking,net/minecraft/server/v1_12_R1/DragonControllerLandedAttack,,,
abp,net/minecraft/entity/boss/dragon/phase/PhaseSittingFlaming,net/minecraft/server/v1_12_R1/DragonControllerLandedFlame,,,
abq,net/minecraft/entity/boss/dragon/phase/PhaseSittingScanning,net/minecraft/server/v1_12_R1/DragonControllerLandedSearch,,,
abr,net/minecraft/entity/boss/dragon/phase/PhaseStrafePlayer,net/minecraft/server/v1_12_R1/DragonControllerStrafe,,,
abs,net/minecraft/entity/boss/dragon/phase/PhaseTakeoff,net/minecraft/server/v1_12_R1/DragonControllerFly,,,
abt,net/minecraft/entity/boss/dragon/phase/PhaseList,net/minecraft/server/v1_12_R1/DragonControllerPhase,,,
abu,net/minecraft/entity/boss/dragon/phase/PhaseManager,net/minecraft/server/v1_12_R1/DragonControllerManager,,,
abx$1,net/minecraft/entity/boss/EntityWither$1,net/minecraft/server/v1_12_R1/EntityWither$1,,,
abx$a,net/minecraft/entity/boss/EntityWither$AIDoNothing,net/minecraft/server/v1_12_R1/EntityWither$a,,,
abx,net/minecraft/entity/boss/EntityWither,net/minecraft/server/v1_12_R1/EntityWither,,,
abz$1,net/minecraft/entity/item/EntityArmorStand$1,net/minecraft/server/v1_12_R1/EntityArmorStand$1,,,
abz,net/minecraft/entity/item/EntityArmorStand,net/minecraft/server/v1_12_R1/EntityArmorStand,,,
ac,net/minecraft/advancements/critereon/DamageSourcePredicate,net/minecraft/server/v1_12_R1/CriterionConditionDamageSource,,,
aca$1,net/minecraft/entity/EntityHanging$1,net/minecraft/server/v1_12_R1/EntityHanging$1,,,
aca,net/minecraft/entity/EntityHanging,net/minecraft/server/v1_12_R1/EntityHanging,,,
acb,net/minecraft/entity/item/EntityItemFrame,net/minecraft/server/v1_12_R1/EntityItemFrame,,,
acc,net/minecraft/entity/EntityLeashKnot,net/minecraft/server/v1_12_R1/EntityLeash,,,
acd$a,net/minecraft/entity/item/EntityPainting$EnumArt,net/minecraft/server/v1_12_R1/EntityPainting$EnumArt,,,
acd,net/minecraft/entity/item/EntityPainting,net/minecraft/server/v1_12_R1/EntityPainting,,,
acf$a,net/minecraft/entity/projectile/EntityFishHook$State,net/minecraft/server/v1_12_R1/EntityFishingHook$HookState,,,
acf,net/minecraft/entity/projectile/EntityFishHook,net/minecraft/server/v1_12_R1/EntityFishingHook,,,
ach,net/minecraft/entity/effect/EntityWeatherEffect,net/minecraft/server/v1_12_R1/EntityWeather,,,
aci,net/minecraft/entity/effect/EntityLightningBolt,net/minecraft/server/v1_12_R1/EntityLightning,,,
ack,net/minecraft/entity/item/EntityFallingBlock,net/minecraft/server/v1_12_R1/EntityFallingBlock,,,
acl,net/minecraft/entity/item/EntityItem,net/minecraft/server/v1_12_R1/EntityItem,,,
acm,net/minecraft/entity/item/EntityTNTPrimed,net/minecraft/server/v1_12_R1/EntityTNTPrimed,,,
aco,net/minecraft/entity/monster/AbstractIllager,net/minecraft/server/v1_12_R1/EntityIllagerAbstract,,,
acp$1,net/minecraft/entity/monster/AbstractSkeleton$1,net/minecraft/server/v1_12_R1/EntitySkeletonAbstract$1,,,
acp,net/minecraft/entity/monster/AbstractSkeleton,net/minecraft/server/v1_12_R1/EntitySkeletonAbstract,,,
acq$a,net/minecraft/entity/monster/EntityBlaze$AIFireballAttack,net/minecraft/server/v1_12_R1/EntityBlaze$PathfinderGoalBlazeFireball,,,
acq,net/minecraft/entity/monster/EntityBlaze,net/minecraft/server/v1_12_R1/EntityBlaze,,,
acr,net/minecraft/entity/monster/EntityCaveSpider,net/minecraft/server/v1_12_R1/EntityCaveSpider,,,
acs,net/minecraft/entity/monster/EntityCreeper,net/minecraft/server/v1_12_R1/EntityCreeper,,,
act$1,net/minecraft/entity/monster/EntityElderGuardian$1,net/minecraft/server/v1_12_R1/EntityGuardianElder$1,,,
act,net/minecraft/entity/monster/EntityElderGuardian,net/minecraft/server/v1_12_R1/EntityGuardianElder,,,
acu$1,net/minecraft/entity/monster/EntityEnderman$1,net/minecraft/server/v1_12_R1/EntityEnderman$1,,,
acu$a,net/minecraft/entity/monster/EntityEnderman$AIPlaceBlock,net/minecraft/server/v1_12_R1/EntityEnderman$PathfinderGoalEndermanPlaceBlock,,,
acu$b$1,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer$1,net/minecraft/server/v1_12_R1/EntityEnderman$PathfinderGoalPlayerWhoLookedAtTarget$1,,,
acu$b,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer,net/minecraft/server/v1_12_R1/EntityEnderman$PathfinderGoalPlayerWhoLookedAtTarget,,,
acu$c,net/minecraft/entity/monster/EntityEnderman$AITakeBlock,net/minecraft/server/v1_12_R1/EntityEnderman$PathfinderGoalEndermanPickupBlock,,,
acu,net/minecraft/entity/monster/EntityEnderman,net/minecraft/server/v1_12_R1/EntityEnderman,,,
acv,net/minecraft/entity/monster/EntityEndermite,net/minecraft/server/v1_12_R1/EntityEndermite,,,
acw$1,net/minecraft/entity/monster/IMob$1,net/minecraft/server/v1_12_R1/IMonster$1,,,
acw$2,net/minecraft/entity/monster/IMob$2,net/minecraft/server/v1_12_R1/IMonster$2,,,
acw,net/minecraft/entity/monster/IMob,net/minecraft/server/v1_12_R1/IMonster,,,
acx$a,net/minecraft/entity/monster/EntityEvoker$AIAttackSpell,net/minecraft/server/v1_12_R1/EntityEvoker$a,,,
acx$b,net/minecraft/entity/monster/EntityEvoker$AICastingSpell,net/minecraft/server/v1_12_R1/EntityEvoker$b,,,
acx$c,net/minecraft/entity/monster/EntityEvoker$AISummonSpell,net/minecraft/server/v1_12_R1/EntityEvoker$c,,,
acx$d$1,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell$1,net/minecraft/server/v1_12_R1/EntityEvoker$d$1,,,
acx$d,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell,net/minecraft/server/v1_12_R1/EntityEvoker$d,,,
acx,net/minecraft/entity/monster/EntityEvoker,net/minecraft/server/v1_12_R1/EntityEvoker,,,
acy$a,net/minecraft/entity/monster/EntityGhast$AILookAround,net/minecraft/server/v1_12_R1/EntityGhast$PathfinderGoalGhastMoveTowardsTarget,,,
acy$b,net/minecraft/entity/monster/EntityGhast$GhastMoveHelper,net/minecraft/server/v1_12_R1/EntityGhast$ControllerGhast,,,
acy$c,net/minecraft/entity/monster/EntityGhast$AIFireballAttack,net/minecraft/server/v1_12_R1/EntityGhast$PathfinderGoalGhastAttackTarget,,,
acy$d,net/minecraft/entity/monster/EntityGhast$AIRandomFly,net/minecraft/server/v1_12_R1/EntityGhast$PathfinderGoalGhastIdleMove,,,
acy,net/minecraft/entity/monster/EntityGhast,net/minecraft/server/v1_12_R1/EntityGhast,,,
acz,net/minecraft/entity/monster/EntityGiantZombie,net/minecraft/server/v1_12_R1/EntityGiantZombie,,,
ad,net/minecraft/advancements/critereon/DistancePredicate,net/minecraft/server/v1_12_R1/CriterionConditionDistance,,,
ada$a,net/minecraft/entity/monster/EntityGuardian$AIGuardianAttack,net/minecraft/server/v1_12_R1/EntityGuardian$PathfinderGoalGuardianAttack,,,
ada$b,net/minecraft/entity/monster/EntityGuardian$GuardianTargetSelector,net/minecraft/server/v1_12_R1/EntityGuardian$EntitySelectorGuardianTargetHumanSquid,,,
ada$c,net/minecraft/entity/monster/EntityGuardian$GuardianMoveHelper,net/minecraft/server/v1_12_R1/EntityGuardian$ControllerMoveGuardian,,,
ada,net/minecraft/entity/monster/EntityGuardian,net/minecraft/server/v1_12_R1/EntityGuardian,,,
adb,net/minecraft/entity/monster/EntityHusk,net/minecraft/server/v1_12_R1/EntityZombieHusk,,,
adc$a,net/minecraft/entity/monster/EntityIllusionIllager$AIBlindnessSpell,net/minecraft/server/v1_12_R1/EntityIllagerIllusioner$a,,,
adc$b,net/minecraft/entity/monster/EntityIllusionIllager$AIMirriorSpell,net/minecraft/server/v1_12_R1/EntityIllagerIllusioner$b,,,
adc,net/minecraft/entity/monster/EntityIllusionIllager,net/minecraft/server/v1_12_R1/EntityIllagerIllusioner,,,
add,net/minecraft/entity/monster/EntityMagmaCube,net/minecraft/server/v1_12_R1/EntityMagmaCube,,,
ade,net/minecraft/entity/monster/EntityMob,net/minecraft/server/v1_12_R1/EntityMonster,,,
adf$a,net/minecraft/entity/monster/EntityPigZombie$AITargetAggressor,net/minecraft/server/v1_12_R1/EntityPigZombie$PathfinderGoalAnger,,,
adf$b,net/minecraft/entity/monster/EntityPigZombie$AIHurtByAggressor,net/minecraft/server/v1_12_R1/EntityPigZombie$PathfinderGoalAngerOther,,,
adf,net/minecraft/entity/monster/EntityPigZombie,net/minecraft/server/v1_12_R1/EntityPigZombie,,,
adg,net/minecraft/entity/IRangedAttackMob,net/minecraft/server/v1_12_R1/IRangedEntity,,,
adh,net/minecraft/entity/SharedMonsterAttributes,net/minecraft/server/v1_12_R1/GenericAttributes,,,
adi$a,net/minecraft/entity/monster/EntityShulker$AIAttack,net/minecraft/server/v1_12_R1/EntityShulker$a,,,
adi$b,net/minecraft/entity/monster/EntityShulker$BodyHelper,net/minecraft/server/v1_12_R1/EntityShulker$b,,,
adi$c$1,net/minecraft/entity/monster/EntityShulker$AIDefenseAttack$1,net/minecraft/server/v1_12_R1/EntityShulker$c$1,,,
adi$c,net/minecraft/entity/monster/EntityShulker$AIDefenseAttack,net/minecraft/server/v1_12_R1/EntityShulker$c,,,
adi$d,net/minecraft/entity/monster/EntityShulker$AIAttackNearest,net/minecraft/server/v1_12_R1/EntityShulker$d,,,
adi$e,net/minecraft/entity/monster/EntityShulker$AIPeek,net/minecraft/server/v1_12_R1/EntityShulker$e,,,
adi,net/minecraft/entity/monster/EntityShulker,net/minecraft/server/v1_12_R1/EntityShulker,,,
adj$a,net/minecraft/entity/monster/EntitySilverfish$AIHideInStone,net/minecraft/server/v1_12_R1/EntitySilverfish$PathfinderGoalSilverfishHideInBlock,,,
adj$b,net/minecraft/entity/monster/EntitySilverfish$AISummonSilverfish,net/minecraft/server/v1_12_R1/EntitySilverfish$PathfinderGoalSilverfishWakeOthers,,,
adj,net/minecraft/entity/monster/EntitySilverfish,net/minecraft/server/v1_12_R1/EntitySilverfish,,,
adk,net/minecraft/entity/monster/EntitySkeleton,net/minecraft/server/v1_12_R1/EntitySkeleton,,,
adl$a,net/minecraft/entity/monster/EntitySlime$AISlimeAttack,net/minecraft/server/v1_12_R1/EntitySlime$PathfinderGoalSlimeNearestPlayer,,,
adl$b,net/minecraft/entity/monster/EntitySlime$AISlimeFloat,net/minecraft/server/v1_12_R1/EntitySlime$PathfinderGoalSlimeRandomJump,,,
adl$c,net/minecraft/entity/monster/EntitySlime$AISlimeHop,net/minecraft/server/v1_12_R1/EntitySlime$PathfinderGoalSlimeIdle,,,
adl$d,net/minecraft/entity/monster/EntitySlime$SlimeMoveHelper,net/minecraft/server/v1_12_R1/EntitySlime$ControllerMoveSlime,,,
adl$e,net/minecraft/entity/monster/EntitySlime$AISlimeFaceRandom,net/minecraft/server/v1_12_R1/EntitySlime$PathfinderGoalSlimeRandomDirection,,,
adl,net/minecraft/entity/monster/EntitySlime,net/minecraft/server/v1_12_R1/EntitySlime,,,
adm$a,net/minecraft/entity/monster/EntitySpellcasterIllager$SpellType,net/minecraft/server/v1_12_R1/EntityIllagerWizard$Spell,,,
adm$b,net/minecraft/entity/monster/EntitySpellcasterIllager$AICastingApell,net/minecraft/server/v1_12_R1/EntityIllagerWizard$b,,,
adm$c,net/minecraft/entity/monster/EntitySpellcasterIllager$AIUseSpell,net/minecraft/server/v1_12_R1/EntityIllagerWizard$c,,,
adm,net/minecraft/entity/monster/EntitySpellcasterIllager,net/minecraft/server/v1_12_R1/EntityIllagerWizard,,,
adn$a,net/minecraft/entity/monster/EntitySpider$AISpiderAttack,net/minecraft/server/v1_12_R1/EntitySpider$PathfinderGoalSpiderMeleeAttack,,,
adn$b,net/minecraft/entity/monster/EntitySpider$GroupData,net/minecraft/server/v1_12_R1/EntitySpider$GroupDataSpider,,,
adn$c,net/minecraft/entity/monster/EntitySpider$AISpiderTarget,net/minecraft/server/v1_12_R1/EntitySpider$PathfinderGoalSpiderNearestAttackableTarget,,,
adn,net/minecraft/entity/monster/EntitySpider,net/minecraft/server/v1_12_R1/EntitySpider,,,
ado,net/minecraft/entity/monster/EntityStray,net/minecraft/server/v1_12_R1/EntitySkeletonStray,,,
adp$a,net/minecraft/entity/monster/EntityVex$AIChargeAttack,net/minecraft/server/v1_12_R1/EntityVex$a,,,
adp$b,net/minecraft/entity/monster/EntityVex$AICopyOwnerTarget,net/minecraft/server/v1_12_R1/EntityVex$b,,,
adp$c,net/minecraft/entity/monster/EntityVex$AIMoveControl,net/minecraft/server/v1_12_R1/EntityVex$c,,,
adp$d,net/minecraft/entity/monster/EntityVex$AIMoveRandom,net/minecraft/server/v1_12_R1/EntityVex$d,,,
adp,net/minecraft/entity/monster/EntityVex,net/minecraft/server/v1_12_R1/EntityVex,,,
adq$1,net/minecraft/entity/monster/EntityVindicator$1,net/minecraft/server/v1_12_R1/EntityVindicator$1,,,
adq$a,net/minecraft/entity/monster/EntityVindicator$AIJohnnyAttack,net/minecraft/server/v1_12_R1/EntityVindicator$a,,,
adq,net/minecraft/entity/monster/EntityVindicator,net/minecraft/server/v1_12_R1/EntityVindicator,,,
adr,net/minecraft/entity/monster/EntityWitch,net/minecraft/server/v1_12_R1/EntityWitch,,,
ads,net/minecraft/entity/monster/EntityWitherSkeleton,net/minecraft/server/v1_12_R1/EntitySkeletonWither,,,
adt$a,net/minecraft/entity/monster/EntityZombie$GroupData,net/minecraft/server/v1_12_R1/EntityZombie$GroupDataZombie,,,
adt,net/minecraft/entity/monster/EntityZombie,net/minecraft/server/v1_12_R1/EntityZombie,,,
adu,net/minecraft/entity/monster/EntityZombieVillager,net/minecraft/server/v1_12_R1/EntityZombieVillager,,,
adx,net/minecraft/entity/INpc,net/minecraft/server/v1_12_R1/NPC,,,
ady$1,net/minecraft/entity/passive/EntityVillager$1,net/minecraft/server/v1_12_R1/EntityVillager$1,,,
ady$a,net/minecraft/entity/passive/EntityVillager$EmeraldForItems,net/minecraft/server/v1_12_R1/EntityVillager$MerchantRecipeOptionBuy,,,
ady$b,net/minecraft/entity/passive/EntityVillager$ListEnchantedBookForEmeralds,net/minecraft/server/v1_12_R1/EntityVillager$MerchantRecipeOptionBook,,,
ady$c,net/minecraft/entity/passive/EntityVillager$ListEnchantedItemForEmeralds,net/minecraft/server/v1_12_R1/EntityVillager$MerchantRecipeOptionEnchant,,,
ady$d,net/minecraft/entity/passive/EntityVillager$ItemAndEmeraldToItem,net/minecraft/server/v1_12_R1/EntityVillager$MerchantRecipeOptionProcess,,,
ady$e,net/minecraft/entity/passive/EntityVillager$ListItemForEmeralds,net/minecraft/server/v1_12_R1/EntityVillager$MerchantRecipeOptionSell,,,
ady$f,net/minecraft/entity/passive/EntityVillager$ITradeList,net/minecraft/server/v1_12_R1/EntityVillager$IMerchantRecipeOption,,,
ady$g,net/minecraft/entity/passive/EntityVillager$PriceInfo,net/minecraft/server/v1_12_R1/EntityVillager$MerchantOptionRandomRange,,,
ady$h,net/minecraft/entity/passive/EntityVillager$TreasureMapForEmeralds,net/minecraft/server/v1_12_R1/EntityVillager$h,,,
ady,net/minecraft/entity/passive/EntityVillager,net/minecraft/server/v1_12_R1/EntityVillager,,,
ae$a,net/minecraft/advancements/critereon/EffectsChangedTrigger$Listeners,net/minecraft/server/v1_12_R1/CriterionTriggerEffectsChanged$a,,,
ae$b,net/minecraft/advancements/critereon/EffectsChangedTrigger$Instance,net/minecraft/server/v1_12_R1/CriterionTriggerEffectsChanged$b,,,
ae,net/minecraft/advancements/critereon/EffectsChangedTrigger,net/minecraft/server/v1_12_R1/CriterionTriggerEffectsChanged,,,
aeb,net/minecraft/entity/player/PlayerCapabilities,net/minecraft/server/v1_12_R1/PlayerAbilities,,,
aec$1,net/minecraft/entity/player/InventoryPlayer$1,net/minecraft/server/v1_12_R1/PlayerInventory$1,,,
aec,net/minecraft/entity/player/InventoryPlayer,net/minecraft/server/v1_12_R1/PlayerInventory,,,
aed$1,net/minecraft/entity/player/EntityPlayer$1,net/minecraft/server/v1_12_R1/EntityHuman$1,,,
aed$a,net/minecraft/entity/player/EntityPlayer$SleepResult,net/minecraft/server/v1_12_R1/EntityHuman$EnumBedResult,,,
aed$b,net/minecraft/entity/player/EntityPlayer$EnumChatVisibility,net/minecraft/server/v1_12_R1/EntityHuman$EnumChatVisibility,,,
aed$c,net/minecraft/entity/player/EntityPlayer$SleepEnemyPredicate,net/minecraft/server/v1_12_R1/EntityHuman$c,,,
aed,net/minecraft/entity/player/EntityPlayer,net/minecraft/server/v1_12_R1/EntityHuman,,,
aef$a,net/minecraft/client/util/RecipeItemHelper$RecipePicker,net/minecraft/server/v1_12_R1/AutoRecipeStackManager$a,,,
aef,net/minecraft/client/util/RecipeItemHelper,net/minecraft/server/v1_12_R1/AutoRecipeStackManager,,,
aeh$1,net/minecraft/entity/projectile/EntityArrow$1,net/minecraft/server/v1_12_R1/EntityArrow$1,,,
aeh$a,net/minecraft/entity/projectile/EntityArrow$PickupStatus,net/minecraft/server/v1_12_R1/EntityArrow$PickupStatus,,,
aeh,net/minecraft/entity/projectile/EntityArrow,net/minecraft/server/v1_12_R1/EntityArrow,,,
aei,net/minecraft/entity/projectile/EntityDragonFireball,net/minecraft/server/v1_12_R1/EntityDragonFireball,,,
aej,net/minecraft/entity/projectile/EntityEvokerFangs,net/minecraft/server/v1_12_R1/EntityEvokerFangs,,,
aek,net/minecraft/entity/item/EntityEnderEye,net/minecraft/server/v1_12_R1/EntityEnderSignal,,,
ael,net/minecraft/entity/projectile/EntityFireball,net/minecraft/server/v1_12_R1/EntityFireball,,,
aem,net/minecraft/entity/item/EntityFireworkRocket,net/minecraft/server/v1_12_R1/EntityFireworks,,,
aen,net/minecraft/entity/projectile/EntityLargeFireball,net/minecraft/server/v1_12_R1/EntityLargeFireball,,,
aeo,net/minecraft/entity/projectile/EntityLlamaSpit,net/minecraft/server/v1_12_R1/EntityLlamaSpit,,,
aep,net/minecraft/entity/IProjectile,net/minecraft/server/v1_12_R1/IProjectile,,,
aeq,net/minecraft/entity/projectile/ProjectileHelper,net/minecraft/server/v1_12_R1/ProjectileHelper,,,
aer,net/minecraft/entity/projectile/EntityShulkerBullet,net/minecraft/server/v1_12_R1/EntityShulkerBullet,,,
aes,net/minecraft/entity/projectile/EntitySmallFireball,net/minecraft/server/v1_12_R1/EntitySmallFireball,,,
aet,net/minecraft/entity/projectile/EntitySnowball,net/minecraft/server/v1_12_R1/EntitySnowball,,,
aeu,net/minecraft/entity/projectile/EntitySpectralArrow,net/minecraft/server/v1_12_R1/EntitySpectralArrow,,,
aev,net/minecraft/entity/projectile/EntityThrowable,net/minecraft/server/v1_12_R1/EntityProjectile,,,
aew,net/minecraft/entity/projectile/EntityEgg,net/minecraft/server/v1_12_R1/EntityEgg,,,
aex,net/minecraft/entity/item/EntityEnderPearl,net/minecraft/server/v1_12_R1/EntityEnderPearl,,,
aey,net/minecraft/entity/item/EntityExpBottle,net/minecraft/server/v1_12_R1/EntityThrownExpBottle,,,
aez$1,net/minecraft/entity/projectile/EntityPotion$1,net/minecraft/server/v1_12_R1/EntityPotion$1,,,
aez,net/minecraft/entity/projectile/EntityPotion,net/minecraft/server/v1_12_R1/EntityPotion,,,
af$a,net/minecraft/advancements/critereon/EnchantedItemTrigger$Listeners,net/minecraft/server/v1_12_R1/CriterionTriggerEnchantedItem$a,,,
af$b,net/minecraft/advancements/critereon/EnchantedItemTrigger$Instance,net/minecraft/server/v1_12_R1/CriterionTriggerEnchantedItem$b,,,
af,net/minecraft/advancements/critereon/EnchantedItemTrigger,net/minecraft/server/v1_12_R1/CriterionTriggerEnchantedItem,,,
